,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
471,Almodôvar,2023,12,Beja,1061,4650,0,0,0,22,14,23,2,4317,177,1203,14,61,5711
472,Almodôvar,2024,1,Beja,1067,4650,0,0,0,24,21,8,12,4326,177,1202,12,65,5717
473,Almodôvar,2024,2,Beja,1001,4717,0,0,0,12,10,8,3,4328,177,1201,12,33,5718
474,Almodôvar,2024,3,Beja,661,5062,2,0,0,24,15,11,4,4328,177,1204,14,56,5723
475,Alpiarça,2022,3,Santarém,488,3999,1,0,0,20,18,8,17,3257,59,1148,23,64,4487
476,Alpiarça,2022,4,Santarém,506,3991,2,0,0,48,49,24,22,3255,59,1160,23,145,4497
479,Alpiarça,2022,7,Santarém,440,4142,4,0,0,51,47,8,12,3259,59,1240,24,122,4582
481,Alpiarça,2022,9,Santarém,409,4130,3,0,0,44,40,28,15,3261,59,1195,24,130,4539
482,Alpiarça,2022,10,Santarém,425,4095,7,0,0,42,41,39,21,3268,59,1169,24,150,4520
483,Alpiarça,2022,11,Santarém,419,4091,23,0,0,48,35,23,13,3273,59,1156,22,142,4510
484,Alpiarça,2022,12,Santarém,400,4106,53,0,0,47,49,17,15,3277,59,1148,22,181,4506
485,Alpiarça,2023,1,Santarém,397,4112,52,0,1,51,48,30,17,3281,59,1147,22,199,4509
486,Alpiarça,2023,2,Santarém,421,4089,42,0,0,48,31,18,17,3279,59,1150,22,156,4510
489,Alpiarça,2023,5,Santarém,346,4175,25,0,0,54,44,14,14,3287,59,1153,22,151,4521
490,Alpiarça,2023,6,Santarém,412,4218,4,0,0,49,39,13,21,3309,59,1240,22,126,4630
491,Alpiarça,2023,7,Santarém,383,4255,1,0,0,43,40,9,26,3312,59,1244,23,119,4638
492,Alpiarça,2023,8,Santarém,369,4268,2,0,7,39,31,11,7,3314,59,1241,23,97,4637
493,Alpiarça,2023,9,Santarém,342,4270,7,1,0,26,25,35,18,3316,58,1215,23,112,4612
494,Alpiarça,2023,10,Santarém,348,4254,5,0,0,51,28,24,14,3324,58,1198,22,122,4602
496,Alpiarça,2023,12,Santarém,300,4283,1,0,0,48,37,27,4,3317,58,1187,21,117,4583
497,Alpiarça,2024,1,Santarém,316,4270,1,0,0,66,48,25,11,3319,58,1188,21,151,4586
498,Alpiarça,2024,2,Santarém,318,4270,3,0,0,31,26,8,4,3321,57,1189,21,72,4588
499,Alpiarça,2024,3,Santarém,271,4313,8,0,0,45,32,21,8,3319,57,1188,20,114,4584
500,Alter do Chão,2022,3,Portalegre,533,2349,0,0,0,11,9,4,3,2326,26,519,11,27,2882
501,Alter do Chão,2022,4,Portalegre,510,2367,2,0,0,23,18,6,10,2322,26,518,11,59,2877
502,Alter do Chão,2022,5,Portalegre,474,2400,0,0,0,28,21,8,7,2319,26,518,11,64,2874
503,Alter do Chão,2022,6,Portalegre,463,2416,0,0,0,30,29,7,10,2321,26,520,12,76,2879
504,Alter do Chão,2022,7,Portalegre,401,2475,3,0,0,31,20,8,2,2316,26,520,14,64,2876
505,Alter do Chão,2022,8,Portalegre,389,2489,1,0,0,33,23,11,10,2320,26,519,13,78,2878
506,Alter do Chão,2022,9,Portalegre,389,2490,0,1,0,24,21,14,10,2323,26,517,13,70,2879
507,Alter do Chão,2022,10,Portalegre,382,2497,5,0,0,21,19,10,6,2325,26,515,13,61,2879
508,Alter do Chão,2022,11,Portalegre,388,2497,27,0,0,25,21,12,6,2331,26,515,13,91,2885
509,Alter do Chão,2022,12,Portalegre,338,2552,50,0,0,26,23,6,6,2334,26,517,13,111,2890
510,Alter do Chão,2023,1,Portalegre,288,2600,27,0,3,26,23,9,16,2332,26,517,13,104,2888
511,Alter do Chão,2023,2,Portalegre,293,2597,36,0,0,22,19,12,6,2334,26,518,12,95,2890
512,Alter do Chão,2023,3,Portalegre,221,2674,42,0,0,29,24,9,3,2337,26,520,12,107,2895
513,Alter do Chão,2023,4,Portalegre,216,2679,14,0,0,30,32,12,5,2337,26,520,12,93,2895
514,Alter do Chão,2023,5,Portalegre,231,2664,11,0,0,33,21,8,11,2337,26,520,12,84,2895
515,Alter do Chão,2023,6,Portalegre,219,2673,3,0,0,29,23,4,7,2335,26,521,10,66,2892
516,Alter do Chão,2023,7,Portalegre,258,2637,0,0,0,32,27,7,7,2335,26,521,13,73,2895
517,Alter do Chão,2023,8,Portalegre,213,2689,0,0,5,30,27,17,7,2341,26,524,11,86,2902
518,Alter do Chão,2023,9,Portalegre,268,2635,1,0,0,24,20,12,4,2340,26,526,11,61,2903
519,Alter do Chão,2023,10,Portalegre,253,2653,2,0,0,23,26,11,12,2344,26,525,11,74,2906
520,Alter do Chão,2023,11,Portalegre,275,2634,1,0,0,31,26,6,3,2347,26,525,11,67,2909
521,Alter do Chão,2023,12,Portalegre,195,2711,0,0,0,23,16,14,7,2344,26,525,11,60,2906
522,Alter do Chão,2024,1,Portalegre,203,2702,0,0,0,32,25,13,5,2344,26,524,11,75,2905
523,Alter do Chão,2024,2,Portalegre,193,2705,0,0,0,7,8,7,0,2338,26,523,11,22,2898
524,Alter do Chão,2024,3,Portalegre,172,2727,2,0,0,20,10,7,1,2339,26,523,11,40,2899
525,Alvaiázere,2022,3,Leiria,1785,4140,1,0,0,6,3,12,10,4639,122,1146,18,32,5925
527,Alvaiázere,2022,5,Leiria,1623,4286,0,0,0,41,26,16,17,4629,122,1140,18,100,5909
528,Alvaiázere,2022,6,Leiria,1807,4103,0,0,0,28,32,8,21,4631,122,1140,17,89,5910
529,Alvaiázere,2022,7,Leiria,1520,4382,1,0,0,28,23,17,11,4625,122,1136,19,80,5902
531,Alvaiázere,2022,9,Leiria,1424,4490,0,0,0,22,19,20,14,4629,123,1139,23,75,5914
532,Alvaiázere,2022,10,Leiria,1261,4642,7,0,0,19,15,20,10,4628,123,1132,20,71,5903
536,Alvaiázere,2023,2,Leiria,758,5136,66,0,0,29,28,21,13,4618,122,1136,18,157,5894
538,Alvaiázere,2023,4,Leiria,460,5434,63,0,0,32,32,8,16,4617,122,1137,18,151,5894
539,Alvaiázere,2023,5,Leiria,430,5464,54,0,0,41,30,19,17,4617,122,1137,18,161,5894
540,Alvaiázere,2023,6,Leiria,414,5483,9,0,0,35,39,15,19,4627,122,1135,13,117,5897
541,Alvaiázere,2023,7,Leiria,396,5506,7,0,0,38,25,8,7,4627,122,1137,16,85,5902
542,Alvaiázere,2023,8,Leiria,387,5517,3,0,2,21,25,18,17,4630,122,1138,14,86,5904
543,Alvaiázere,2023,9,Leiria,408,5497,7,0,0,26,18,11,11,4630,122,1138,15,73,5905
544,Alvaiázere,2023,10,Leiria,358,5554,5,0,0,37,27,11,16,4637,122,1138,15,96,5912
545,Alvaiázere,2023,11,Leiria,640,5272,1,0,0,48,35,22,5,4638,122,1138,14,111,5912
546,Alvaiázere,2023,12,Leiria,376,5532,4,0,0,32,18,17,6,4637,122,1135,14,77,5908
547,Alvaiázere,2024,1,Leiria,393,5514,1,0,0,55,36,25,14,4638,124,1134,11,131,5907
548,Alvaiázere,2024,2,Leiria,304,5605,1,0,0,19,18,8,13,4642,124,1132,11,59,5909
549,Alvaiázere,2024,3,Leiria,284,5621,1,0,0,32,25,10,14,4640,124,1131,10,82,5905
550,Alvito,2022,3,Beja,270,1437,1,0,0,9,6,0,2,1298,24,381,4,18,1707
551,Alvito,2022,4,Beja,305,1407,0,0,0,14,13,4,9,1298,24,385,5,40,1712
552,Alvito,2022,5,Beja,237,1472,1,0,0,23,18,4,5,1293,24,388,4,51,1709
553,Alvito,2022,6,Beja,298,1411,0,0,0,21,17,2,6,1292,24,389,4,46,1709
554,Alvito,2022,7,Beja,230,1476,0,0,0,19,13,4,8,1290,24,388,4,44,1706
555,Alvito,2022,8,Beja,230,1475,0,0,0,25,23,5,6,1289,24,388,4,59,1705
556,Alvito,2022,9,Beja,216,1492,0,0,0,18,15,5,10,1291,24,389,4,48,1708
557,Alvito,2022,10,Beja,209,1499,4,0,0,12,10,8,5,1290,24,389,5,39,1708
558,Alvito,2022,11,Beja,201,1507,14,0,0,21,12,3,1,1292,24,389,3,51,1708
559,Alvito,2022,12,Beja,192,1517,21,0,0,18,18,3,8,1291,24,391,3,68,1709
560,Alvito,2023,1,Beja,197,1512,16,0,0,17,16,5,4,1293,24,390,2,58,1709
561,Alvito,2023,2,Beja,208,1504,13,0,0,18,15,10,2,1294,24,392,2,58,1712
562,Alvito,2023,3,Beja,193,1524,9,0,0,20,18,4,4,1296,24,395,2,55,1717
563,Alvito,2023,4,Beja,195,1522,7,0,0,18,13,5,5,1296,24,395,2,48,1717
564,Alvito,2023,5,Beja,196,1521,8,0,0,22,19,2,4,1296,24,395,2,55,1717
565,Alvito,2023,6,Beja,197,1528,2,0,0,23,19,2,6,1297,24,402,2,52,1725
566,Alvito,2023,7,Beja,208,1521,2,0,1,17,16,4,11,1297,24,406,2,51,1729
567,Alvito,2023,8,Beja,198,1535,7,0,2,19,15,6,6,1301,24,406,2,55,1733
568,Alvito,2023,9,Beja,196,1541,1,0,0,17,17,3,3,1303,24,408,2,41,1737
569,Alvito,2023,10,Beja,195,1544,1,0,0,26,28,10,8,1303,24,410,2,73,1739
570,Alvito,2023,11,Beja,175,1563,1,0,0,29,22,8,6,1303,24,410,1,66,1738
571,Alvito,2023,12,Beja,165,1574,1,0,0,14,16,5,7,1304,24,410,1,43,1739
572,Alvito,2024,1,Beja,170,1570,0,0,0,18,12,9,4,1304,24,411,1,43,1740
573,Alvito,2024,2,Beja,121,1617,1,0,0,6,9,4,2,1303,24,410,1,22,1738
574,Alvito,2024,3,Beja,105,1634,0,0,0,13,7,4,1,1305,24,409,1,25,1739
675,Ansião,2022,3,Leiria,3002,6050,0,0,0,7,10,12,21,7176,143,1691,42,50,9052
676,Ansião,2022,4,Leiria,3184,5870,2,0,0,49,45,14,19,7180,143,1689,42,129,9054
677,Ansião,2022,5,Leiria,2884,6168,5,0,0,53,39,17,19,7178,143,1689,42,133,9052
679,Ansião,2022,7,Leiria,2606,6457,0,0,0,55,38,20,16,7186,143,1691,43,129,9063
680,Ansião,2022,8,Leiria,2406,6667,2,0,0,55,54,15,19,7188,143,1689,53,145,9073
681,Ansião,2022,9,Leiria,2341,6716,1,0,0,38,34,22,18,7180,143,1691,43,113,9057
682,Ansião,2022,10,Leiria,2229,6820,14,0,0,31,26,25,5,7175,143,1688,43,101,9049
695,Ansião,2023,11,Leiria,841,8216,4,0,0,88,74,26,21,7202,144,1680,31,213,9057
696,Ansião,2023,12,Leiria,690,8365,3,0,0,66,44,20,19,7201,144,1679,31,152,9055
697,Ansião,2024,1,Leiria,787,8264,0,0,0,72,56,29,24,7198,144,1681,28,181,9051
698,Ansião,2024,2,Leiria,453,8589,2,0,0,42,32,15,7,7190,144,1681,27,98,9042
699,Ansião,2024,3,Leiria,429,8618,2,0,0,51,38,24,18,7195,144,1681,27,133,9047
725,Arganil,2022,3,Coimbra,8064,3004,1,0,0,4,1,1,1,9165,165,1715,23,8,11068
726,Arganil,2022,4,Coimbra,7987,3080,5,0,0,8,9,6,1,9161,165,1718,23,29,11067
727,Arganil,2022,5,Coimbra,7913,3144,1,0,0,5,5,5,2,9153,165,1716,23,18,11057
728,Arganil,2022,6,Coimbra,7886,3178,3,0,0,9,6,8,3,9151,165,1725,23,29,11064
729,Arganil,2022,7,Coimbra,7823,3238,1,0,0,10,10,7,1,9152,165,1723,21,29,11061
730,Arganil,2022,8,Coimbra,7770,3296,1,0,0,15,8,11,6,9155,165,1724,22,41,11066
731,Arganil,2022,9,Coimbra,7681,3406,1,0,0,11,8,8,0,9170,165,1729,23,28,11087
732,Arganil,2022,10,Coimbra,7637,3459,5,0,0,11,6,14,2,9183,165,1728,20,38,11096
733,Arganil,2022,11,Coimbra,7663,3434,46,0,0,13,10,9,2,9183,165,1729,20,80,11097
734,Arganil,2022,12,Coimbra,7530,3564,49,0,0,14,10,12,3,9176,165,1732,21,88,11094
736,Arganil,2023,2,Coimbra,7449,3656,49,0,0,20,15,19,3,9189,165,1732,19,106,11105
740,Arganil,2023,6,Coimbra,6780,4360,13,0,0,24,19,10,8,9211,165,1745,19,74,11140
741,Arganil,2023,7,Coimbra,6666,4475,3,0,0,23,17,15,4,9212,165,1744,20,62,11141
742,Arganil,2023,8,Coimbra,6408,4742,0,0,4,21,13,15,6,9220,165,1747,18,59,11150
743,Arganil,2023,9,Coimbra,6119,5036,1,0,0,17,11,14,7,9226,165,1745,19,50,11155
744,Arganil,2023,10,Coimbra,5875,5280,7,0,0,24,19,18,3,9227,165,1746,17,71,11155
745,Arganil,2023,11,Coimbra,5550,5600,0,0,0,29,23,18,7,9223,165,1744,18,77,11150
746,Arganil,2023,12,Coimbra,5091,6070,0,0,1,16,11,11,3,9225,165,1752,19,42,11161
747,Arganil,2024,1,Coimbra,4931,6232,2,0,1,26,17,21,3,9225,165,1757,16,70,11163
748,Arganil,2024,2,Coimbra,4695,6466,2,0,0,12,11,13,6,9224,165,1757,15,44,11161
749,Arganil,2024,3,Coimbra,4541,6618,1,0,0,24,16,26,3,9220,165,1759,15,70,11159
750,Armamar,2022,3,Viseu,3226,1887,0,0,0,3,1,1,1,3801,72,1222,18,6,5113
751,Armamar,2022,4,Viseu,3159,1951,2,0,0,4,5,7,3,3796,72,1224,18,21,5110
752,Armamar,2022,5,Viseu,3075,2050,1,1,0,4,2,12,6,3790,72,1245,18,26,5125
753,Armamar,2022,6,Viseu,3009,2123,1,0,0,9,7,5,3,3791,72,1250,19,25,5132
754,Armamar,2022,7,Viseu,2924,2213,2,0,0,7,5,2,2,3792,72,1252,21,18,5137
755,Armamar,2022,8,Viseu,2885,2251,0,0,0,9,7,4,7,3792,72,1255,17,27,5136
756,Armamar,2022,9,Viseu,2861,2276,2,0,0,4,3,8,1,3794,72,1254,17,18,5137
757,Armamar,2022,10,Viseu,2811,2317,7,0,0,4,4,15,2,3791,72,1247,18,32,5128
758,Armamar,2022,11,Viseu,2844,2278,25,0,0,4,3,14,3,3790,72,1244,16,49,5122
759,Armamar,2022,12,Viseu,2815,2299,26,0,1,4,4,5,3,3786,72,1240,16,43,5114
760,Armamar,2023,1,Viseu,2778,2335,23,0,1,7,5,7,4,3788,72,1237,16,47,5113
761,Armamar,2023,2,Viseu,2660,2457,13,0,0,8,6,9,0,3791,72,1238,16,36,5117
763,Armamar,2023,4,Viseu,2331,2781,77,0,0,12,9,2,4,3787,72,1237,16,104,5112
765,Armamar,2023,6,Viseu,1540,3607,68,0,0,11,13,4,10,3792,72,1266,17,106,5147
766,Armamar,2023,7,Viseu,1333,3819,0,0,0,21,19,17,5,3790,72,1269,21,62,5152
767,Armamar,2023,8,Viseu,1264,3891,2,0,1,15,7,7,15,3794,72,1273,16,47,5155
768,Armamar,2023,9,Viseu,1227,3930,0,0,0,10,13,8,9,3796,72,1274,15,40,5157
769,Armamar,2023,10,Viseu,1138,4009,4,0,0,23,14,11,7,3795,72,1266,14,59,5147
770,Armamar,2023,11,Viseu,1194,3952,1,0,0,21,16,14,5,3796,74,1263,13,57,5146
771,Armamar,2023,12,Viseu,971,4166,1,0,0,22,14,19,8,3788,75,1260,14,64,5137
772,Armamar,2024,1,Viseu,864,4275,1,0,1,18,19,19,7,3788,76,1260,15,65,5139
773,Armamar,2024,2,Viseu,690,4449,4,0,0,15,11,5,1,3788,75,1261,15,36,5139
774,Armamar,2024,3,Viseu,505,4631,6,0,0,19,14,11,8,3786,75,1261,14,58,5136
792,Arouca,2023,8,Aveiro,6396,6297,4,0,3,39,27,18,14,10227,212,2171,83,105,12693
794,Arouca,2023,10,Aveiro,6148,6553,12,0,0,48,32,23,16,10240,212,2168,81,131,12701
795,Arouca,2023,11,Aveiro,5803,6910,3,0,1,63,41,28,15,10244,212,2177,80,151,12713
796,Arouca,2023,12,Aveiro,5247,7471,1,0,2,30,26,45,13,10248,213,2178,79,117,12718
797,Arouca,2024,1,Aveiro,5172,7553,5,0,7,63,40,46,15,10253,213,2182,77,176,12725
798,Arouca,2024,2,Aveiro,4907,7812,5,0,3,26,12,19,7,10251,213,2180,75,72,12719
799,Arouca,2024,3,Aveiro,4726,8003,4,0,0,38,29,22,3,10259,213,2182,75,96,12729
800,Arraiolos,2022,3,Évora,3243,1609,0,0,0,4,3,1,0,3850,38,933,31,8,4852
801,Arraiolos,2022,4,Évora,3215,1635,3,0,0,6,5,1,0,3848,38,935,29,15,4850
802,Arraiolos,2022,5,Évora,3147,1704,1,0,0,9,4,3,1,3849,38,934,30,18,4851
803,Arraiolos,2022,6,Évora,3086,1768,1,0,0,7,10,0,1,3852,38,933,31,19,4854
804,Arraiolos,2022,7,Évora,3047,1818,1,0,0,2,2,4,1,3858,38,935,34,10,4865
805,Arraiolos,2022,8,Évora,3005,1866,0,0,0,6,3,3,1,3859,38,936,38,13,4871
806,Arraiolos,2022,9,Évora,3074,1793,1,0,0,3,5,3,0,3859,38,936,34,12,4867
807,Arraiolos,2022,10,Évora,3067,1802,2,0,0,4,3,3,4,3858,38,939,34,16,4869
808,Arraiolos,2022,11,Évora,2968,1899,13,0,0,7,5,2,3,3853,38,942,34,30,4867
809,Arraiolos,2022,12,Évora,2929,1940,41,0,1,5,7,5,0,3855,38,944,32,59,4869
810,Arraiolos,2023,1,Évora,2918,1950,15,0,1,9,6,3,1,3857,38,943,30,35,4868
811,Arraiolos,2023,2,Évora,2956,1915,6,0,0,9,11,6,1,3859,38,942,32,33,4871
812,Arraiolos,2023,3,Évora,2885,1982,77,0,0,5,4,8,3,3855,38,942,32,97,4867
813,Arraiolos,2023,4,Évora,2880,1987,48,0,0,7,6,4,0,3855,38,942,32,65,4867
814,Arraiolos,2023,5,Évora,2856,2011,13,0,0,11,7,3,0,3855,38,942,32,34,4867
815,Arraiolos,2023,6,Évora,2867,2007,3,0,0,13,13,2,2,3856,38,944,36,33,4874
816,Arraiolos,2023,7,Évora,2818,2057,1,0,0,10,9,6,12,3856,38,943,38,38,4875
817,Arraiolos,2023,8,Évora,2775,2104,2,0,1,10,8,7,5,3859,38,943,39,33,4879
818,Arraiolos,2023,9,Évora,2765,2120,1,0,0,13,8,6,10,3870,38,944,33,38,4885
819,Arraiolos,2023,10,Évora,2468,2418,6,0,0,17,16,13,5,3872,38,943,33,57,4886
820,Arraiolos,2023,11,Évora,2084,2797,4,0,3,30,22,13,1,3867,38,944,32,73,4881
821,Arraiolos,2023,12,Évora,1855,3028,1,0,0,19,18,11,7,3870,38,943,32,56,4883
822,Arraiolos,2024,1,Évora,1674,3210,5,0,0,27,22,13,9,3869,38,944,33,76,4884
823,Arraiolos,2024,2,Évora,1648,3237,4,0,0,8,10,4,2,3872,38,943,32,28,4885
824,Arraiolos,2024,3,Évora,1592,3294,6,0,0,14,13,12,9,3874,38,944,30,54,4886
825,Arronches,2022,3,Portalegre,982,1302,1,0,0,5,3,4,0,1810,39,427,8,13,2284
826,Arronches,2022,4,Portalegre,993,1289,0,0,0,15,8,5,2,1807,39,428,8,30,2282
827,Arronches,2022,5,Portalegre,968,1311,2,0,0,10,14,2,9,1805,39,427,8,37,2279
828,Arronches,2022,6,Portalegre,968,1321,1,0,0,19,15,10,4,1809,39,433,8,49,2289
829,Arronches,2022,7,Portalegre,967,1327,0,0,0,10,11,5,6,1811,39,435,9,32,2294
830,Arronches,2022,8,Portalegre,954,1338,0,0,0,18,13,6,5,1809,39,438,6,42,2292
831,Arronches,2022,9,Portalegre,951,1346,0,0,0,16,8,5,2,1814,39,438,6,31,2297
832,Arronches,2022,10,Portalegre,896,1398,5,0,0,9,14,9,5,1811,39,438,6,42,2294
833,Arronches,2022,11,Portalegre,938,1361,27,0,0,9,11,5,2,1816,39,438,6,54,2299
834,Arronches,2022,12,Portalegre,859,1439,40,0,0,10,9,7,0,1814,39,439,6,66,2298
835,Arronches,2023,1,Portalegre,825,1477,27,0,1,17,11,10,1,1816,40,439,7,67,2302
836,Arronches,2023,2,Portalegre,815,1485,50,0,0,8,5,6,1,1815,40,438,7,70,2300
837,Arronches,2023,3,Portalegre,761,1543,15,0,0,17,14,4,6,1819,40,439,6,56,2304
838,Arronches,2023,4,Portalegre,747,1557,25,0,0,9,13,8,4,1819,40,439,6,59,2304
839,Arronches,2023,5,Portalegre,708,1596,17,0,0,17,13,4,2,1819,40,439,6,53,2304
840,Arronches,2023,6,Portalegre,701,1618,5,0,0,9,8,6,1,1825,40,447,7,29,2319
841,Arronches,2023,7,Portalegre,704,1619,1,0,0,11,8,5,2,1827,40,448,8,27,2323
842,Arronches,2023,8,Portalegre,690,1634,2,0,0,8,7,6,3,1828,40,449,7,26,2324
843,Arronches,2023,9,Portalegre,695,1625,1,0,0,8,8,1,2,1827,40,446,7,20,2320
844,Arronches,2023,10,Portalegre,689,1634,3,0,0,18,13,8,9,1830,40,446,7,51,2323
845,Arronches,2023,11,Portalegre,679,1646,3,0,0,9,13,13,7,1831,40,446,8,45,2325
846,Arronches,2023,12,Portalegre,654,1668,2,0,0,11,8,4,3,1829,40,445,8,28,2322
847,Arronches,2024,1,Portalegre,656,1663,1,0,0,14,11,9,2,1826,40,445,8,37,2319
848,Arronches,2024,2,Portalegre,628,1686,0,0,0,7,8,5,2,1820,40,446,8,22,2314
849,Arronches,2024,3,Portalegre,584,1734,1,0,0,8,9,5,4,1822,40,448,8,27,2318
850,Arruda dos Vinhos,2022,3,Lisboa,2144,5393,3,0,0,29,17,8,7,5851,106,1531,49,64,7537
851,Arruda dos Vinhos,2022,4,Lisboa,2296,5247,4,0,0,56,50,22,16,5853,106,1532,52,148,7543
852,Arruda dos Vinhos,2022,5,Lisboa,2111,5444,4,0,0,60,51,21,20,5864,106,1534,51,156,7555
853,Arruda dos Vinhos,2022,6,Lisboa,2206,5358,1,0,0,54,51,27,26,5874,107,1532,51,159,7564
854,Arruda dos Vinhos,2022,7,Lisboa,1969,5600,4,0,0,68,39,32,7,5874,107,1537,51,150,7569
856,Arruda dos Vinhos,2022,9,Lisboa,1895,5692,0,0,0,56,48,31,21,5887,107,1538,55,156,7587
857,Arruda dos Vinhos,2022,10,Lisboa,1620,5984,10,0,0,59,51,35,13,5898,107,1546,53,168,7604
865,Arruda dos Vinhos,2023,6,Lisboa,825,6853,19,0,0,61,58,41,19,5964,109,1555,50,198,7678
866,Arruda dos Vinhos,2023,7,Lisboa,786,6902,5,0,0,82,68,26,24,5967,109,1563,49,205,7688
867,Arruda dos Vinhos,2023,8,Lisboa,729,6982,3,0,9,62,50,39,25,5973,109,1574,55,188,7711
868,Arruda dos Vinhos,2023,9,Lisboa,589,7120,7,0,0,50,51,21,17,5975,109,1577,48,146,7709
869,Arruda dos Vinhos,2023,10,Lisboa,540,7178,5,0,0,88,69,45,15,5989,109,1574,46,222,7718
871,Arruda dos Vinhos,2023,12,Lisboa,454,7292,2,0,0,59,46,31,8,6014,109,1579,44,146,7746
873,Arruda dos Vinhos,2024,2,Lisboa,404,7347,2,0,0,51,41,15,9,6015,109,1584,43,118,7751
874,Arruda dos Vinhos,2024,3,Lisboa,347,7413,4,0,0,56,45,44,15,6023,109,1586,42,164,7760
900,Avis,2022,3,Portalegre,1315,1868,0,0,0,8,9,4,1,2497,41,633,12,22,3183
901,Avis,2022,4,Portalegre,1301,1887,0,0,0,13,11,5,9,2501,41,634,12,38,3188
902,Avis,2022,5,Portalegre,1283,1900,0,0,0,24,15,6,5,2497,41,633,12,50,3183
903,Avis,2022,6,Portalegre,1276,1903,0,0,0,26,11,6,6,2493,41,633,12,49,3179
904,Avis,2022,7,Portalegre,1237,1951,0,0,0,22,21,8,4,2492,41,633,22,55,3188
905,Avis,2022,8,Portalegre,1217,1962,0,0,0,27,20,2,5,2492,41,634,12,54,3179
906,Avis,2022,9,Portalegre,1182,1998,0,0,0,16,17,4,5,2491,41,636,12,42,3180
907,Avis,2022,10,Portalegre,1185,1994,4,0,0,14,12,5,4,2489,41,637,12,39,3179
908,Avis,2022,11,Portalegre,1189,1989,7,0,0,20,16,6,4,2491,41,634,12,53,3178
909,Avis,2022,12,Portalegre,1136,2039,45,0,1,14,15,11,3,2488,41,634,12,89,3175
910,Avis,2023,1,Portalegre,1131,2043,36,0,7,26,10,10,7,2488,41,633,12,96,3174
911,Avis,2023,2,Portalegre,1124,2050,21,0,0,11,11,9,8,2489,41,633,11,60,3174
912,Avis,2023,3,Portalegre,911,2263,39,0,1,24,17,7,9,2488,41,634,11,97,3174
915,Avis,2023,6,Portalegre,662,2520,29,0,0,22,22,11,9,2488,41,639,14,93,3182
916,Avis,2023,7,Portalegre,580,2614,0,0,0,15,13,12,7,2493,41,638,22,47,3194
917,Avis,2023,8,Portalegre,567,2627,3,0,2,17,14,5,5,2503,41,640,10,46,3194
918,Avis,2023,9,Portalegre,468,2726,0,0,0,27,17,10,2,2504,41,639,10,56,3194
919,Avis,2023,10,Portalegre,425,2765,2,0,0,27,21,12,6,2502,41,637,10,68,3190
920,Avis,2023,11,Portalegre,352,2836,1,0,0,38,27,10,13,2500,41,637,10,89,3188
921,Avis,2023,12,Portalegre,333,2847,1,0,0,21,19,21,6,2493,41,636,10,68,3180
922,Avis,2024,1,Portalegre,322,2857,3,0,0,28,15,15,2,2495,41,633,10,63,3179
923,Avis,2024,2,Portalegre,262,2915,0,0,2,14,16,5,0,2489,41,636,11,37,3177
924,Avis,2024,3,Portalegre,246,2934,3,0,0,19,17,9,5,2490,41,638,11,53,3180
925,Azambuja,2022,3,Lisboa,4807,7474,1,1,0,36,33,25,16,9718,181,2342,40,112,12281
927,Azambuja,2022,5,Lisboa,4723,7601,3,1,0,91,72,46,22,9725,182,2352,65,235,12324
929,Azambuja,2022,7,Lisboa,4644,7668,5,0,0,76,65,35,10,9733,182,2358,39,191,12312
932,Azambuja,2022,10,Lisboa,4479,7851,12,0,0,63,55,42,8,9744,184,2362,40,180,12330
943,Azambuja,2023,9,Lisboa,2046,10394,8,1,2,72,58,45,17,9816,185,2399,40,203,12440
948,Azambuja,2024,2,Lisboa,746,11718,3,0,1,55,39,28,8,9832,185,2411,36,134,12464
950,Baião,2022,3,Porto,8888,3000,0,0,0,2,1,2,1,9878,176,1769,65,6,11888
951,Baião,2022,4,Porto,8754,3131,2,2,0,7,5,4,5,9880,176,1768,61,25,11885
952,Baião,2022,5,Porto,8630,3232,2,0,0,11,9,8,6,9863,176,1765,58,36,11862
953,Baião,2022,6,Porto,8397,3472,0,0,0,14,11,4,1,9859,177,1772,61,30,11869
954,Baião,2022,7,Porto,8177,3713,0,0,0,18,16,2,3,9876,177,1775,62,39,11890
955,Baião,2022,8,Porto,8066,3829,0,0,0,29,23,5,7,9879,177,1783,56,64,11895
956,Baião,2022,9,Porto,8034,3867,1,0,0,18,19,10,4,9883,177,1783,58,52,11901
957,Baião,2022,10,Porto,7676,4228,6,0,0,15,18,9,3,9889,177,1783,55,51,11904
961,Baião,2023,2,Porto,7336,4565,53,0,1,17,17,10,10,9896,179,1775,51,108,11901
963,Baião,2023,4,Porto,7105,4796,33,0,0,20,19,6,11,9894,179,1778,50,89,11901
965,Baião,2023,6,Porto,7028,4915,7,0,0,19,17,8,7,9926,179,1791,47,58,11943
