,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
3729,Mêda,2022,7,Guarda,2780,2277,0,0,0,11,6,3,4,4023,115,907,12,24,5057
3730,Mêda,2022,8,Guarda,2729,2331,0,0,0,11,11,12,5,4024,115,907,14,39,5060
3731,Mêda,2022,9,Guarda,2667,2383,0,0,0,7,6,16,5,4015,115,908,12,34,5050
3732,Mêda,2022,10,Guarda,2504,2548,5,0,0,12,12,13,4,4014,116,910,12,46,5052
3734,Mêda,2022,12,Guarda,2446,2608,50,0,0,12,9,8,1,4014,116,911,13,80,5054
3735,Mêda,2023,1,Guarda,2442,2613,46,0,2,10,7,10,7,4014,117,913,11,82,5055
3736,Mêda,2023,2,Guarda,2186,2866,72,0,0,8,7,6,6,4011,117,913,11,99,5052
3738,Mêda,2023,4,Guarda,1943,3111,64,0,0,17,14,11,6,4011,118,915,10,112,5054
3740,Mêda,2023,6,Guarda,1459,3599,17,0,0,31,28,15,10,4011,118,915,14,101,5058
3741,Mêda,2023,7,Guarda,1187,3870,2,0,1,22,23,16,11,4012,118,917,10,75,5057
3742,Mêda,2023,8,Guarda,1112,3945,2,0,4,22,18,11,9,4011,118,917,11,66,5057
3743,Mêda,2023,9,Guarda,1029,4033,2,0,0,17,17,12,10,4017,118,917,10,58,5062
3744,Mêda,2023,10,Guarda,938,4124,3,0,0,24,20,10,10,4016,118,918,10,67,5062
3745,Mêda,2023,11,Guarda,671,4386,2,0,0,22,19,15,3,4012,118,917,10,61,5057
3746,Mêda,2023,12,Guarda,538,4520,2,0,0,16,10,17,9,4014,118,916,10,54,5058
3747,Mêda,2024,1,Guarda,529,4533,0,0,0,28,18,19,11,4019,118,915,10,76,5062
3748,Mêda,2024,2,Guarda,430,4633,3,0,0,11,8,6,3,4020,118,916,9,31,5063
3749,Mêda,2024,3,Guarda,416,4645,4,0,0,13,11,19,4,4019,118,915,9,51,5061
3775,Nelas,2022,3,Viseu,4541,4915,2,1,0,11,10,6,5,7198,113,2081,64,35,9456
3776,Nelas,2022,4,Viseu,4375,5083,4,0,0,21,21,22,18,7199,113,2080,66,86,9458
3777,Nelas,2022,5,Viseu,4156,5307,10,0,0,40,26,26,16,7201,113,2080,69,118,9463
3778,Nelas,2022,6,Viseu,4345,5127,4,0,0,42,25,13,12,7211,113,2078,70,96,9472
3779,Nelas,2022,7,Viseu,4012,5456,6,0,0,32,31,22,10,7207,113,2078,70,101,9468
3780,Nelas,2022,8,Viseu,3995,5493,3,0,0,41,29,36,6,7222,113,2079,74,115,9488
3781,Nelas,2022,9,Viseu,4000,5483,4,0,0,34,27,24,9,7215,113,2083,72,98,9483
3782,Nelas,2022,10,Viseu,3879,5614,8,0,0,22,21,25,9,7220,113,2087,73,85,9493
3788,Nelas,2023,4,Viseu,3500,6011,74,0,0,50,44,14,9,7243,113,2085,70,191,9511
3789,Nelas,2023,5,Viseu,3420,6091,70,0,0,48,38,24,24,7243,113,2085,70,204,9511
3790,Nelas,2023,6,Viseu,3359,6164,37,0,0,52,46,21,14,7251,113,2090,69,170,9523
3791,Nelas,2023,7,Viseu,3248,6276,8,0,0,48,31,33,20,7249,113,2093,69,140,9524
3792,Nelas,2023,8,Viseu,3253,6276,5,0,7,58,41,33,19,7253,113,2094,69,163,9529
3793,Nelas,2023,9,Viseu,3158,6379,10,0,1,39,37,30,16,7259,113,2096,69,133,9537
3794,Nelas,2023,10,Viseu,3067,6472,14,0,0,41,29,36,11,7257,113,2100,69,131,9539
3795,Nelas,2023,11,Viseu,3059,6483,2,0,0,46,33,38,8,7265,113,2098,66,127,9542
3796,Nelas,2023,12,Viseu,3030,6512,1,0,0,44,29,31,6,7259,113,2100,70,111,9542
3798,Nelas,2024,2,Viseu,2424,7123,1,0,0,29,14,22,4,7263,114,2106,64,70,9547
3799,Nelas,2024,3,Viseu,1763,7791,2,0,1,48,37,28,7,7267,114,2110,63,123,9554
3800,Nisa,2022,3,Portalegre,2262,4585,1,0,0,10,9,7,7,5455,54,1333,5,34,6847
3801,Nisa,2022,4,Portalegre,2178,4668,1,0,0,29,25,12,8,5454,54,1333,5,75,6846
3802,Nisa,2022,5,Portalegre,2122,4718,2,0,0,44,32,12,6,5447,54,1333,6,96,6840
3803,Nisa,2022,6,Portalegre,2228,4613,2,0,0,35,29,10,14,5446,54,1335,6,90,6841
3804,Nisa,2022,7,Portalegre,2048,4798,2,0,0,34,34,7,6,5450,54,1336,6,83,6846
3805,Nisa,2022,8,Portalegre,2055,4798,1,0,0,45,32,25,5,5454,54,1339,6,108,6853
3806,Nisa,2022,9,Portalegre,2107,4736,1,1,0,25,25,13,5,5447,54,1335,7,70,6843
3807,Nisa,2022,10,Portalegre,2110,4736,7,0,0,24,17,7,6,5451,54,1334,7,61,6846
3808,Nisa,2022,11,Portalegre,2038,4815,74,0,0,42,34,15,5,5455,55,1336,7,170,6853
3810,Nisa,2023,1,Portalegre,1989,4867,78,0,1,42,26,21,17,5455,55,1339,7,185,6856
3811,Nisa,2023,2,Portalegre,2105,4759,29,0,0,27,24,17,9,5464,55,1338,7,106,6864
3812,Nisa,2023,3,Portalegre,1819,5056,29,0,2,29,29,11,10,5465,54,1348,8,110,6875
3813,Nisa,2023,4,Portalegre,1955,4920,39,0,0,37,23,5,14,5465,54,1348,8,118,6875
3815,Nisa,2023,6,Portalegre,1753,5129,11,0,0,25,20,15,14,5465,54,1354,9,85,6882
3816,Nisa,2023,7,Portalegre,1721,5171,6,0,0,40,28,14,14,5474,54,1354,10,102,6892
3817,Nisa,2023,8,Portalegre,1700,5195,0,0,3,33,34,32,18,5476,54,1356,9,120,6895
3818,Nisa,2023,9,Portalegre,1716,5180,5,0,0,22,10,15,2,5473,54,1361,8,54,6896
3819,Nisa,2023,10,Portalegre,1654,5246,3,0,0,38,29,18,15,5473,54,1364,9,103,6900
3820,Nisa,2023,11,Portalegre,1700,5196,2,0,0,49,33,18,12,5469,54,1363,10,114,6896
3821,Nisa,2023,12,Portalegre,1599,5283,0,0,0,19,19,22,7,5461,54,1357,10,67,6882
3822,Nisa,2024,1,Portalegre,1611,5278,0,0,0,39,25,27,15,5465,54,1361,9,106,6889
3823,Nisa,2024,2,Portalegre,1504,5388,2,0,0,17,14,6,5,5467,54,1362,9,44,6892
3824,Nisa,2024,3,Portalegre,1385,5500,1,0,0,33,19,17,10,5463,55,1357,10,80,6885
3900,Oleiros,2022,3,Castelo Branco,3825,1840,1,0,0,3,2,0,0,4294,157,1200,14,6,5665
3901,Oleiros,2022,4,Castelo Branco,3797,1866,0,0,0,6,4,1,0,4293,157,1199,14,11,5663
3902,Oleiros,2022,5,Castelo Branco,3756,1898,2,0,0,7,5,5,1,4282,157,1199,16,20,5654
3903,Oleiros,2022,6,Castelo Branco,3772,1887,0,0,0,9,7,9,5,4285,157,1201,16,30,5659
3904,Oleiros,2022,7,Castelo Branco,3717,1941,1,0,0,2,2,3,2,4282,157,1202,17,10,5658
3905,Oleiros,2022,8,Castelo Branco,3690,1966,1,0,0,8,9,4,1,4285,157,1198,16,23,5656
3906,Oleiros,2022,9,Castelo Branco,3650,2005,0,0,0,1,1,4,1,4285,157,1197,16,7,5655
3907,Oleiros,2022,10,Castelo Branco,3575,2076,1,0,0,6,3,0,0,4280,157,1198,16,10,5651
3908,Oleiros,2022,11,Castelo Branco,3584,2059,25,0,0,5,5,2,1,4277,157,1195,14,38,5643
3909,Oleiros,2022,12,Castelo Branco,3546,2097,39,0,1,10,7,2,1,4276,157,1196,14,60,5643
3910,Oleiros,2023,1,Castelo Branco,3467,2172,43,1,1,11,6,7,4,4276,157,1193,13,73,5639
3911,Oleiros,2023,2,Castelo Branco,3417,2219,33,0,0,6,2,4,4,4271,157,1196,12,49,5636
3912,Oleiros,2023,3,Castelo Branco,3283,2352,36,0,0,11,11,4,1,4270,157,1196,12,63,5635
3913,Oleiros,2023,4,Castelo Branco,3274,2361,36,0,0,14,5,8,6,4270,157,1196,12,69,5635
3914,Oleiros,2023,5,Castelo Branco,3177,2458,44,0,0,8,10,5,4,4270,157,1196,12,71,5635
3915,Oleiros,2023,6,Castelo Branco,3085,2566,9,0,0,14,10,2,5,4282,157,1198,14,40,5651
3916,Oleiros,2023,7,Castelo Branco,2919,2739,0,0,0,15,15,8,7,4289,157,1198,14,45,5658
3917,Oleiros,2023,8,Castelo Branco,2907,2744,1,0,3,14,10,11,6,4285,157,1197,12,45,5651
3918,Oleiros,2023,9,Castelo Branco,2701,2945,2,0,0,16,10,7,2,4284,157,1195,10,37,5646
3919,Oleiros,2023,10,Castelo Branco,2517,3122,10,1,0,19,16,11,5,4281,157,1191,10,62,5639
3920,Oleiros,2023,11,Castelo Branco,2219,3422,2,0,5,21,18,6,3,4281,157,1192,11,55,5641
3921,Oleiros,2023,12,Castelo Branco,1983,3658,0,0,2,15,11,9,2,4281,157,1192,11,39,5641
3922,Oleiros,2024,1,Castelo Branco,1810,3824,0,0,0,30,18,11,7,4277,157,1192,8,66,5634
3923,Oleiros,2024,2,Castelo Branco,1666,3958,2,0,1,10,6,10,4,4270,157,1189,8,33,5624
3924,Oleiros,2024,3,Castelo Branco,1633,3987,1,0,0,14,11,9,10,4270,157,1186,7,45,5620
3975,Oliveira de Frades,2022,3,Viseu,4682,2033,0,0,0,3,2,2,2,5134,133,1407,41,9,6715
3976,Oliveira de Frades,2022,4,Viseu,4646,2071,0,0,0,3,4,7,1,5134,133,1412,38,15,6717
3977,Oliveira de Frades,2022,5,Viseu,4486,2230,0,0,0,6,3,6,2,5133,133,1413,37,17,6716
3978,Oliveira de Frades,2022,6,Viseu,4515,2204,0,0,0,10,8,0,12,5135,133,1416,35,30,6719
3979,Oliveira de Frades,2022,7,Viseu,4374,2356,0,0,0,13,10,8,2,5142,133,1421,34,33,6730
3980,Oliveira de Frades,2022,8,Viseu,4318,2419,1,0,0,13,13,13,9,5143,133,1424,37,49,6737
3981,Oliveira de Frades,2022,9,Viseu,4221,2521,2,0,0,9,6,4,3,5151,133,1425,33,24,6742
3982,Oliveira de Frades,2022,10,Viseu,4053,2683,7,0,0,9,10,7,3,5150,133,1422,31,36,6736
3983,Oliveira de Frades,2022,11,Viseu,4136,2610,58,0,0,12,11,11,2,5154,133,1427,32,94,6746
3985,Oliveira de Frades,2023,1,Viseu,3781,2964,43,0,1,18,11,24,7,5153,133,1428,31,104,6745
3986,Oliveira de Frades,2023,2,Viseu,3829,2922,30,0,0,21,15,10,3,5155,133,1431,32,79,6751
3987,Oliveira de Frades,2023,3,Viseu,3432,3315,56,0,0,16,16,24,2,5154,133,1429,31,114,6747
3990,Oliveira de Frades,2023,6,Viseu,2680,4089,20,0,2,24,27,18,6,5161,133,1442,33,97,6769
3991,Oliveira de Frades,2023,7,Viseu,2293,4483,5,0,0,27,23,16,7,5168,134,1444,30,78,6776
3992,Oliveira de Frades,2023,8,Viseu,2284,4499,6,0,9,35,23,16,5,5167,134,1451,31,94,6783
3993,Oliveira de Frades,2023,9,Viseu,2025,4762,9,0,0,20,16,13,7,5167,134,1456,30,65,6787
3994,Oliveira de Frades,2023,10,Viseu,1725,5068,15,0,1,31,21,14,7,5170,134,1459,30,89,6793
3995,Oliveira de Frades,2023,11,Viseu,1069,5726,3,0,6,32,27,26,9,5167,134,1462,32,103,6795
3996,Oliveira de Frades,2023,12,Viseu,845,5952,3,0,1,17,9,42,5,5170,134,1463,30,77,6797
3997,Oliveira de Frades,2024,1,Viseu,783,6018,3,0,0,29,20,34,6,5172,134,1466,29,92,6801
3998,Oliveira de Frades,2024,2,Viseu,666,6141,1,0,0,16,15,15,3,5175,134,1468,30,50,6807
3999,Oliveira de Frades,2024,3,Viseu,576,6227,5,0,0,25,18,18,4,5171,134,1469,29,70,6803
4050,Ourique,2022,3,Beja,3382,755,1,0,0,2,1,0,0,3240,112,770,15,4,4137
4051,Ourique,2022,4,Beja,3284,851,1,0,0,1,2,3,2,3239,112,769,15,9,4135
4052,Ourique,2022,5,Beja,3206,922,1,0,0,4,2,2,3,3233,112,768,15,12,4128
4053,Ourique,2022,6,Beja,3257,874,2,0,0,3,6,1,2,3235,112,769,15,14,4131
4054,Ourique,2022,7,Beja,3099,1041,4,0,0,0,0,2,0,3240,118,768,14,6,4140
4055,Ourique,2022,8,Beja,3069,1071,0,0,0,6,5,0,1,3237,118,771,14,12,4140
4056,Ourique,2022,9,Beja,3027,1121,1,0,0,4,2,2,2,3241,118,776,13,11,4148
4057,Ourique,2022,10,Beja,2928,1217,2,0,0,5,5,3,1,3239,118,777,11,16,4145
4058,Ourique,2022,11,Beja,2916,1229,78,0,0,2,3,3,1,3239,118,777,11,87,4145
4059,Ourique,2022,12,Beja,2861,1289,68,0,0,4,3,5,0,3237,118,781,14,80,4150
4060,Ourique,2023,1,Beja,2834,1323,51,0,1,8,9,10,1,3243,118,785,11,80,4157
4062,Ourique,2023,3,Beja,2723,1441,54,0,0,4,4,7,0,3246,119,786,13,69,4164
4063,Ourique,2023,4,Beja,2442,1722,24,1,0,9,7,6,5,3246,119,786,13,52,4164
4065,Ourique,2023,6,Beja,2120,2050,27,0,0,17,13,5,4,3253,119,787,11,66,4170
4066,Ourique,2023,7,Beja,1959,2210,0,0,0,16,16,4,4,3254,119,785,11,40,4169
4067,Ourique,2023,8,Beja,1686,2483,7,1,3,8,10,10,4,3254,119,785,11,43,4169
4068,Ourique,2023,9,Beja,1428,2740,4,0,2,11,3,10,9,3253,119,785,11,39,4168
4069,Ourique,2023,10,Beja,1341,2832,7,0,1,16,15,19,0,3258,119,785,11,58,4173
4070,Ourique,2023,11,Beja,1100,3075,5,0,0,21,16,13,7,3259,119,785,12,62,4175
4071,Ourique,2023,12,Beja,947,3229,0,0,1,12,8,20,5,3258,119,784,15,46,4176
4072,Ourique,2024,1,Beja,847,3327,0,0,0,22,17,23,6,3258,119,785,12,68,4174
4073,Ourique,2024,2,Beja,803,3373,0,0,1,10,5,5,5,3255,119,789,13,26,4176
4074,Ourique,2024,3,Beja,738,3438,6,0,0,23,21,13,7,3254,119,790,13,70,4176
4150,Pampilhosa da Serra,2022,3,Coimbra,2529,2836,0,0,0,4,5,4,1,4458,101,802,4,14,5365
4151,Pampilhosa da Serra,2022,4,Coimbra,2500,2856,1,0,0,4,5,13,1,4451,101,800,4,24,5356
4152,Pampilhosa da Serra,2022,5,Coimbra,2448,2895,1,0,0,3,3,7,1,4436,101,802,4,15,5343
4153,Pampilhosa da Serra,2022,6,Coimbra,2412,2937,0,0,0,2,3,5,1,4442,101,803,3,11,5349
4154,Pampilhosa da Serra,2022,7,Coimbra,2378,2970,0,0,0,4,4,7,1,4447,101,796,4,16,5348
4155,Pampilhosa da Serra,2022,8,Coimbra,2291,3058,0,0,0,4,3,10,2,4449,101,795,4,19,5349
4156,Pampilhosa da Serra,2022,9,Coimbra,2331,3010,1,0,0,3,2,9,3,4444,101,793,3,18,5341
4157,Pampilhosa da Serra,2022,10,Coimbra,2257,3084,1,0,0,4,4,7,4,4443,101,794,3,20,5341
4158,Pampilhosa da Serra,2022,11,Coimbra,2338,3005,64,0,0,6,3,8,2,4444,101,793,5,83,5343
4159,Pampilhosa da Serra,2022,12,Coimbra,2257,3079,38,0,4,8,5,8,1,4436,101,794,5,64,5336
4160,Pampilhosa da Serra,2023,1,Coimbra,2272,3059,68,0,1,8,4,11,3,4433,101,793,4,95,5331
4162,Pampilhosa da Serra,2023,3,Coimbra,2109,3219,45,0,3,8,4,6,4,4433,101,791,3,70,5328
4163,Pampilhosa da Serra,2023,4,Coimbra,1975,3353,55,0,0,5,5,4,2,4433,101,791,3,71,5328
4165,Pampilhosa da Serra,2023,6,Coimbra,1745,3603,17,0,0,8,8,4,5,4444,101,799,4,42,5348
4166,Pampilhosa da Serra,2023,7,Coimbra,1663,3691,0,0,0,6,5,13,3,4448,101,800,5,27,5354
4167,Pampilhosa da Serra,2023,8,Coimbra,1528,3830,0,0,0,12,9,11,6,4450,101,803,4,38,5358
4168,Pampilhosa da Serra,2023,9,Coimbra,1541,3814,0,0,0,12,6,13,6,4448,101,802,4,37,5355
4169,Pampilhosa da Serra,2023,10,Coimbra,1308,4050,5,0,0,10,7,18,9,4451,101,802,4,49,5358
4170,Pampilhosa da Serra,2023,11,Coimbra,1144,4210,0,0,0,14,9,18,7,4445,101,804,4,48,5354
4171,Pampilhosa da Serra,2023,12,Coimbra,935,4422,0,0,0,8,6,13,1,4446,101,804,6,28,5357
4172,Pampilhosa da Serra,2024,1,Coimbra,803,4548,0,0,0,20,9,11,8,4441,101,805,4,48,5351
4173,Pampilhosa da Serra,2024,2,Coimbra,484,4860,0,0,0,8,9,4,3,4434,101,805,4,24,5344
4174,Pampilhosa da Serra,2024,3,Coimbra,350,4989,1,0,0,8,10,15,9,4429,101,805,4,43,5339
4200,Paredes de Coura,2022,3,Viana do Castelo,4920,1597,0,0,0,6,5,3,0,5514,113,843,47,14,6517
4201,Paredes de Coura,2022,4,Viana do Castelo,4916,1601,1,0,0,5,4,9,1,5514,113,842,48,20,6517
4202,Paredes de Coura,2022,5,Viana do Castelo,4358,2164,0,0,0,6,4,5,5,5518,113,844,47,20,6522
4203,Paredes de Coura,2022,6,Viana do Castelo,4295,2234,0,0,0,9,7,9,3,5525,113,844,47,28,6529
4204,Paredes de Coura,2022,7,Viana do Castelo,4125,2430,0,0,0,14,11,10,0,5536,113,847,59,35,6555
4205,Paredes de Coura,2022,8,Viana do Castelo,4122,2432,1,0,0,18,16,12,4,5547,113,845,49,51,6554
4206,Paredes de Coura,2022,9,Viana do Castelo,3990,2563,1,0,0,14,10,6,6,5547,113,847,46,37,6553
4207,Paredes de Coura,2022,10,Viana do Castelo,3739,2814,4,0,0,12,13,17,6,5547,113,847,46,52,6553
4212,Paredes de Coura,2023,3,Viana do Castelo,3588,2975,49,0,0,13,11,17,1,5557,113,849,44,91,6563
4213,Paredes de Coura,2023,4,Viana do Castelo,3419,3145,33,0,0,14,14,9,4,5558,113,849,44,74,6564
4214,Paredes de Coura,2023,5,Viana do Castelo,2816,3748,46,0,0,21,15,19,4,5558,113,849,44,105,6564
4216,Paredes de Coura,2023,7,Viana do Castelo,2266,4328,1,0,1,17,14,20,7,5567,113,854,60,60,6594
4217,Paredes de Coura,2023,8,Viana do Castelo,2159,4430,5,0,1,13,12,35,6,5572,113,853,51,72,6589
4218,Paredes de Coura,2023,9,Viana do Castelo,2139,4456,8,0,0,12,10,17,4,5578,113,853,51,51,6595
4219,Paredes de Coura,2023,10,Viana do Castelo,2019,4575,20,0,0,25,15,27,7,5583,113,853,45,94,6594
4220,Paredes de Coura,2023,11,Viana do Castelo,2031,4565,1,0,0,18,12,13,12,5582,113,853,48,56,6596
4221,Paredes de Coura,2023,12,Viana do Castelo,2043,4556,1,0,0,14,13,39,3,5580,113,856,50,70,6599
4222,Paredes de Coura,2024,1,Viana do Castelo,1868,4729,2,0,0,29,22,21,6,5581,113,858,45,80,6597
4223,Paredes de Coura,2024,2,Viana do Castelo,1696,4899,0,0,0,15,8,19,2,5579,113,859,44,44,6595
4224,Paredes de Coura,2024,3,Viana do Castelo,1656,4944,0,0,1,12,14,12,5,5582,113,861,44,44,6600
4250,Pedrógão Grande,2022,3,Leiria,2264,1565,0,0,0,3,2,2,1,2975,66,773,15,8,3829
4251,Pedrógão Grande,2022,4,Leiria,2261,1573,2,0,0,3,4,4,3,2980,66,773,15,16,3834
4252,Pedrógão Grande,2022,5,Leiria,2207,1617,1,0,0,3,2,3,5,2977,66,767,14,14,3824
4253,Pedrógão Grande,2022,6,Leiria,2169,1649,1,0,0,8,3,4,5,2973,66,765,14,21,3818
4254,Pedrógão Grande,2022,7,Leiria,2156,1661,1,0,0,5,1,4,2,2972,66,765,14,13,3817
4255,Pedrógão Grande,2022,8,Leiria,2132,1692,0,0,0,16,7,3,2,2979,66,765,14,28,3824
4256,Pedrógão Grande,2022,9,Leiria,2241,1586,1,0,0,8,5,8,2,2982,66,764,15,24,3827
4257,Pedrógão Grande,2022,10,Leiria,2038,1789,4,0,0,5,5,3,5,2985,66,762,14,22,3827
4258,Pedrógão Grande,2022,11,Leiria,2072,1751,38,0,0,16,10,8,6,2985,66,760,12,78,3823
4259,Pedrógão Grande,2022,12,Leiria,1990,1833,52,0,0,13,10,4,7,2985,66,758,14,86,3823
4260,Pedrógão Grande,2023,1,Leiria,2105,1717,47,0,0,16,8,14,8,2985,66,759,12,93,3822
4262,Pedrógão Grande,2023,3,Leiria,1836,1988,27,1,0,14,10,9,2,2990,66,756,12,63,3824
4263,Pedrógão Grande,2023,4,Leiria,1815,2009,57,0,0,20,15,8,3,2990,66,756,12,103,3824
4264,Pedrógão Grande,2023,5,Leiria,1665,2159,28,0,0,15,11,4,7,2990,66,756,12,65,3824
4265,Pedrógão Grande,2023,6,Leiria,1523,2309,11,0,0,20,12,9,3,2995,66,766,5,55,3832
4266,Pedrógão Grande,2023,7,Leiria,1339,2489,1,0,1,20,17,11,7,2994,66,764,4,57,3828
4267,Pedrógão Grande,2023,8,Leiria,1178,2648,1,0,4,20,18,11,6,2992,66,763,5,60,3826
4268,Pedrógão Grande,2023,9,Leiria,1114,2708,0,0,1,11,10,9,3,2991,66,761,4,34,3822
4269,Pedrógão Grande,2023,10,Leiria,1063,2761,2,0,0,15,15,6,6,2991,66,763,4,44,3824
4270,Pedrógão Grande,2023,11,Leiria,1037,2792,3,0,0,23,17,11,4,2993,66,766,4,58,3829
4271,Pedrógão Grande,2023,12,Leiria,1025,2809,0,0,0,18,13,11,5,2996,66,767,5,47,3834
4272,Pedrógão Grande,2024,1,Leiria,1025,2803,0,0,1,18,15,12,4,2993,66,767,2,50,3828
4273,Pedrógão Grande,2024,2,Leiria,1076,2748,0,0,0,14,8,6,0,2993,66,763,2,28,3824
4274,Pedrógão Grande,2024,3,Leiria,921,2904,0,0,1,24,15,8,6,2992,66,764,3,54,3825
4275,Penacova,2022,3,Coimbra,5552,3173,1,0,0,4,5,3,0,7340,141,1213,31,13,8725
4276,Penacova,2022,4,Coimbra,5458,3267,1,0,0,14,11,4,2,7342,141,1211,31,32,8725
4277,Penacova,2022,5,Coimbra,5368,3351,6,0,0,17,14,5,9,7339,141,1211,28,51,8719
4278,Penacova,2022,6,Coimbra,5342,3377,4,0,0,22,18,7,8,7337,141,1213,28,59,8719
4279,Penacova,2022,7,Coimbra,5272,3458,2,0,0,12,9,4,6,7340,141,1218,31,33,8730
4280,Penacova,2022,8,Coimbra,5210,3518,5,0,0,22,19,3,5,7344,141,1214,29,54,8728
4281,Penacova,2022,9,Coimbra,5159,3574,1,0,0,13,13,9,2,7349,141,1213,30,38,8733
4282,Penacova,2022,10,Coimbra,5136,3593,10,0,0,13,14,7,3,7350,141,1211,27,47,8729
4283,Penacova,2022,11,Coimbra,5167,3569,63,0,0,12,8,11,0,7356,141,1212,27,94,8736
4284,Penacova,2022,12,Coimbra,5081,3654,49,0,3,13,10,14,7,7358,141,1210,26,96,8735
4286,Penacova,2023,2,Coimbra,5022,3724,39,0,0,13,10,8,4,7364,141,1216,25,74,8746
4287,Penacova,2023,3,Coimbra,4942,3801,74,0,2,13,12,4,6,7361,141,1216,25,111,8743
4288,Penacova,2023,4,Coimbra,4901,3841,70,0,0,16,13,6,3,7361,141,1215,25,108,8742
4290,Penacova,2023,6,Coimbra,4811,3932,14,0,0,15,19,7,9,7362,141,1214,26,64,8743
4291,Penacova,2023,7,Coimbra,4650,4112,2,0,0,31,17,12,13,7375,141,1218,28,75,8762
4292,Penacova,2023,8,Coimbra,4603,4162,3,0,3,32,23,16,8,7380,141,1220,24,85,8765
4293,Penacova,2023,9,Coimbra,4553,4214,5,0,1,17,17,12,10,7380,141,1220,26,62,8767
4294,Penacova,2023,10,Coimbra,4369,4402,8,0,0,28,19,15,9,7385,141,1223,22,79,8771
4295,Penacova,2023,11,Coimbra,4205,4570,0,0,1,37,27,7,11,7385,141,1226,23,83,8775
4296,Penacova,2023,12,Coimbra,4055,4721,1,0,0,28,21,12,7,7384,141,1226,25,69,8776
4297,Penacova,2024,1,Coimbra,3787,4987,3,0,0,38,27,22,8,7383,141,1226,24,98,8774
4298,Penacova,2024,2,Coimbra,3306,5460,3,0,1,21,16,7,5,7375,143,1226,22,53,8766
4299,Penacova,2024,3,Coimbra,2984,5789,1,0,2,33,22,13,8,7382,143,1225,23,79,8773
4325,Penalva do Castelo,2022,3,Viseu,4142,1753,1,0,0,0,0,2,0,4622,110,1133,30,3,5895
4326,Penalva do Castelo,2022,4,Viseu,4141,1752,3,0,0,4,4,8,1,4621,110,1133,29,20,5893
4327,Penalva do Castelo,2022,5,Viseu,4032,1865,0,0,0,3,3,3,3,4622,110,1136,29,12,5897
4328,Penalva do Castelo,2022,6,Viseu,4049,1847,0,0,0,8,5,1,0,4621,110,1135,30,14,5896
4329,Penalva do Castelo,2022,7,Viseu,3877,2029,2,0,0,7,7,6,0,4628,110,1137,31,22,5906
4330,Penalva do Castelo,2022,8,Viseu,3838,2085,0,0,0,14,14,4,2,4642,111,1138,32,34,5923
4331,Penalva do Castelo,2022,9,Viseu,3802,2120,0,0,0,8,3,5,3,4640,111,1137,34,19,5922
4332,Penalva do Castelo,2022,10,Viseu,3645,2283,2,0,0,5,8,5,3,4646,111,1137,34,23,5928
4333,Penalva do Castelo,2022,11,Viseu,3807,2122,24,0,0,13,13,11,0,4646,111,1136,36,61,5929
4335,Penalva do Castelo,2023,1,Viseu,3510,2418,48,0,2,14,10,4,2,4643,111,1137,37,80,5928
4336,Penalva do Castelo,2023,2,Viseu,3513,2410,53,0,0,9,9,11,0,4639,111,1138,35,82,5923
4337,Penalva do Castelo,2023,3,Viseu,3365,2560,47,0,1,6,5,8,1,4640,111,1141,33,68,5925
4340,Penalva do Castelo,2023,6,Viseu,2866,3072,41,0,0,12,14,7,5,4646,111,1150,31,79,5938
4341,Penalva do Castelo,2023,7,Viseu,2650,3306,3,0,1,11,10,18,5,4660,111,1153,32,48,5956
4342,Penalva do Castelo,2023,8,Viseu,2629,3331,3,0,2,14,10,13,9,4664,111,1154,31,51,5960
4343,Penalva do Castelo,2023,9,Viseu,2421,3541,2,0,0,14,11,11,3,4667,111,1156,28,41,5962
4344,Penalva do Castelo,2023,10,Viseu,2262,3704,6,0,0,23,23,13,7,4667,111,1159,29,72,5966
4345,Penalva do Castelo,2023,11,Viseu,1720,4242,2,0,0,24,16,12,5,4660,111,1162,29,59,5962
4346,Penalva do Castelo,2023,12,Viseu,560,5410,1,0,0,10,9,14,9,4668,111,1164,27,43,5970
4347,Penalva do Castelo,2024,1,Viseu,532,5436,2,0,6,31,22,27,4,4668,112,1160,28,92,5968
4348,Penalva do Castelo,2024,2,Viseu,426,5548,4,0,0,16,14,10,4,4672,112,1159,31,48,5974
4349,Penalva do Castelo,2024,3,Viseu,372,5601,1,0,0,16,13,14,2,4669,112,1161,31,46,5973
4350,Penamacor,2022,3,Castelo Branco,3675,2739,2,0,0,1,1,3,3,4894,118,1386,16,10,6414
4351,Penamacor,2022,4,Castelo Branco,3660,2752,1,0,0,12,10,11,8,4891,118,1387,16,42,6412
