,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa
3604,Moura,2022,7,4352,5972,0,0,0,60,47,23,7,8153,78,2068,25,137,10324,5849019.453
3605,Moura,2022,8,4116,6220,1,0,0,81,61,19,21,8166,78,2067,25,183,10336,6144582.579
3606,Moura,2022,9,3990,6354,2,1,0,57,49,19,16,8173,78,2068,25,144,10344,4658705.356
3607,Moura,2022,10,3923,6430,8,0,0,61,46,27,13,8178,78,2076,21,155,10353,4276261.569
3608,Moura,2022,11,3909,6453,96,0,0,77,58,17,25,8184,79,2076,23,273,10362,4294088.454
3609,Moura,2022,12,3818,6547,189,0,1,69,61,27,22,8186,79,2076,24,369,10365,4609538.583
3610,Moura,2023,1,3711,6658,209,0,2,81,62,32,37,8192,79,2078,20,423,10369,4388529.143
3611,Moura,2023,2,3730,6641,113,0,0,80,63,27,17,8193,79,2079,20,300,10371,3839734.6
3612,Moura,2023,3,3217,7164,102,0,0,95,75,35,22,8203,79,2079,20,329,10381,3976822.1369999996
3613,Moura,2023,4,2239,8142,283,0,1,86,76,24,20,8203,79,2079,20,490,10381,4179808.131
3614,Moura,2023,5,1903,8478,700,0,0,114,85,26,32,8203,79,2079,20,957,10381,4670677.007999999
3615,Moura,2023,6,2121,8300,22,0,1,101,87,24,24,8220,79,2094,28,259,10421,4817490.851
3616,Moura,2023,7,1870,8559,4,0,0,95,68,22,27,8228,79,2098,24,216,10429,5711221.7190000005
3617,Moura,2023,8,1936,8489,1,0,6,82,72,32,25,8227,79,2099,20,218,10425,5718065.579
3618,Moura,2023,9,1699,8733,3,0,0,95,77,37,18,8227,79,2104,22,230,10432,4683829.303
3619,Moura,2023,10,1355,9065,4,0,0,103,82,30,26,8222,79,2099,20,245,10420,4511303.629
3620,Moura,2023,11,1200,9217,3,0,1,112,84,28,32,8216,80,2100,21,260,10417,4542255.061
3621,Moura,2023,12,1118,9297,2,0,0,68,50,37,14,8209,80,2102,24,171,10415,5247730.709
3622,Moura,2024,1,1082,9319,1,0,0,103,79,48,25,8196,80,2105,20,256,10401,4471025.794
3623,Moura,2024,2,997,9401,1,0,0,49,30,16,6,8189,80,2108,21,102,10398,1249952.206
3625,Mourão,2022,3,965,992,1,0,0,6,5,3,5,1552,15,382,8,20,1957,650253.364
3626,Mourão,2022,4,954,1000,0,0,0,17,15,7,4,1549,15,382,8,43,1954,610160.839
3627,Mourão,2022,5,931,1020,0,0,0,13,12,4,4,1549,15,379,8,33,1951,709300.034
3628,Mourão,2022,6,947,1003,1,0,0,14,10,9,3,1548,15,379,8,37,1950,783767.228
3629,Mourão,2022,7,937,1018,0,0,0,12,15,5,3,1551,15,380,9,35,1955,968621.752
3630,Mourão,2022,8,932,1025,1,0,0,16,13,6,4,1554,15,380,8,40,1957,931088.442
3631,Mourão,2022,9,1009,950,0,0,0,12,9,2,1,1554,15,382,8,24,1959,743666.269
3632,Mourão,2022,10,913,1047,3,0,0,7,5,7,2,1553,15,384,8,24,1960,658706.806
3633,Mourão,2022,11,901,1066,12,0,0,12,6,6,4,1555,15,385,12,40,1967,570083.986
3634,Mourão,2022,12,904,1062,19,0,2,13,14,1,3,1556,15,384,11,52,1966,644939.745
3635,Mourão,2023,1,915,1050,8,0,0,11,10,6,0,1555,15,384,11,35,1965,724159.958
3636,Mourão,2023,2,856,1106,28,0,0,13,12,10,0,1556,15,384,7,63,1962,650556.908
3637,Mourão,2023,3,846,1113,12,0,0,9,8,7,2,1552,16,384,7,38,1959,657565.8759999999
3638,Mourão,2023,4,835,1124,5,0,0,14,11,6,8,1552,16,384,7,44,1959,665306.854
3639,Mourão,2023,5,823,1136,11,0,0,16,13,6,3,1552,16,384,7,49,1959,724137.379
3640,Mourão,2023,6,829,1133,4,0,0,16,11,4,5,1552,16,387,7,40,1962,846862.025
3641,Mourão,2023,7,825,1142,0,0,0,18,18,4,6,1556,16,388,7,46,1967,1081865.324
3642,Mourão,2023,8,818,1155,1,0,0,12,12,2,5,1557,16,389,11,32,1973,1059576.104
3643,Mourão,2023,9,784,1182,0,0,0,8,6,8,2,1556,16,387,7,24,1966,731241.064
3644,Mourão,2023,10,622,1349,1,0,0,15,12,6,7,1561,16,387,7,41,1971,640083.986
3645,Mourão,2023,11,327,1648,0,0,1,21,17,8,1,1561,16,386,12,48,1975,612719.3609999999
3646,Mourão,2023,12,267,1709,1,0,1,10,10,9,3,1563,16,385,12,34,1976,739345.161
3647,Mourão,2024,1,227,1752,3,0,0,18,9,9,3,1566,16,386,11,42,1979,725523.62
3648,Mourão,2024,2,156,1821,2,0,0,4,4,3,3,1568,16,386,7,16,1977,251368.31600000002
3650,Murtosa,2022,3,5025,3505,2,1,0,15,11,13,7,7243,67,1163,57,49,8530,3048511.113
3651,Murtosa,2022,4,5001,3529,5,0,0,16,23,18,8,7243,67,1164,56,70,8530,2790854.44
3652,Murtosa,2022,5,4822,3710,3,0,0,27,15,11,6,7247,67,1165,53,62,8532,2892735.296
3653,Murtosa,2022,6,4827,3709,0,0,0,26,29,13,13,7248,67,1170,51,81,8536,2697037.62
3654,Murtosa,2022,7,4589,3957,1,0,0,32,27,11,4,7247,67,1181,51,75,8546,2927023.208
3655,Murtosa,2022,8,4428,4138,2,1,0,31,32,16,19,7252,67,1179,68,101,8566,2585710.204
3656,Murtosa,2022,9,4447,4092,2,0,0,33,27,14,5,7246,67,1176,50,81,8539,2671140.687
3657,Murtosa,2022,10,4329,4200,11,0,0,28,29,16,12,7248,68,1163,50,96,8529,2830740.22
3658,Murtosa,2022,11,4404,4133,145,0,0,30,26,21,6,7252,68,1160,57,228,8537,2853341.3030000003
3659,Murtosa,2022,12,4201,4345,147,0,3,32,28,13,4,7260,68,1161,57,227,8546,2968487.378
3660,Murtosa,2023,1,4141,4405,157,0,3,56,46,24,10,7263,68,1162,53,296,8546,3233984.358
3661,Murtosa,2023,2,3545,5001,120,0,0,29,27,19,4,7264,68,1161,53,199,8546,2784601.869
3662,Murtosa,2023,3,2533,6011,632,0,2,36,37,24,10,7265,68,1159,52,741,8544,2901523.878
3663,Murtosa,2023,4,1905,6639,402,0,8,47,41,18,16,7265,68,1159,52,532,8544,2554954.716
3664,Murtosa,2023,5,1612,6932,467,1,8,57,43,20,29,7265,68,1159,52,625,8544,2675000.421
3665,Murtosa,2023,6,1032,7538,90,0,1,52,54,28,23,7272,68,1179,51,248,8570,2659119.758
3666,Murtosa,2023,7,664,7918,6,0,9,52,45,28,16,7286,68,1181,47,156,8582,2795819.91
3667,Murtosa,2023,8,571,8017,6,0,11,43,42,26,19,7289,68,1181,50,147,8588,2804136.56
3668,Murtosa,2023,9,478,8110,10,0,0,34,25,32,26,7291,68,1180,49,127,8588,2742550.418
3669,Murtosa,2023,10,427,8161,10,0,0,56,45,40,22,7291,68,1179,50,173,8588,2893941.9990000003
3670,Murtosa,2023,11,415,8187,1,0,0,61,51,39,18,7300,68,1179,55,170,8602,2981002.599
3671,Murtosa,2023,12,379,8225,3,0,0,39,32,21,13,7300,68,1182,54,108,8604,3317394.12
3672,Murtosa,2024,1,360,8231,3,0,3,47,33,34,16,7296,68,1179,48,136,8591,3465321.463
3673,Murtosa,2024,2,346,8249,3,0,0,30,21,12,6,7300,68,1179,48,72,8595,1138127.377
3675,Murça,2022,3,2157,2275,1,0,0,6,7,1,4,3616,59,737,20,19,4432,1132555.832
3676,Murça,2022,4,2154,2273,2,0,0,14,13,2,10,3611,59,736,21,41,4427,988447.718
3677,Murça,2022,5,2090,2330,5,0,0,19,11,8,6,3608,61,732,19,49,4420,961771.87
3678,Murça,2022,6,2122,2305,4,0,0,17,13,8,7,3606,61,734,26,49,4427,910585.3859999999
3679,Murça,2022,7,2069,2362,3,0,0,25,17,3,4,3610,61,736,24,52,4431,961431.422
3680,Murça,2022,8,2049,2390,2,0,0,19,21,6,11,3619,61,737,22,59,4439,939543.364
3681,Murça,2022,9,2037,2402,4,0,0,23,18,9,3,3617,61,740,21,57,4439,871537.693
3682,Murça,2022,10,1913,2527,4,0,0,15,13,18,10,3619,61,741,19,60,4440,1057348.681
3683,Murça,2022,11,1975,2465,28,0,0,15,9,14,11,3614,61,746,19,77,4440,1149631.525
3684,Murça,2022,12,1819,2624,97,2,0,23,20,6,10,3615,61,748,19,158,4443,1244654.315
3685,Murça,2023,1,1785,2671,32,1,1,19,13,2,11,3617,61,760,18,79,4456,1356592.815
3686,Murça,2023,2,1735,2728,39,0,0,13,7,5,2,3620,61,764,18,66,4463,1195214.705
3687,Murça,2023,3,1611,2855,33,0,3,10,14,12,3,3622,61,766,17,75,4466,1168398.195
3688,Murça,2023,4,1536,2933,37,0,0,16,14,9,6,3625,61,766,17,82,4469,973542.9180000001
3689,Murça,2023,5,1277,3192,63,0,0,16,11,15,2,3625,61,766,17,107,4469,951263.415
3690,Murça,2023,6,1082,3391,6,0,0,15,14,10,10,3625,61,766,21,55,4473,929027.9519999999
3691,Murça,2023,7,945,3533,3,0,0,17,14,15,7,3628,61,768,21,56,4478,1034399.95
3692,Murça,2023,8,901,3578,1,0,4,18,15,18,6,3630,61,767,21,62,4479,1070492.672
3693,Murça,2023,9,876,3600,1,0,0,12,7,13,9,3630,61,766,19,42,4476,961647.144
3694,Murça,2023,10,861,3619,6,0,0,17,15,14,9,3630,61,770,19,61,4480,1012640.884
3695,Murça,2023,11,530,3955,4,0,0,27,14,13,6,3634,61,772,18,64,4485,1126607.418
3696,Murça,2023,12,290,4188,7,0,1,12,18,22,9,3629,61,771,17,69,4478,1316810.932
3697,Murça,2024,1,309,4171,1,0,0,16,11,21,8,3632,61,771,16,57,4480,1313328.111
3698,Murça,2024,2,221,4256,4,0,0,13,7,9,0,3632,61,769,15,33,4477,452856.889
3700,Mértola,2022,3,5548,2447,1,0,0,3,4,1,4,6627,120,1211,37,13,7995,1403194.287
3701,Mértola,2022,4,5431,2565,4,0,0,10,8,3,5,6630,120,1211,35,30,7996,1282706.049
3702,Mértola,2022,5,5198,2780,0,0,0,9,7,5,5,6613,120,1210,35,26,7978,1338680.0
3703,Mértola,2022,6,5233,2748,1,0,0,17,14,4,1,6615,120,1211,35,37,7981,1374551.538
3704,Mértola,2022,7,5136,2854,0,0,0,10,8,11,3,6616,120,1219,35,32,7990,1612394.84
3705,Mértola,2022,8,5084,2911,1,1,0,19,14,5,4,6623,120,1219,33,44,7995,1566502.1639999999
3706,Mértola,2022,9,4889,3114,0,0,0,9,13,3,6,6630,120,1220,33,31,8003,1321423.647
3707,Mértola,2022,10,4486,3520,2,0,0,8,8,8,3,6635,120,1219,32,29,8006,1262859.682
3708,Mértola,2022,11,4623,3376,207,0,0,12,11,11,5,6629,120,1218,32,246,7999,1239729.067
3709,Mértola,2022,12,4456,3541,209,0,1,14,13,6,5,6627,120,1218,32,248,7997,1388397.5999999999
3710,Mértola,2023,1,4453,3546,75,0,2,22,19,6,3,6626,120,1220,33,127,7999,1476854.2210000001
3711,Mértola,2023,2,4460,3546,78,0,1,16,15,10,5,6631,120,1221,34,125,8006,1332886.25
3712,Mértola,2023,3,3812,4198,65,0,3,9,7,14,4,6633,120,1222,35,102,8010,1318003.644
3713,Mértola,2023,4,3656,4354,233,0,1,21,15,14,6,6633,120,1222,35,290,8010,1202282.085
3714,Mértola,2023,5,3034,4976,755,0,0,23,20,19,8,6633,120,1222,35,825,8010,1270858.977
3715,Mértola,2023,6,2657,5361,110,0,0,27,19,16,9,6642,120,1221,35,181,8018,1361357.823
3716,Mértola,2023,7,2526,5501,2,0,2,29,25,23,10,6650,120,1221,36,91,8027,1599935.5
3717,Mértola,2023,8,2193,5837,1,0,5,31,24,25,10,6654,120,1221,35,96,8030,1665894.175
3718,Mértola,2023,9,1985,6052,1,0,0,30,27,11,10,6659,121,1223,34,79,8037,1352496.8699999999
3719,Mértola,2023,10,2045,5989,4,0,0,37,30,20,9,6654,121,1225,34,100,8034,1313956.301
3720,Mértola,2023,11,1866,6165,1,0,0,31,27,8,14,6651,121,1225,34,81,8031,1295446.55
3721,Mértola,2023,12,1200,6830,1,0,0,20,18,21,10,6651,121,1224,34,70,8030,1551181.604
3722,Mértola,2024,1,925,7099,1,0,1,36,31,33,12,6646,121,1223,34,114,8024,1533092.623
3723,Mértola,2024,2,731,7296,0,0,2,14,9,15,2,6652,121,1221,33,42,8027,486709.37700000004
3725,Mêda,2022,3,3177,1882,0,0,0,4,5,1,1,4029,115,902,13,11,5059,947794.195
3726,Mêda,2022,4,3057,2001,4,0,0,10,8,5,8,4027,115,902,14,35,5058,858433.1769999999
3727,Mêda,2022,5,2980,2071,0,0,0,9,6,9,3,4017,115,905,14,27,5051,826074.66
3728,Mêda,2022,6,3056,1999,1,0,0,4,4,7,8,4022,115,906,12,24,5055,808893.188
3729,Mêda,2022,7,2780,2277,0,0,0,11,6,3,4,4023,115,907,12,24,5057,1071476.875
3730,Mêda,2022,8,2729,2331,0,0,0,11,11,12,5,4024,115,907,14,39,5060,981872.227
3731,Mêda,2022,9,2667,2383,0,0,0,7,6,16,5,4015,115,908,12,34,5050,869272.79
3732,Mêda,2022,10,2504,2548,5,0,0,12,12,13,4,4014,116,910,12,46,5052,909211.299
3733,Mêda,2022,11,2526,2526,87,0,0,11,8,3,4,4013,116,912,11,113,5052,932252.56
3734,Mêda,2022,12,2446,2608,50,0,0,12,9,8,1,4014,116,911,13,80,5054,1080836.249
3735,Mêda,2023,1,2442,2613,46,0,2,10,7,10,7,4014,117,913,11,82,5055,1096375.5280000002
3736,Mêda,2023,2,2186,2866,72,0,0,8,7,6,6,4011,117,913,11,99,5052,958947.853
3737,Mêda,2023,3,1947,3107,218,1,1,14,11,7,4,4011,118,915,10,256,5054,936672.33
3738,Mêda,2023,4,1943,3111,64,0,0,17,14,11,6,4011,118,915,10,112,5054,811804.646
3739,Mêda,2023,5,1587,3467,86,0,0,19,13,7,7,4011,118,915,10,132,5054,783899.682
3740,Mêda,2023,6,1459,3599,17,0,0,31,28,15,10,4011,118,915,14,101,5058,783009.961
3741,Mêda,2023,7,1187,3870,2,0,1,22,23,16,11,4012,118,917,10,75,5057,875464.26
3742,Mêda,2023,8,1112,3945,2,0,4,22,18,11,9,4011,118,917,11,66,5057,992419.379
3743,Mêda,2023,9,1029,4033,2,0,0,17,17,12,10,4017,118,917,10,58,5062,879326.52
3744,Mêda,2023,10,938,4124,3,0,0,24,20,10,10,4016,118,918,10,67,5062,910678.966
3745,Mêda,2023,11,671,4386,2,0,0,22,19,15,3,4012,118,917,10,61,5057,989982.788
3746,Mêda,2023,12,538,4520,2,0,0,16,10,17,9,4014,118,916,10,54,5058,1211429.087
3747,Mêda,2024,1,529,4533,0,0,0,28,18,19,11,4019,118,915,10,76,5062,1147090.79
3748,Mêda,2024,2,430,4633,3,0,0,11,8,6,3,4020,118,916,9,31,5063,350566.21
3750,Nazaré,2022,3,2312,12790,8,0,0,51,35,18,18,12367,101,2540,94,130,15102,6870051.676
3751,Nazaré,2022,4,2411,12691,7,0,0,106,97,47,46,12371,101,2535,95,303,15102,6431421.3950000005
3752,Nazaré,2022,5,2315,12792,8,1,0,124,89,58,39,12369,101,2540,97,319,15107,6812770.04
3753,Nazaré,2022,6,2531,12608,5,0,0,149,118,52,48,12393,101,2548,97,372,15139,6462790.415999999
3754,Nazaré,2022,7,2262,12889,3,0,0,99,93,34,27,12400,101,2551,99,256,15151,7332886.53
3755,Nazaré,2022,8,2259,12923,7,0,0,139,129,48,46,12413,101,2569,99,369,15182,6715585.052
3756,Nazaré,2022,9,2314,12865,3,0,0,107,88,47,26,12410,101,2579,89,271,15179,5958196.552
3757,Nazaré,2022,10,2588,12592,13,0,0,107,91,62,40,12409,101,2581,89,313,15180,6836535.869
3758,Nazaré,2022,11,2308,12874,116,0,0,119,95,54,57,12403,101,2583,95,441,15182,6817795.409
3759,Nazaré,2022,12,2249,12953,71,1,0,124,110,39,45,12420,101,2588,93,390,15202,6716806.5879999995
3760,Nazaré,2023,1,2283,12917,151,0,4,158,100,60,57,12423,101,2588,88,530,15200,7430804.411
3761,Nazaré,2023,2,2039,13167,294,1,1,131,105,64,48,12424,101,2590,91,644,15206,6460219.644
3762,Nazaré,2023,3,1567,13648,237,0,6,131,115,65,50,12433,101,2589,92,604,15215,7206193.577
3763,Nazaré,2023,4,1425,13790,202,0,0,119,96,31,34,12433,101,2589,92,482,15215,5729435.214
3764,Nazaré,2023,5,1327,13888,94,0,0,161,114,41,49,12433,101,2589,92,459,15215,6542986.426
3765,Nazaré,2023,6,1132,14183,69,0,0,166,145,55,43,12508,101,2613,93,478,15315,6395004.728
3766,Nazaré,2023,7,1092,14234,6,0,0,173,158,56,61,12525,101,2609,91,454,15326,7143595.267000001
3767,Nazaré,2023,8,1056,14303,5,0,21,132,107,46,43,12536,101,2611,111,354,15359,6305284.048
3768,Nazaré,2023,9,893,14451,4,0,0,134,98,51,26,12545,101,2612,86,313,15344,6166951.734999999
3769,Nazaré,2023,10,847,14497,12,0,0,152,129,69,44,12546,101,2608,89,406,15344,6607428.016
3770,Nazaré,2023,11,825,14519,1,0,0,161,133,68,35,12541,101,2611,91,398,15344,5833123.238
3771,Nazaré,2023,12,563,14793,1,0,0,103,78,70,29,12547,101,2612,96,281,15356,6681720.6959999995
3772,Nazaré,2024,1,610,14735,5,0,3,142,104,81,41,12537,101,2617,90,376,15345,7124847.897
3773,Nazaré,2024,2,515,14830,5,0,0,78,57,31,16,12542,101,2614,88,187,15345,1829165.1030000001
3775,Nelas,2022,3,4541,4915,2,1,0,11,10,6,5,7198,113,2081,64,35,9456,17548064.954
3776,Nelas,2022,4,4375,5083,4,0,0,21,21,22,18,7199,113,2080,66,86,9458,17207594.889000002
3778,Nelas,2022,6,4345,5127,4,0,0,42,25,13,12,7211,113,2078,70,96,9472,15372210.788999999
3779,Nelas,2022,7,4012,5456,6,0,0,32,31,22,10,7207,113,2078,70,101,9468,15797913.125000002
3780,Nelas,2022,8,3995,5493,3,0,0,41,29,36,6,7222,113,2079,74,115,9488,10147652.793000001
3781,Nelas,2022,9,4000,5483,4,0,0,34,27,24,9,7215,113,2083,72,98,9483,13757531.453
3782,Nelas,2022,10,3879,5614,8,0,0,22,21,25,9,7220,113,2087,73,85,9493,14315951.868
3783,Nelas,2022,11,3913,5580,107,0,0,33,20,28,8,7221,113,2087,72,196,9493,14128583.498
3784,Nelas,2022,12,3770,5728,159,0,1,39,37,36,13,7221,113,2086,78,285,9498,12824693.262999998
3785,Nelas,2023,1,3759,5738,111,1,4,52,30,35,19,7229,113,2083,72,252,9497,15474615.57
3786,Nelas,2023,2,3653,5855,184,0,1,44,31,43,22,7239,113,2085,71,325,9508,15416350.04
3787,Nelas,2023,3,3478,6033,107,0,4,38,34,30,22,7243,113,2085,70,235,9511,17479901.188
3788,Nelas,2023,4,3500,6011,74,0,0,50,44,14,9,7243,113,2085,70,191,9511,13332634.298
3789,Nelas,2023,5,3420,6091,70,0,0,48,38,24,24,7243,113,2085,70,204,9511,16436410.057
3790,Nelas,2023,6,3359,6164,37,0,0,52,46,21,14,7251,113,2090,69,170,9523,13737236.847
3791,Nelas,2023,7,3248,6276,8,0,0,48,31,33,20,7249,113,2093,69,140,9524,16308278.376
3792,Nelas,2023,8,3253,6276,5,0,7,58,41,33,19,7253,113,2094,69,163,9529,9683219.793
3793,Nelas,2023,9,3158,6379,10,0,1,39,37,30,16,7259,113,2096,69,133,9537,14372192.039
3794,Nelas,2023,10,3067,6472,14,0,0,41,29,36,11,7257,113,2100,69,131,9539,15194015.107
3795,Nelas,2023,11,3059,6483,2,0,0,46,33,38,8,7265,113,2098,66,127,9542,14727401.335
3796,Nelas,2023,12,3030,6512,1,0,0,44,29,31,6,7259,113,2100,70,111,9542,13614033.35
3797,Nelas,2024,1,2880,6672,3,0,0,31,26,48,11,7266,113,2108,65,119,9552,14905398.332
3798,Nelas,2024,2,2424,7123,1,0,0,29,14,22,4,7263,114,2106,64,70,9547,1731414.6679999998
3800,Nisa,2022,3,2262,4585,1,0,0,10,9,7,7,5455,54,1333,5,34,6847,1598958.731
3801,Nisa,2022,4,2178,4668,1,0,0,29,25,12,8,5454,54,1333,5,75,6846,1453991.457
3802,Nisa,2022,5,2122,4718,2,0,0,44,32,12,6,5447,54,1333,6,96,6840,1388258.778
3803,Nisa,2022,6,2228,4613,2,0,0,35,29,10,14,5446,54,1335,6,90,6841,1390632.66
3804,Nisa,2022,7,2048,4798,2,0,0,34,34,7,6,5450,54,1336,6,83,6846,1655864.6949999998
3805,Nisa,2022,8,2055,4798,1,0,0,45,32,25,5,5454,54,1339,6,108,6853,1587833.8080000002
3806,Nisa,2022,9,2107,4736,1,1,0,25,25,13,5,5447,54,1335,7,70,6843,1371600.877
3807,Nisa,2022,10,2110,4736,7,0,0,24,17,7,6,5451,54,1334,7,61,6846,1393136.5389999999
3808,Nisa,2022,11,2038,4815,74,0,0,42,34,15,5,5455,55,1336,7,170,6853,1498378.543
3809,Nisa,2022,12,1997,4857,98,0,2,33,30,13,7,5452,55,1339,8,183,6854,1629370.538
3810,Nisa,2023,1,1989,4867,78,0,1,42,26,21,17,5455,55,1339,7,185,6856,1742288.428
3811,Nisa,2023,2,2105,4759,29,0,0,27,24,17,9,5464,55,1338,7,106,6864,1553621.092
3812,Nisa,2023,3,1819,5056,29,0,2,29,29,11,10,5465,54,1348,8,110,6875,1523893.288
3813,Nisa,2023,4,1955,4920,39,0,0,37,23,5,14,5465,54,1348,8,118,6875,1303036.014
3814,Nisa,2023,5,1756,5119,87,0,0,42,27,14,13,5465,54,1348,8,183,6875,1303815.062
3815,Nisa,2023,6,1753,5129,11,0,0,25,20,15,14,5465,54,1354,9,85,6882,1333258.116
3816,Nisa,2023,7,1721,5171,6,0,0,40,28,14,14,5474,54,1354,10,102,6892,1518910.3630000001
3817,Nisa,2023,8,1700,5195,0,0,3,33,34,32,18,5476,54,1356,9,120,6895,1610926.51
3818,Nisa,2023,9,1716,5180,5,0,0,22,10,15,2,5473,54,1361,8,54,6896,1368737.537
3819,Nisa,2023,10,1654,5246,3,0,0,38,29,18,15,5473,54,1364,9,103,6900,1403769.395
3820,Nisa,2023,11,1700,5196,2,0,0,49,33,18,12,5469,54,1363,10,114,6896,1496849.3260000001
3821,Nisa,2023,12,1599,5283,0,0,0,19,19,22,7,5461,54,1357,10,67,6882,1751336.869
3822,Nisa,2024,1,1611,5278,0,0,0,39,25,27,15,5465,54,1361,9,106,6889,1715161.698
3823,Nisa,2024,2,1504,5388,2,0,0,17,14,6,5,5467,54,1362,9,44,6892,540409.302
3825,Odemira,2022,3,13652,6490,4,0,0,14,7,10,0,15847,387,3828,80,35,20142,7553429.546
3826,Odemira,2022,4,13509,6657,15,0,0,19,18,14,14,15843,387,3840,96,80,20166,7293362.358999999
3827,Odemira,2022,5,13337,6823,9,0,0,26,20,8,16,15838,387,3847,88,79,20160,7764718.025
3828,Odemira,2022,6,13318,6881,5,0,0,35,28,13,16,15862,387,3852,98,97,20199,7626315.569
3829,Odemira,2022,7,13119,7113,7,0,0,24,15,8,6,15884,387,3858,103,60,20232,8505832.723
3830,Odemira,2022,8,13026,7217,2,0,0,47,35,16,17,15884,387,3869,103,117,20243,8116793.393999999
3831,Odemira,2022,9,12944,7297,2,0,0,29,28,13,8,15884,387,3870,100,80,20241,8259856.324
3832,Odemira,2022,10,12888,7352,16,0,0,21,16,11,7,15892,387,3870,91,71,20240,7634781.492
3833,Odemira,2022,11,13439,6805,70,0,0,46,33,21,13,15893,387,3873,91,183,20244,7112971.323
3834,Odemira,2022,12,12628,7643,172,0,2,42,41,19,19,15886,387,3874,124,295,20271,7528733.744
3835,Odemira,2023,1,13155,7099,253,1,8,52,41,25,31,15895,387,3878,94,411,20254,8004904.187
3836,Odemira,2023,2,12475,7793,572,0,1,48,37,18,14,15897,387,3888,96,690,20268,7317925.244
3837,Odemira,2023,3,12302,7973,137,0,0,67,52,21,29,15905,387,3892,91,306,20275,7614200.691
3838,Odemira,2023,4,12237,8037,88,0,0,80,68,21,23,15904,387,3892,91,280,20274,7364944.039
3839,Odemira,2023,5,12066,8208,153,0,0,85,78,30,22,15904,387,3892,91,368,20274,7603934.752
3840,Odemira,2023,6,11900,8391,17,0,0,59,55,16,32,15908,387,3899,97,179,20291,7571041.087
3841,Odemira,2023,7,11466,8851,3,0,1,61,56,22,33,15921,387,3910,99,176,20317,8071530.067
3842,Odemira,2023,8,11331,8992,5,0,16,65,54,26,25,15922,387,3911,103,191,20323,8281116.351
3843,Odemira,2023,9,11161,9151,5,0,1,41,39,13,19,15922,387,3910,93,118,20312,7461302.0030000005
3844,Odemira,2023,10,10750,9581,6,0,3,65,48,29,32,15938,387,3919,87,183,20331,7349812.126
3845,Odemira,2023,11,10179,10166,3,0,0,85,74,48,13,15943,387,3920,95,223,20345,7214704.785
3846,Odemira,2023,12,9482,10870,1,0,2,67,53,40,10,15932,387,3918,115,173,20352,8137554.668
3847,Odemira,2024,1,9020,11305,3,0,0,73,57,49,19,15938,387,3919,81,201,20325,8049441.359
3848,Odemira,2024,2,8548,11776,3,0,1,47,25,27,7,15946,388,3911,79,110,20324,2839677.509
3873,Odivelas,2024,2,2915,79405,4,0,8,562,400,244,87,68051,330,13722,217,1305,82320,8473829.495
3900,Oleiros,2022,3,3825,1840,1,0,0,3,2,0,0,4294,157,1200,14,6,5665,2541981.748
3901,Oleiros,2022,4,3797,1866,0,0,0,6,4,1,0,4293,157,1199,14,11,5663,2308542.6459999997
3902,Oleiros,2022,5,3756,1898,2,0,0,7,5,5,1,4282,157,1199,16,20,5654,2420342.608
3903,Oleiros,2022,6,3772,1887,0,0,0,9,7,9,5,4285,157,1201,16,30,5659,2302472.916
3904,Oleiros,2022,7,3717,1941,1,0,0,2,2,3,2,4282,157,1202,17,10,5658,2133075.295
3905,Oleiros,2022,8,3690,1966,1,0,0,8,9,4,1,4285,157,1198,16,23,5656,1641116.705
3906,Oleiros,2022,9,3650,2005,0,0,0,1,1,4,1,4285,157,1197,16,7,5655,2383205.1799999997
3907,Oleiros,2022,10,3575,2076,1,0,0,6,3,0,0,4280,157,1198,16,10,5651,2515273.7649999997
3908,Oleiros,2022,11,3584,2059,25,0,0,5,5,2,1,4277,157,1195,14,38,5643,2503117.686
3909,Oleiros,2022,12,3546,2097,39,0,1,10,7,2,1,4276,157,1196,14,60,5643,2428069.369
3910,Oleiros,2023,1,3467,2172,43,1,1,11,6,7,4,4276,157,1193,13,73,5639,2470815.994
3911,Oleiros,2023,2,3417,2219,33,0,0,6,2,4,4,4271,157,1196,12,49,5636,2268269.11
3912,Oleiros,2023,3,3283,2352,36,0,0,11,11,4,1,4270,157,1196,12,63,5635,2334970.404
3913,Oleiros,2023,4,3274,2361,36,0,0,14,5,8,6,4270,157,1196,12,69,5635,1534242.121
3914,Oleiros,2023,5,3177,2458,44,0,0,8,10,5,4,4270,157,1196,12,71,5635,1127844.775
3915,Oleiros,2023,6,3085,2566,9,0,0,14,10,2,5,4282,157,1198,14,40,5651,1250149.596
3916,Oleiros,2023,7,2919,2739,0,0,0,15,15,8,7,4289,157,1198,14,45,5658,2450381.8770000003
