,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa,cluster
1383,Castelo de Vide,2023,3.0,386,2561,42,0,0,13,18,9,5,2387,29,524,7,87.0,2947.0,1320491.814,1.0
1384,Castelo de Vide,2023,4.0,374,2573,13,0,0,17,16,5,9,2387,29,524,7,60.0,2947.0,1195568.132,1.0
1385,Castelo de Vide,2023,5.0,363,2584,16,0,0,23,13,11,6,2387,29,524,7,69.0,2947.0,1199926.128,1.0
1386,Castelo de Vide,2023,6.0,333,2617,5,0,0,18,22,10,14,2392,29,522,7,69.0,2950.0,1215454.43,1.0
1387,Castelo de Vide,2023,7.0,329,2620,2,0,0,18,18,7,4,2391,29,522,7,49.0,2949.0,1395059.159,1.0
1388,Castelo de Vide,2023,8.0,333,2625,3,0,0,15,11,6,5,2395,29,525,9,40.0,2958.0,1418258.366,1.0
1389,Castelo de Vide,2023,9.0,312,2641,1,0,0,11,11,9,6,2393,29,525,6,38.0,2953.0,1179187.1570000001,1.0
1390,Castelo de Vide,2023,10.0,302,2660,1,0,0,13,9,8,6,2401,29,527,5,37.0,2962.0,1235643.9949999999,1.0
1391,Castelo de Vide,2023,11.0,297,2664,1,0,0,23,15,9,6,2401,29,526,5,54.0,2961.0,1282773.045,1.0
1392,Castelo de Vide,2023,12.0,286,2673,1,0,0,7,9,7,3,2397,29,528,5,27.0,2959.0,1440219.378,1.0
1393,Castelo de Vide,2024,1.0,243,2717,0,0,0,13,7,5,4,2398,29,528,5,29.0,2960.0,1354127.176,1.0
1394,Castelo de Vide,2024,2.0,227,2736,1,0,0,7,2,1,1,2402,29,527,5,12.0,2963.0,569804.729,1.0
1395,Castro Marim,2022,3.0,6846,2354,2,0,0,0,1,3,5,7680,129,1348,43,11.0,9200.0,3384266.718,2.0
1396,Castro Marim,2022,4.0,6687,2522,0,0,0,7,3,10,3,7688,129,1349,43,23.0,9209.0,3322215.726,2.0
1397,Castro Marim,2022,5.0,6288,2941,3,0,0,7,8,12,4,7705,129,1350,45,34.0,9229.0,4100029.62,2.0
1398,Castro Marim,2022,6.0,6637,2617,2,0,0,7,9,13,7,7712,129,1359,54,38.0,9254.0,4562645.582,2.0
1399,Castro Marim,2022,7.0,6107,3172,2,0,0,7,6,12,4,7732,129,1364,54,31.0,9279.0,5351301.402,2.0
1400,Castro Marim,2022,8.0,6067,3239,2,0,0,8,8,12,5,7740,129,1366,71,35.0,9306.0,5425015.828,2.0
1401,Castro Marim,2022,9.0,5977,3315,3,0,0,14,11,12,6,7740,129,1366,57,46.0,9292.0,4435706.527,2.0
1402,Castro Marim,2022,10.0,5919,3370,3,0,0,10,8,21,5,7744,129,1366,50,47.0,9289.0,3884513.029,2.0
1403,Castro Marim,2022,11.0,6374,2911,64,0,0,14,11,20,12,7747,129,1363,46,121.0,9285.0,3162276.9420000003,2.0
1410,Castro Marim,2023,6.0,4898,4418,25,0,0,25,25,26,11,7781,129,1353,53,112.0,9316.0,4306286.412,2.0
1411,Castro Marim,2023,7.0,4770,4555,2,0,0,33,25,17,12,7789,129,1357,50,89.0,9325.0,5934586.199,2.0
1412,Castro Marim,2023,8.0,4611,4715,2,0,4,15,16,25,12,7795,129,1352,50,74.0,9326.0,6372298.956,2.0
1413,Castro Marim,2023,9.0,4032,5293,1,0,0,20,15,15,13,7798,129,1349,49,64.0,9325.0,5059830.809,2.0
1414,Castro Marim,2023,10.0,3511,5814,6,0,1,31,24,28,6,7803,130,1348,44,96.0,9325.0,4120917.4239999996,0.0
1415,Castro Marim,2023,11.0,2915,6401,2,0,0,50,37,36,12,7800,130,1342,44,137.0,9316.0,3527512.583,0.0
1416,Castro Marim,2023,12.0,2505,6814,3,0,0,34,28,22,9,7804,130,1342,43,96.0,9319.0,3959330.029,0.0
1417,Castro Marim,2024,1.0,2493,6824,4,0,0,41,32,31,12,7804,130,1343,40,120.0,9317.0,3923970.355,0.0
1418,Castro Marim,2024,2.0,2345,6966,0,0,0,11,14,9,5,7797,130,1346,38,39.0,9311.0,983837.645,0.0
1419,Castro Verde,2022,3.0,1933,3028,0,0,0,9,6,4,6,4117,57,770,17,25.0,4961.0,1768859.259,1.0
1420,Castro Verde,2022,4.0,1850,3112,0,0,0,20,21,9,8,4118,57,771,16,58.0,4962.0,1580242.9819999998,1.0
1421,Castro Verde,2022,5.0,1700,3264,3,0,0,23,18,4,9,4118,57,773,16,57.0,4964.0,1526254.473,1.0
1422,Castro Verde,2022,6.0,1786,3176,1,1,0,25,23,4,7,4117,57,772,16,61.0,4962.0,1480019.4870000002,1.0
1423,Castro Verde,2022,7.0,1621,3345,1,0,0,19,17,8,4,4119,57,773,17,49.0,4966.0,25040670.628000002,1.0
1424,Castro Verde,2022,8.0,1589,3384,4,0,0,33,25,13,7,4123,57,776,17,82.0,4973.0,1601599.8,1.0
1425,Castro Verde,2022,9.0,1555,3423,2,0,0,20,24,15,7,4125,58,778,17,68.0,4978.0,1467330.1,1.0
1426,Castro Verde,2022,10.0,1485,3493,3,0,0,23,21,10,0,4127,58,778,15,57.0,4978.0,1519155.79,1.0
1427,Castro Verde,2022,11.0,1497,3490,57,0,0,26,18,10,8,4133,58,778,18,119.0,4987.0,1577809.195,1.0
1428,Castro Verde,2022,12.0,1447,3538,75,0,1,16,19,10,6,4130,58,779,18,127.0,4985.0,1791700.133,1.0
1429,Castro Verde,2023,1.0,1621,3361,33,0,3,35,29,20,10,4131,58,779,14,130.0,4982.0,1970870.3369999998,1.0
1432,Castro Verde,2023,4.0,1164,3827,44,0,0,21,21,13,7,4138,58,782,13,106.0,4991.0,1386573.7060000002,1.0
1433,Castro Verde,2023,5.0,1120,3871,52,0,0,20,21,6,7,4138,58,782,13,106.0,4991.0,26777932.785,1.0
1434,Castro Verde,2023,6.0,1090,3908,17,0,0,25,22,7,3,4146,58,786,8,74.0,4998.0,1463469.739,1.0
1435,Castro Verde,2023,7.0,1065,3939,6,0,0,33,25,13,6,4147,59,789,9,83.0,5004.0,1622088.211,1.0
1436,Castro Verde,2023,8.0,954,4054,14,0,2,22,18,12,7,4148,59,791,10,75.0,5008.0,1704331.725,1.0
1437,Castro Verde,2023,9.0,887,4122,4,0,0,20,17,16,5,4150,59,791,9,62.0,5009.0,1512960.832,1.0
1438,Castro Verde,2023,10.0,775,4242,6,0,0,23,19,8,4,4154,59,793,11,60.0,5017.0,1595805.687,1.0
1439,Castro Verde,2023,11.0,622,4400,2,0,0,33,28,16,9,4153,59,793,17,88.0,5022.0,1666628.769,1.0
1440,Castro Verde,2023,12.0,493,4532,4,0,0,26,19,10,6,4156,59,793,17,65.0,5025.0,1961444.776,1.0
1441,Castro Verde,2024,1.0,447,4575,2,0,0,27,28,17,7,4157,59,793,13,81.0,5022.0,1994753.639,1.0
1442,Castro Verde,2024,2.0,400,4627,3,0,0,8,9,7,5,4159,59,797,12,32.0,5027.0,751893.296,1.0
1443,Celorico da Beira,2022,3.0,3692,2569,1,0,0,3,3,2,6,5028,130,1060,43,15.0,6261.0,1503476.568,1.0
1444,Celorico da Beira,2022,4.0,3620,2631,2,0,0,13,15,10,4,5017,130,1061,43,44.0,6251.0,1336201.642,1.0
1445,Celorico da Beira,2022,5.0,3552,2698,0,0,0,20,19,17,3,5017,130,1061,42,59.0,6250.0,1298950.061,1.0
1446,Celorico da Beira,2022,6.0,3611,2639,2,0,0,18,12,6,8,5015,130,1059,46,46.0,6250.0,1259764.695,1.0
1447,Celorico da Beira,2022,7.0,3394,2859,0,0,0,12,13,10,9,5017,130,1061,45,44.0,6253.0,1446736.848,1.0
1448,Celorico da Beira,2022,8.0,3401,2860,2,0,0,22,15,14,11,5030,130,1059,42,64.0,6261.0,1427276.969,1.0
1449,Celorico da Beira,2022,9.0,3309,2952,1,0,0,19,21,20,10,5031,131,1058,41,71.0,6261.0,1276358.686,1.0
1450,Celorico da Beira,2022,10.0,3240,3025,10,0,0,15,12,13,2,5034,131,1058,42,52.0,6265.0,1326264.663,1.0
1454,Celorico da Beira,2023,2.0,2838,3430,61,0,0,27,25,15,4,5030,131,1064,43,132.0,6268.0,1471958.579,1.0
1458,Celorico da Beira,2023,6.0,2054,4229,9,0,0,28,26,15,9,5034,131,1073,45,87.0,6283.0,1293284.0899999999,1.0
1459,Celorico da Beira,2023,7.0,1966,4321,1,0,0,34,23,12,9,5036,131,1075,45,79.0,6287.0,1432960.395,1.0
1460,Celorico da Beira,2023,8.0,1788,4498,4,0,4,38,32,15,8,5037,132,1074,43,101.0,6286.0,1496319.201,1.0
1461,Celorico da Beira,2023,9.0,1643,4649,4,0,0,21,22,15,7,5041,132,1075,44,69.0,6292.0,1319262.026,1.0
1462,Celorico da Beira,2023,10.0,1410,4886,8,0,0,24,25,16,7,5044,132,1078,42,80.0,6296.0,1394920.775,1.0
1463,Celorico da Beira,2023,11.0,880,5410,1,0,0,43,36,31,5,5038,132,1078,42,116.0,6290.0,1518629.741,0.0
1464,Celorico da Beira,2023,12.0,714,5575,2,1,1,23,18,9,9,5034,133,1081,41,63.0,6289.0,1790867.862,0.0
1465,Celorico da Beira,2024,1.0,670,5627,1,0,0,38,27,29,5,5040,134,1083,40,100.0,6297.0,1712227.503,0.0
1466,Celorico da Beira,2024,2.0,530,5761,4,0,0,14,14,10,4,5035,134,1082,40,46.0,6291.0,546555.271,0.0
1491,Chamusca,2022,3.0,3397,2825,3,0,0,15,14,5,9,4428,119,1663,12,46.0,6222.0,4307725.259,1.0
1492,Chamusca,2022,4.0,3323,2910,2,0,0,32,25,13,4,4425,119,1679,10,76.0,6233.0,3897367.381,1.0
1493,Chamusca,2022,5.0,3324,2971,4,0,0,35,31,19,11,4421,119,1725,30,100.0,6295.0,4714645.602,1.0
1494,Chamusca,2022,6.0,3290,3012,1,0,0,36,32,10,6,4414,119,1760,9,85.0,6302.0,5189192.645,1.0
1495,Chamusca,2022,7.0,3108,3198,1,0,0,32,27,12,7,4423,119,1755,9,79.0,6306.0,6263649.391,1.0
1496,Chamusca,2022,8.0,2984,3318,1,0,0,42,34,20,13,4421,119,1752,10,110.0,6302.0,5738105.387,1.0
1497,Chamusca,2022,9.0,2880,3393,4,0,0,35,30,18,11,4423,119,1719,12,98.0,6273.0,4469687.437,1.0
1498,Chamusca,2022,10.0,2720,3507,3,0,0,22,20,19,12,4418,119,1678,12,76.0,6227.0,4308423.934,1.0
1502,Chamusca,2023,2.0,2281,3918,75,0,0,31,22,22,8,4428,119,1639,13,158.0,6199.0,4171917.573,1.0
1506,Chamusca,2023,6.0,1378,4941,15,0,0,40,32,26,16,4443,119,1744,13,129.0,6319.0,5621277.242,1.0
1508,Chamusca,2023,8.0,1076,5243,2,0,11,42,32,36,20,4456,119,1732,12,143.0,6319.0,6289108.907,1.0
1509,Chamusca,2023,9.0,929,5377,3,0,0,37,27,27,21,4459,119,1718,10,115.0,6306.0,4807202.856,1.0
1510,Chamusca,2023,10.0,888,5401,4,0,1,59,39,31,26,4453,119,1707,10,160.0,6289.0,4638684.978,1.0
1511,Chamusca,2023,11.0,805,5467,3,0,0,63,65,42,19,4450,119,1689,14,192.0,6272.0,4087088.74,1.0
1512,Chamusca,2023,12.0,634,5619,2,0,0,54,34,37,17,4447,119,1671,16,144.0,6253.0,4295504.793,1.0
1513,Chamusca,2024,1.0,635,5621,1,0,2,81,55,43,21,4453,119,1673,11,203.0,6256.0,4777377.307,1.0
1514,Chamusca,2024,2.0,577,5673,1,0,1,26,22,19,5,4451,119,1667,13,74.0,6250.0,1177967.693,1.0
1539,Cinfães,2022,3.0,9087,3154,2,1,0,2,1,0,3,10401,163,1638,39,9.0,12241.0,2762280.264,2.0
1540,Cinfães,2022,4.0,9020,3220,1,0,0,10,9,3,4,10398,164,1640,38,27.0,12240.0,2547050.468,2.0
1541,Cinfães,2022,5.0,8923,3304,2,0,0,9,7,4,9,10382,164,1643,38,31.0,12227.0,2507021.6969999997,2.0
1542,Cinfães,2022,6.0,8961,3276,2,0,0,16,12,3,4,10384,164,1644,45,37.0,12237.0,2472509.417,2.0
1543,Cinfães,2022,7.0,8824,3411,0,0,0,8,8,2,5,10389,164,1643,39,23.0,12235.0,2780010.168,2.0
1544,Cinfães,2022,8.0,8771,3467,0,0,0,12,9,0,7,10390,164,1642,42,28.0,12238.0,2787334.411,2.0
1545,Cinfães,2022,9.0,8702,3538,1,0,0,6,4,7,2,10395,164,1643,38,20.0,12240.0,2578917.931,2.0
1546,Cinfães,2022,10.0,8664,3579,2,0,0,9,6,3,1,10396,165,1645,37,21.0,12243.0,2734774.3310000002,2.0
1547,Cinfães,2022,11.0,8628,3611,20,0,0,13,9,6,5,10387,166,1649,37,53.0,12239.0,2711125.025,2.0
1548,Cinfães,2022,12.0,8600,3658,52,0,0,9,8,1,4,10401,166,1651,40,74.0,12258.0,2853364.134,2.0
1549,Cinfães,2023,1.0,8591,3660,28,0,1,12,10,4,2,10402,166,1648,35,57.0,12251.0,2992671.736,2.0
1550,Cinfães,2023,2.0,8598,3653,38,0,0,14,8,14,4,10404,166,1647,34,78.0,12251.0,2659258.114,2.0
1551,Cinfães,2023,3.0,8245,4011,30,0,1,13,10,9,3,10409,166,1648,33,66.0,12256.0,2756326.684,2.0
1552,Cinfães,2023,4.0,8266,3990,55,0,0,16,9,6,6,10409,166,1648,33,92.0,12256.0,2497371.62,2.0
1555,Cinfães,2023,7.0,6692,5613,0,0,1,27,24,18,12,10454,168,1658,25,82.0,12305.0,2743064.05,2.0
1556,Cinfães,2023,8.0,6694,5616,1,0,2,32,20,23,11,10459,168,1660,23,89.0,12310.0,2808772.488,2.0
1557,Cinfães,2023,9.0,6526,5785,2,0,0,19,17,8,16,10456,168,1663,24,62.0,12311.0,2637189.81,2.0
1558,Cinfães,2023,10.0,6366,5940,6,0,0,32,24,20,4,10450,168,1665,23,86.0,12306.0,2658248.7600000002,2.0
1559,Cinfães,2023,11.0,6221,6087,0,0,0,40,27,23,8,10445,168,1671,24,98.0,12308.0,2752336.985,2.0
1560,Cinfães,2023,12.0,6169,6141,2,0,0,31,24,18,3,10443,168,1672,27,78.0,12310.0,3239869.907,2.0
1561,Cinfães,2024,1.0,5953,6358,1,0,0,41,36,22,6,10450,168,1670,23,106.0,12311.0,3222799.219,2.0
1562,Cinfães,2024,2.0,5995,6322,0,0,0,18,12,9,3,10451,168,1676,22,42.0,12317.0,1048639.052,2.0
1564,Condeixa-a-Nova,2022,3.0,4175,5060,0,0,0,9,4,10,2,7449,100,1619,67,25.0,9235.0,4172436.918,2.0
1565,Condeixa-a-Nova,2022,4.0,4058,5188,9,1,0,24,21,26,2,7460,100,1619,67,83.0,9246.0,3698153.768,2.0
1566,Condeixa-a-Nova,2022,5.0,3927,5327,14,0,0,44,34,25,7,7464,100,1622,68,124.0,9254.0,3834977.099,2.0
1567,Condeixa-a-Nova,2022,6.0,3736,5518,3,0,0,44,32,28,10,7464,100,1622,68,117.0,9254.0,3733854.74,2.0
1568,Condeixa-a-Nova,2022,7.0,3446,5798,2,0,0,62,41,28,8,7458,100,1619,67,141.0,9244.0,3986162.774,0.0
1569,Condeixa-a-Nova,2022,8.0,3309,5954,2,0,0,69,52,35,19,7478,100,1618,67,177.0,9263.0,3345047.654,0.0
1570,Condeixa-a-Nova,2022,9.0,3262,6015,3,0,0,45,47,40,7,7487,100,1622,68,142.0,9277.0,3915643.008,0.0
1571,Condeixa-a-Nova,2022,10.0,2891,6390,17,0,0,48,35,31,10,7491,100,1622,68,141.0,9281.0,3992993.516,0.0
1580,Condeixa-a-Nova,2023,7.0,957,8402,11,0,0,56,47,40,14,7559,103,1637,60,168.0,9359.0,3925075.474,0.0
1581,Condeixa-a-Nova,2023,8.0,751,8621,10,0,8,60,56,32,16,7569,103,1641,59,182.0,9372.0,3530527.417,0.0
1582,Condeixa-a-Nova,2023,9.0,616,8761,16,0,0,57,46,42,8,7574,103,1644,56,169.0,9377.0,3932222.0470000003,0.0
1583,Condeixa-a-Nova,2023,10.0,637,8762,14,0,1,63,59,42,20,7594,103,1647,55,199.0,9399.0,4240639.569,0.0
1584,Condeixa-a-Nova,2023,11.0,475,8929,2,0,0,74,58,36,10,7602,103,1645,54,180.0,9404.0,4379242.613,0.0
1585,Condeixa-a-Nova,2023,12.0,408,9002,2,0,0,31,23,31,6,7606,103,1647,54,93.0,9410.0,4193834.88,0.0
1586,Condeixa-a-Nova,2024,1.0,430,8994,1,0,0,60,46,44,12,7616,103,1649,56,163.0,9424.0,4053456.593,0.0
1587,Condeixa-a-Nova,2024,2.0,471,8945,0,0,0,27,23,38,3,7612,103,1650,51,91.0,9416.0,1659285.4070000001,0.0
1588,Constância,2022,3.0,1444,955,1,0,0,3,1,1,3,1914,36,437,12,9.0,2399.0,7589428.923,1.0
1589,Constância,2022,4.0,1429,967,2,0,0,9,7,4,7,1913,36,435,12,29.0,2396.0,7054873.819999999,1.0
1590,Constância,2022,5.0,1408,992,1,0,0,9,11,3,4,1912,36,439,13,28.0,2400.0,7289540.623,1.0
1591,Constância,2022,6.0,1406,996,0,0,0,4,3,2,2,1915,36,438,13,11.0,2402.0,6806072.896,1.0
1592,Constância,2022,7.0,1394,1014,1,0,0,6,5,4,5,1920,36,439,13,21.0,2408.0,7855644.443,1.0
1593,Constância,2022,8.0,1363,1044,1,0,0,6,6,7,3,1918,36,440,13,23.0,2407.0,7446048.072,1.0
1594,Constância,2022,9.0,1359,1048,2,1,0,3,3,4,1,1916,36,442,13,14.0,2407.0,7208620.536,1.0
1595,Constância,2022,10.0,1345,1064,2,0,0,7,4,7,3,1918,36,443,12,23.0,2409.0,7012789.4350000005,1.0
1596,Constância,2022,11.0,1336,1076,18,0,0,6,8,6,3,1919,36,445,12,41.0,2412.0,6936607.289,1.0
1597,Constância,2022,12.0,1331,1082,33,0,0,10,9,2,0,1924,36,443,10,54.0,2413.0,5443379.225000001,1.0
1598,Constância,2023,1.0,1267,1146,28,0,1,6,6,4,1,1924,36,442,11,46.0,2413.0,7544294.509,1.0
1599,Constância,2023,2.0,1259,1154,61,1,0,13,10,4,3,1924,36,442,11,92.0,2413.0,3145038.784,1.0
1600,Constância,2023,3.0,1105,1315,37,0,0,6,4,14,3,1931,36,443,10,64.0,2420.0,3259032.732,1.0
1603,Constância,2023,6.0,760,1666,33,0,0,17,12,7,2,1934,36,446,10,71.0,2426.0,3583959.2819999997,1.0
1604,Constância,2023,7.0,716,1719,1,0,0,14,15,11,4,1943,36,445,11,45.0,2435.0,3727838.8449999997,1.0
1605,Constância,2023,8.0,505,1934,4,0,2,12,7,6,3,1949,36,444,10,34.0,2439.0,3666217.772,1.0
1606,Constância,2023,9.0,330,2117,5,0,0,11,14,8,6,1952,36,449,10,44.0,2447.0,3351796.113,1.0
1607,Constância,2023,10.0,288,2161,8,0,1,21,17,7,4,1954,36,449,10,58.0,2449.0,3248809.564,1.0
1608,Constância,2023,11.0,247,2197,0,0,0,21,20,22,5,1950,36,448,10,68.0,2444.0,3200929.834,1.0
1609,Constância,2023,12.0,132,2312,0,0,0,12,8,16,1,1949,36,449,10,37.0,2444.0,3606101.872,1.0
1610,Constância,2024,1.0,142,2304,1,0,1,14,9,11,3,1951,36,449,10,39.0,2446.0,3659445.863,1.0
1611,Constância,2024,2.0,108,2332,1,0,0,10,5,6,2,1947,36,447,10,24.0,2440.0,944113.395,1.0
1660,Crato,2022,3.0,490,2657,1,0,0,4,4,3,3,2584,27,522,14,15.0,3147.0,934593.535,1.0
1661,Crato,2022,4.0,493,2651,1,0,0,18,18,10,8,2582,27,521,14,55.0,3144.0,796927.7339999999,1.0
1662,Crato,2022,5.0,467,2679,4,0,0,15,19,8,7,2581,27,523,15,53.0,3146.0,774616.627,1.0
1663,Crato,2022,6.0,497,2646,1,0,0,26,17,10,5,2580,28,520,15,59.0,3143.0,799790.0329999999,1.0
1664,Crato,2022,7.0,473,2676,0,0,0,24,22,3,6,2586,28,520,15,55.0,3149.0,1030508.099,1.0
1665,Crato,2022,8.0,456,2708,1,0,0,22,23,8,5,2594,28,524,18,59.0,3164.0,993205.004,1.0
1666,Crato,2022,9.0,451,2707,4,0,0,19,15,9,3,2594,28,523,13,50.0,3158.0,822745.235,1.0
1667,Crato,2022,10.0,405,2755,2,0,0,20,13,11,2,2596,28,523,13,48.0,3160.0,842540.45,1.0
1668,Crato,2022,11.0,462,2702,24,0,0,12,12,8,9,2598,28,524,14,65.0,3164.0,883359.471,1.0
1669,Crato,2022,12.0,368,2795,78,0,0,20,14,13,2,2598,28,523,14,127.0,3163.0,1000371.741,1.0
1670,Crato,2023,1.0,390,2774,15,0,0,29,23,15,10,2599,28,523,14,92.0,3164.0,1091485.139,1.0
1671,Crato,2023,2.0,346,2817,33,0,0,22,13,8,8,2599,28,522,14,84.0,3163.0,955701.495,1.0
1672,Crato,2023,3.0,252,2904,55,0,1,25,19,17,8,2593,28,523,12,125.0,3156.0,918836.5819999999,1.0
1673,Crato,2023,4.0,243,2913,27,0,0,30,29,7,6,2593,28,523,12,99.0,3156.0,771289.8859999999,1.0
1674,Crato,2023,5.0,248,2908,14,0,0,25,24,6,6,2593,28,523,12,75.0,3156.0,770597.1510000001,1.0
1675,Crato,2023,6.0,242,2920,9,0,0,36,32,10,12,2598,28,526,10,99.0,3162.0,824732.747,1.0
1676,Crato,2023,7.0,240,2930,3,0,1,27,17,12,6,2603,28,529,10,66.0,3170.0,930301.654,1.0
1677,Crato,2023,8.0,233,2945,2,0,6,20,16,15,7,2605,28,530,15,66.0,3178.0,970395.902,1.0
1678,Crato,2023,9.0,233,2939,2,0,0,20,18,7,5,2603,28,531,10,52.0,3172.0,789104.196,1.0
1679,Crato,2023,10.0,200,2974,4,0,0,26,16,11,5,2604,28,532,10,62.0,3174.0,788897.42,1.0
1680,Crato,2023,11.0,209,2966,1,0,0,21,21,7,7,2605,28,532,10,57.0,3175.0,933447.4569999999,1.0
1681,Crato,2023,12.0,208,2967,0,0,0,14,10,12,6,2603,28,534,10,42.0,3175.0,1093872.371,1.0
1682,Crato,2024,1.0,208,2964,0,0,0,32,24,13,7,2602,28,534,8,76.0,3172.0,1032261.508,1.0
1683,Crato,2024,2.0,174,2999,1,0,0,11,10,4,2,2604,28,532,9,28.0,3173.0,398085.84699999995,1.0
1684,Cuba,2022,3.0,1075,2033,1,0,0,8,8,4,7,2449,19,612,28,28.0,3108.0,1207984.861,1.0
1685,Cuba,2022,4.0,1054,2054,0,0,0,31,30,9,11,2451,19,610,28,81.0,3108.0,1094098.374,1.0
1686,Cuba,2022,5.0,1025,2086,5,0,0,34,21,12,12,2447,19,613,32,84.0,3111.0,1413009.43,1.0
1687,Cuba,2022,6.0,1080,2030,3,0,0,36,30,10,18,2448,19,616,27,97.0,3110.0,1799750.474,1.0
1688,Cuba,2022,7.0,1011,2104,0,0,0,26,22,7,8,2450,19,619,27,63.0,3115.0,2248494.973,1.0
1689,Cuba,2022,8.0,1002,2115,2,0,0,34,27,12,11,2449,19,620,29,86.0,3117.0,2153875.709,1.0
1690,Cuba,2022,9.0,994,2124,0,0,0,34,28,10,10,2453,19,620,26,82.0,3118.0,1545660.7140000002,1.0
1691,Cuba,2022,10.0,1008,2115,2,0,0,21,22,8,12,2460,19,620,24,65.0,3123.0,1338767.622,1.0
1692,Cuba,2022,11.0,1006,2121,10,0,0,32,18,6,6,2467,19,618,23,72.0,3127.0,1233541.392,1.0
1693,Cuba,2022,12.0,986,2144,35,0,0,25,24,8,18,2467,19,620,24,110.0,3130.0,1317623.59,1.0
1694,Cuba,2023,1.0,965,2164,22,0,0,41,24,11,18,2465,19,620,25,116.0,3129.0,1333091.179,1.0
1695,Cuba,2023,2.0,955,2176,54,0,0,30,18,11,10,2465,19,622,25,123.0,3131.0,1196294.281,1.0
1698,Cuba,2023,5.0,582,2555,30,0,0,49,31,10,17,2467,19,625,26,137.0,3137.0,1510822.3199999998,1.0
1699,Cuba,2023,6.0,563,2577,11,0,0,39,26,9,11,2466,19,631,24,96.0,3140.0,1787223.059,1.0
1700,Cuba,2023,7.0,531,2610,0,0,0,42,32,11,12,2467,19,631,24,97.0,3141.0,2086464.122,1.0
1701,Cuba,2023,8.0,493,2657,1,0,5,40,25,9,12,2472,19,632,27,92.0,3150.0,2007075.59,1.0
1702,Cuba,2023,9.0,269,2885,1,0,0,33,22,5,5,2477,19,633,25,66.0,3154.0,1469402.1199999999,1.0
1703,Cuba,2023,10.0,246,2905,6,0,0,44,33,9,18,2477,19,631,24,110.0,3151.0,1302610.81,1.0
1704,Cuba,2023,11.0,209,2946,1,0,0,53,34,12,10,2480,19,632,24,110.0,3155.0,1218851.703,1.0
1705,Cuba,2023,12.0,198,2960,0,0,0,28,17,11,11,2482,20,632,24,67.0,3158.0,1456618.655,1.0
1706,Cuba,2024,1.0,193,2964,1,0,0,56,36,17,15,2484,20,632,21,125.0,3157.0,1343278.992,1.0
1707,Cuba,2024,2.0,170,2988,1,0,0,23,17,9,9,2481,20,637,20,59.0,3158.0,345363.503,1.0
1732,Entroncamento,2022,3.0,4613,7738,4,0,0,34,23,24,14,10014,98,2188,51,99.0,12351.0,6512135.3719999995,0.0
1736,Entroncamento,2022,7.0,4501,7897,4,0,0,83,72,42,25,10056,98,2195,49,226.0,12398.0,6148406.851,0.0
1805,Estremoz,2022,3.0,2328,7055,1,0,0,41,28,17,19,7160,119,2059,45,106.0,9383.0,4215844.029,0.0
1809,Estremoz,2022,7.0,1875,7512,1,0,0,82,71,29,23,7156,119,2071,41,206.0,9387.0,4835028.869,0.0
1816,Estremoz,2023,2.0,1716,7673,73,0,0,59,51,36,20,7163,119,2071,36,239.0,9389.0,4152539.6969999997,0.0
1817,Estremoz,2023,3.0,1623,7779,74,0,2,81,60,46,19,7174,119,2076,33,282.0,9402.0,3993460.696,0.0
1828,Estremoz,2024,2.0,1351,8081,3,0,0,39,29,27,4,7188,119,2094,31,102.0,9432.0,1407197.228,0.0
1901,Ferreira do Alentejo,2022,3.0,891,4431,3,0,0,26,20,8,5,4036,48,1226,12,62.0,5322.0,3974081.8910000003,1.0
1902,Ferreira do Alentejo,2022,4.0,957,4358,2,2,1,48,51,21,17,4029,48,1226,12,142.0,5315.0,4000522.608,1.0
1903,Ferreira do Alentejo,2022,5.0,810,4506,5,0,0,49,33,22,13,4028,48,1227,13,122.0,5316.0,5629447.413,1.0
1904,Ferreira do Alentejo,2022,6.0,829,4490,1,0,0,72,72,13,18,4030,48,1228,13,176.0,5319.0,6384807.245,1.0
1905,Ferreira do Alentejo,2022,7.0,784,4538,4,0,0,56,44,15,13,4033,48,1228,13,132.0,5322.0,7619154.988000001,1.0
1906,Ferreira do Alentejo,2022,8.0,770,4553,6,0,0,83,69,18,16,4034,48,1228,13,192.0,5323.0,6689406.035,1.0
1907,Ferreira do Alentejo,2022,9.0,822,4506,0,0,0,63,60,12,18,4039,48,1228,13,153.0,5328.0,4605599.007,1.0
1908,Ferreira do Alentejo,2022,10.0,808,4528,8,0,0,53,54,8,20,4045,48,1228,15,143.0,5336.0,5099506.056,1.0
1909,Ferreira do Alentejo,2022,11.0,831,4511,55,0,0,68,47,17,10,4047,48,1232,15,197.0,5342.0,5654643.288,1.0
