,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa,cluster
5377,Vila Nova de Paiva,2022,11.0,1787,2891,46,0,0,11,9,11,5,3881,61,714,22,82.0,4678.0,1049443.188,1.0
5384,Vila Nova de Paiva,2023,6.0,663,4039,12,0,0,14,13,13,7,3892,61,726,23,59.0,4702.0,848680.304,1.0
5385,Vila Nova de Paiva,2023,7.0,494,4208,5,0,2,19,11,17,12,3894,61,725,22,66.0,4702.0,1012400.634,1.0
5386,Vila Nova de Paiva,2023,8.0,375,4334,5,0,6,12,13,21,6,3901,61,726,21,63.0,4709.0,1108117.6809999999,1.0
5387,Vila Nova de Paiva,2023,9.0,301,4406,2,0,0,6,2,9,2,3895,61,729,22,21.0,4707.0,912667.861,1.0
5388,Vila Nova de Paiva,2023,10.0,286,4417,7,0,0,21,15,6,10,3892,61,728,22,59.0,4703.0,984691.804,1.0
5389,Vila Nova de Paiva,2023,11.0,281,4422,2,0,0,17,15,13,8,3891,61,729,22,55.0,4703.0,1118824.864,1.0
5390,Vila Nova de Paiva,2023,12.0,272,4433,0,0,0,15,10,20,2,3894,61,727,23,47.0,4705.0,1269827.156,1.0
5391,Vila Nova de Paiva,2024,1.0,435,4274,3,0,0,15,11,12,7,3899,61,728,21,48.0,4709.0,1257758.5609999998,1.0
5392,Vila Nova de Paiva,2024,2.0,361,4349,0,0,0,11,7,2,7,3896,61,731,22,27.0,4710.0,380538.535,1.0
5393,Vila Nova de Poiares,2022,3.0,3166,1758,0,0,0,4,2,0,0,4043,64,800,17,6.0,4924.0,2079765.3630000001,1.0
5394,Vila Nova de Poiares,2022,4.0,3146,1782,0,0,0,0,3,4,1,4047,64,801,16,8.0,4928.0,1761990.792,1.0
5395,Vila Nova de Poiares,2022,5.0,3129,1788,0,0,0,8,2,3,0,4041,64,797,15,13.0,4917.0,1827223.0499999998,1.0
5396,Vila Nova de Poiares,2022,6.0,3146,1772,1,0,0,6,4,3,3,4042,64,798,14,17.0,4918.0,1758029.486,1.0
5397,Vila Nova de Poiares,2022,7.0,3138,1789,3,0,0,17,14,8,5,4045,64,802,16,47.0,4927.0,1907230.711,1.0
5398,Vila Nova de Poiares,2022,8.0,3111,1822,2,0,0,15,15,8,6,4049,65,803,16,46.0,4933.0,1813579.693,1.0
5399,Vila Nova de Poiares,2022,9.0,3090,1845,7,0,0,13,10,3,4,4052,65,804,14,37.0,4935.0,1797677.175,1.0
5400,Vila Nova de Poiares,2022,10.0,3055,1876,4,0,0,13,12,6,4,4047,65,806,13,39.0,4931.0,1998337.916,1.0
5401,Vila Nova de Poiares,2022,11.0,3154,1781,39,0,0,13,10,11,3,4048,66,808,13,76.0,4935.0,1994226.1639999999,1.0
5402,Vila Nova de Poiares,2022,12.0,3097,1836,43,0,2,11,9,5,11,4045,66,806,16,81.0,4933.0,2034646.341,1.0
5404,Vila Nova de Poiares,2023,2.0,2984,1952,70,0,0,21,16,12,4,4045,66,812,13,123.0,4936.0,1972551.5999999999,1.0
5407,Vila Nova de Poiares,2023,5.0,2825,2116,63,0,0,39,24,16,9,4052,66,812,11,151.0,4941.0,1815804.058,1.0
5408,Vila Nova de Poiares,2023,6.0,2820,2145,20,0,0,35,30,13,12,4064,66,822,13,110.0,4965.0,1750510.4030000002,1.0
5409,Vila Nova de Poiares,2023,7.0,2702,2263,0,0,0,25,14,11,9,4065,65,822,13,59.0,4965.0,1838652.159,1.0
5410,Vila Nova de Poiares,2023,8.0,2737,2232,3,0,5,24,24,11,5,4070,65,824,10,72.0,4969.0,1709940.675,1.0
5411,Vila Nova de Poiares,2023,9.0,2603,2374,3,0,0,28,19,16,12,4075,65,826,11,78.0,4977.0,1873519.882,1.0
5412,Vila Nova de Poiares,2023,10.0,2480,2502,2,0,0,24,20,10,8,4079,65,828,10,64.0,4982.0,1976147.18,1.0
5413,Vila Nova de Poiares,2023,11.0,2384,2604,1,0,0,35,30,14,1,4083,66,829,10,81.0,4988.0,2044257.08,1.0
5414,Vila Nova de Poiares,2023,12.0,2263,2722,1,0,0,25,16,14,6,4077,66,829,13,62.0,4985.0,2189668.024,1.0
5415,Vila Nova de Poiares,2024,1.0,2252,2735,0,0,0,41,27,13,6,4081,66,830,10,87.0,4987.0,2326855.334,1.0
5416,Vila Nova de Poiares,2024,2.0,2163,2827,0,0,1,16,7,8,3,4084,66,830,10,35.0,4990.0,979084.666,1.0
5417,Vila Pouca de Aguiar,2022,3.0,5619,4978,2,1,0,13,10,3,8,8717,135,1683,62,37.0,10597.0,4656721.856,2.0
5418,Vila Pouca de Aguiar,2022,4.0,5639,4952,3,0,0,18,17,20,8,8709,135,1684,63,66.0,10591.0,4214704.659,2.0
5419,Vila Pouca de Aguiar,2022,5.0,5550,5028,6,0,0,21,13,15,9,8702,135,1675,66,64.0,10578.0,4216384.556,2.0
5420,Vila Pouca de Aguiar,2022,6.0,5540,5041,2,0,0,19,16,6,13,8703,135,1675,68,56.0,10581.0,4117346.175,2.0
5421,Vila Pouca de Aguiar,2022,7.0,5434,5162,1,0,0,30,26,12,8,8713,135,1678,70,77.0,10596.0,4629459.697,2.0
5422,Vila Pouca de Aguiar,2022,8.0,5386,5215,2,1,0,24,19,12,13,8722,135,1677,67,71.0,10601.0,4506411.941000001,2.0
5423,Vila Pouca de Aguiar,2022,9.0,5358,5232,3,0,0,29,19,13,9,8714,135,1675,66,73.0,10590.0,4238147.106,2.0
5424,Vila Pouca de Aguiar,2022,10.0,5339,5246,5,1,0,14,21,18,11,8710,135,1677,63,70.0,10585.0,4521140.552999999,2.0
5425,Vila Pouca de Aguiar,2022,11.0,5396,5194,33,0,0,21,12,14,10,8714,135,1677,64,90.0,10590.0,4410513.027,2.0
5426,Vila Pouca de Aguiar,2022,12.0,5268,5325,59,0,0,23,19,20,14,8714,135,1681,63,135.0,10593.0,4426467.676,2.0
5427,Vila Pouca de Aguiar,2023,1.0,5239,5350,43,0,1,27,19,20,9,8714,135,1679,61,119.0,10589.0,5091291.675,2.0
5428,Vila Pouca de Aguiar,2023,2.0,5241,5348,30,0,0,21,14,16,8,8712,135,1680,62,89.0,10589.0,4276860.958,2.0
5429,Vila Pouca de Aguiar,2023,3.0,5183,5412,34,1,2,17,13,12,16,8713,135,1682,65,95.0,10595.0,4408701.145,2.0
5430,Vila Pouca de Aguiar,2023,4.0,5003,5592,58,0,0,16,18,12,11,8713,135,1682,65,115.0,10595.0,3954307.4560000002,2.0
5432,Vila Pouca de Aguiar,2023,6.0,4510,6100,23,0,0,31,25,18,11,8727,135,1681,67,108.0,10610.0,3213262.669,2.0
5433,Vila Pouca de Aguiar,2023,7.0,4303,6329,3,0,0,22,21,20,21,8746,136,1683,67,87.0,10632.0,3373904.149,2.0
5434,Vila Pouca de Aguiar,2023,8.0,4234,6398,7,0,1,20,20,20,11,8748,136,1687,61,79.0,10632.0,3356253.87,2.0
5435,Vila Pouca de Aguiar,2023,9.0,4341,6295,3,0,0,22,19,9,10,8749,136,1689,62,63.0,10636.0,3207071.175,2.0
5436,Vila Pouca de Aguiar,2023,10.0,4200,6435,7,0,0,18,11,21,8,8748,136,1692,59,65.0,10635.0,3542512.168,2.0
5437,Vila Pouca de Aguiar,2023,11.0,3993,6638,1,0,0,45,31,16,14,8746,136,1692,57,107.0,10631.0,3782799.09,0.0
