,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente
4150,Oleiros,2023,7,Castelo Branco,2919,2739
4151,Oleiros,2023,8,Castelo Branco,2907,2744
4152,Oleiros,2023,9,Castelo Branco,2701,2945
4153,Oleiros,2023,10,Castelo Branco,2517,3122
4154,Oleiros,2023,11,Castelo Branco,2219,3422
4155,Oleiros,2023,12,Castelo Branco,1983,3658
4156,Oleiros,2024,1,Castelo Branco,1810,3824
4157,Oleiros,2024,2,Castelo Branco,1666,3958
4158,Oleiros,2024,3,Castelo Branco,1633,3987
4159,Oleiros,2024,4,Castelo Branco,1634,3987
4160,Olhão,2022,3,Faro,14776,15281
4161,Olhão,2022,4,Faro,14899,15173
4162,Olhão,2022,5,Faro,14559,15515
4163,Olhão,2022,6,Faro,14821,15293
4164,Olhão,2022,7,Faro,14320,15831
4165,Olhão,2022,8,Faro,14176,15990
4166,Olhão,2022,9,Faro,13839,16331
4167,Olhão,2022,10,Faro,13526,16663
4168,Olhão,2022,11,Faro,13674,16505
4169,Olhão,2022,12,Faro,13329,16866
4170,Olhão,2023,1,Faro,13137,17071
4171,Olhão,2023,2,Faro,12907,17321
4172,Olhão,2023,3,Faro,11304,18946
4173,Olhão,2023,4,Faro,10714,19537
4174,Olhão,2023,5,Faro,10244,20007
4175,Olhão,2023,6,Faro,9833,20547
4176,Olhão,2023,7,Faro,8544,21858
4177,Olhão,2023,8,Faro,8446,21977
4178,Olhão,2023,9,Faro,7471,22972
4179,Olhão,2023,10,Faro,6827,23623
4180,Olhão,2023,11,Faro,6383,24093
4181,Olhão,2023,12,Faro,5721,24765
4182,Olhão,2024,1,Faro,5619,24880
4183,Olhão,2024,2,Faro,5461,25034
4184,Olhão,2024,3,Faro,4911,25608
4185,Olhão,2024,4,Faro,4806,25713
4186,Oliveira de Azeméis,2022,3,Aveiro,15275,17771
4187,Oliveira de Azeméis,2022,4,Aveiro,15660,17386
4188,Oliveira de Azeméis,2022,5,Aveiro,15182,17838
4189,Oliveira de Azeméis,2022,6,Aveiro,15156,17878
4190,Oliveira de Azeméis,2022,7,Aveiro,15129,17978
4191,Oliveira de Azeméis,2022,8,Aveiro,15120,17996
4192,Oliveira de Azeméis,2022,9,Aveiro,15107,18027
4193,Oliveira de Azeméis,2022,10,Aveiro,14885,18242
4194,Oliveira de Azeméis,2022,11,Aveiro,14834,18332
4195,Oliveira de Azeméis,2022,12,Aveiro,14724,18474
4196,Oliveira de Azeméis,2023,1,Aveiro,14348,18872
4197,Oliveira de Azeméis,2023,2,Aveiro,14508,18720
4198,Oliveira de Azeméis,2023,3,Aveiro,13658,19577
4199,Oliveira de Azeméis,2023,4,Aveiro,13169,20065
4200,Oliveira de Azeméis,2023,5,Aveiro,12383,20851
4201,Oliveira de Azeméis,2023,6,Aveiro,11808,21523
4202,Oliveira de Azeméis,2023,7,Aveiro,11551,21813
4203,Oliveira de Azeméis,2023,8,Aveiro,11383,21956
4204,Oliveira de Azeméis,2023,9,Aveiro,10685,22648
4205,Oliveira de Azeméis,2023,10,Aveiro,9847,23501
4206,Oliveira de Azeméis,2023,11,Aveiro,9340,24039
4207,Oliveira de Azeméis,2023,12,Aveiro,9021,24356
4208,Oliveira de Azeméis,2024,1,Aveiro,8732,24658
4209,Oliveira de Azeméis,2024,2,Aveiro,8001,25392
4210,Oliveira de Azeméis,2024,3,Aveiro,7561,25845
4211,Oliveira de Azeméis,2024,4,Aveiro,7516,25891
4212,Oliveira de Frades,2022,3,Viseu,4682,2033
4213,Oliveira de Frades,2022,4,Viseu,4646,2071
4214,Oliveira de Frades,2022,5,Viseu,4486,2230
4215,Oliveira de Frades,2022,6,Viseu,4515,2204
4216,Oliveira de Frades,2022,7,Viseu,4374,2356
4217,Oliveira de Frades,2022,8,Viseu,4318,2419
4218,Oliveira de Frades,2022,9,Viseu,4221,2521
4219,Oliveira de Frades,2022,10,Viseu,4053,2683
4220,Oliveira de Frades,2022,11,Viseu,4136,2610
4221,Oliveira de Frades,2022,12,Viseu,3881,2868
4222,Oliveira de Frades,2023,1,Viseu,3781,2964
4223,Oliveira de Frades,2023,2,Viseu,3829,2922
4224,Oliveira de Frades,2023,3,Viseu,3432,3315
4225,Oliveira de Frades,2023,4,Viseu,3187,3560
4226,Oliveira de Frades,2023,5,Viseu,2679,4068
4227,Oliveira de Frades,2023,6,Viseu,2680,4089
4228,Oliveira de Frades,2023,7,Viseu,2293,4483
4229,Oliveira de Frades,2023,8,Viseu,2284,4499
4230,Oliveira de Frades,2023,9,Viseu,2025,4762
4231,Oliveira de Frades,2023,10,Viseu,1725,5068
4232,Oliveira de Frades,2023,11,Viseu,1069,5726
4233,Oliveira de Frades,2023,12,Viseu,845,5952
4234,Oliveira de Frades,2024,1,Viseu,783,6018
4235,Oliveira de Frades,2024,2,Viseu,666,6141
4236,Oliveira de Frades,2024,3,Viseu,576,6227
4237,Oliveira de Frades,2024,4,Viseu,555,6247
4238,Oliveira do Bairro,2022,3,Aveiro,4294,9273
4239,Oliveira do Bairro,2022,4,Aveiro,4103,9493
4240,Oliveira do Bairro,2022,5,Aveiro,4013,9586
4241,Oliveira do Bairro,2022,6,Aveiro,4125,9501
4242,Oliveira do Bairro,2022,7,Aveiro,3944,9694
4243,Oliveira do Bairro,2022,8,Aveiro,3810,9828
4244,Oliveira do Bairro,2022,9,Aveiro,3794,9845
4245,Oliveira do Bairro,2022,10,Aveiro,3717,9926
4246,Oliveira do Bairro,2022,11,Aveiro,3859,9780
4247,Oliveira do Bairro,2022,12,Aveiro,3673,9968
4248,Oliveira do Bairro,2023,1,Aveiro,3643,10006
4249,Oliveira do Bairro,2023,2,Aveiro,3575,10092
4250,Oliveira do Bairro,2023,3,Aveiro,3209,10459
4251,Oliveira do Bairro,2023,4,Aveiro,3183,10485
4252,Oliveira do Bairro,2023,5,Aveiro,2845,10823
4253,Oliveira do Bairro,2023,6,Aveiro,3007,10733
4254,Oliveira do Bairro,2023,7,Aveiro,2740,11018
4255,Oliveira do Bairro,2023,8,Aveiro,2794,10956
4256,Oliveira do Bairro,2023,9,Aveiro,2304,11451
4257,Oliveira do Bairro,2023,10,Aveiro,1948,11801
4258,Oliveira do Bairro,2023,11,Aveiro,1736,12019
4259,Oliveira do Bairro,2023,12,Aveiro,1309,12450
4260,Oliveira do Bairro,2024,1,Aveiro,1108,12668
4261,Oliveira do Bairro,2024,2,Aveiro,923,12864
4262,Oliveira do Bairro,2024,3,Aveiro,787,13012
4263,Oliveira do Bairro,2024,4,Aveiro,779,13020
4264,Oliveira do Hospital,2022,3,Coimbra,9239,5449
4265,Oliveira do Hospital,2022,4,Coimbra,9193,5492
4266,Oliveira do Hospital,2022,5,Coimbra,9111,5562
4267,Oliveira do Hospital,2022,6,Coimbra,9085,5590
4268,Oliveira do Hospital,2022,7,Coimbra,9000,5674
4269,Oliveira do Hospital,2022,8,Coimbra,8918,5774
4270,Oliveira do Hospital,2022,9,Coimbra,8814,5874
4271,Oliveira do Hospital,2022,10,Coimbra,8748,5955
4272,Oliveira do Hospital,2022,11,Coimbra,8735,5965
4273,Oliveira do Hospital,2022,12,Coimbra,8547,6155
4274,Oliveira do Hospital,2023,1,Coimbra,8460,6251
4275,Oliveira do Hospital,2023,2,Coimbra,8341,6376
4276,Oliveira do Hospital,2023,3,Coimbra,8873,5852
4277,Oliveira do Hospital,2023,4,Coimbra,7878,6847
4278,Oliveira do Hospital,2023,5,Coimbra,8037,6688
4279,Oliveira do Hospital,2023,6,Coimbra,7382,7356
4280,Oliveira do Hospital,2023,7,Coimbra,7189,7552
4281,Oliveira do Hospital,2023,8,Coimbra,7151,7600
4282,Oliveira do Hospital,2023,9,Coimbra,6980,7777
4283,Oliveira do Hospital,2023,10,Coimbra,7004,7763
4284,Oliveira do Hospital,2023,11,Coimbra,6836,7940
4285,Oliveira do Hospital,2023,12,Coimbra,6358,8422
4286,Oliveira do Hospital,2024,1,Coimbra,6320,8470
4287,Oliveira do Hospital,2024,2,Coimbra,5900,8880
4288,Oliveira do Hospital,2024,3,Coimbra,5397,9395
4289,Oliveira do Hospital,2024,4,Coimbra,5304,9490
4290,Ourique,2022,3,Beja,3382,755
4291,Ourique,2022,4,Beja,3284,851
4292,Ourique,2022,5,Beja,3206,922
4293,Ourique,2022,6,Beja,3257,874
4294,Ourique,2022,7,Beja,3099,1041
4295,Ourique,2022,8,Beja,3069,1071
4296,Ourique,2022,9,Beja,3027,1121
4297,Ourique,2022,10,Beja,2928,1217
4298,Ourique,2022,11,Beja,2916,1229
4299,Ourique,2022,12,Beja,2861,1289
4300,Ourique,2023,1,Beja,2834,1323
4301,Ourique,2023,2,Beja,2830,1327
4302,Ourique,2023,3,Beja,2723,1441
4303,Ourique,2023,4,Beja,2442,1722
4304,Ourique,2023,5,Beja,2210,1954
4305,Ourique,2023,6,Beja,2120,2050
4306,Ourique,2023,7,Beja,1959,2210
4307,Ourique,2023,8,Beja,1686,2483
4308,Ourique,2023,9,Beja,1428,2740
4309,Ourique,2023,10,Beja,1341,2832
4310,Ourique,2023,11,Beja,1100,3075
4311,Ourique,2023,12,Beja,947,3229
4312,Ourique,2024,1,Beja,847,3327
4313,Ourique,2024,2,Beja,803,3373
4314,Ourique,2024,3,Beja,738,3438
4315,Ourique,2024,4,Beja,719,3457
4316,Ourém,2022,3,Santarém,10969,20896
4317,Ourém,2022,4,Santarém,11196,20670
4318,Ourém,2022,5,Santarém,10866,21022
4319,Ourém,2022,6,Santarém,10942,20972
4320,Ourém,2022,7,Santarém,10487,21461
4321,Ourém,2022,8,Santarém,10198,21785
4322,Ourém,2022,9,Santarém,10156,21861
4323,Ourém,2022,10,Santarém,9909,22132
4324,Ourém,2022,11,Santarém,9921,22149
4325,Ourém,2022,12,Santarém,9295,22797
4326,Ourém,2023,1,Santarém,9292,22842
4327,Ourém,2023,2,Santarém,8859,23303
4328,Ourém,2023,3,Santarém,7658,24523
4329,Ourém,2023,4,Santarém,7355,24826
4330,Ourém,2023,5,Santarém,7065,25116
4331,Ourém,2023,6,Santarém,6970,25311
4332,Ourém,2023,7,Santarém,6260,26033
4333,Ourém,2023,8,Santarém,6111,26232
4334,Ourém,2023,9,Santarém,6062,26309
4335,Ourém,2023,10,Santarém,5565,26826
4336,Ourém,2023,11,Santarém,5203,27219
4337,Ourém,2023,12,Santarém,4618,27804
4338,Ourém,2024,1,Santarém,4634,27820
4339,Ourém,2024,2,Santarém,3986,28475
4340,Ourém,2024,3,Santarém,3723,28770
4341,Ourém,2024,4,Santarém,3689,28802
4342,Ovar,2022,3,Aveiro,12157,19916
4343,Ovar,2022,4,Aveiro,12129,19957
4344,Ovar,2022,5,Aveiro,11943,20177
4345,Ovar,2022,6,Aveiro,12026,20130
4346,Ovar,2022,7,Aveiro,11779,20433
4347,Ovar,2022,8,Aveiro,11638,20603
4348,Ovar,2022,9,Aveiro,11423,20765
4349,Ovar,2022,10,Aveiro,11128,21052
4350,Ovar,2022,11,Aveiro,11362,20814
4351,Ovar,2022,12,Aveiro,10659,21522
4352,Ovar,2023,1,Aveiro,10156,22048
4353,Ovar,2023,2,Aveiro,10286,21922
4354,Ovar,2023,3,Aveiro,8782,23444
4355,Ovar,2023,4,Aveiro,8072,24155
4356,Ovar,2023,5,Aveiro,6966,25261
4357,Ovar,2023,6,Aveiro,6686,25704
4358,Ovar,2023,7,Aveiro,6393,26030
4359,Ovar,2023,8,Aveiro,6191,26249
4360,Ovar,2023,9,Aveiro,5099,27289
4361,Ovar,2023,10,Aveiro,4347,28036
4362,Ovar,2023,11,Aveiro,3592,28807
4363,Ovar,2023,12,Aveiro,2543,29854
4364,Ovar,2024,1,Aveiro,2503,29914
4365,Ovar,2024,2,Aveiro,1932,30480
4366,Ovar,2024,3,Aveiro,1801,30648
4367,Ovar,2024,4,Aveiro,1801,30647
4368,Palmela,2022,3,Setúbal,10273,28327
4369,Palmela,2022,4,Setúbal,10564,28047
4370,Palmela,2022,5,Setúbal,10072,28608
4371,Palmela,2022,6,Setúbal,10283,28466
4372,Palmela,2022,7,Setúbal,9834,28950
4373,Palmela,2022,8,Setúbal,9927,28942
4374,Palmela,2022,9,Setúbal,9597,29221
4375,Palmela,2022,10,Setúbal,9431,29413
4376,Palmela,2022,11,Setúbal,9433,29453
4377,Palmela,2022,12,Setúbal,9049,29872
4378,Palmela,2023,1,Setúbal,8890,30078
4379,Palmela,2023,2,Setúbal,8890,30111
4380,Palmela,2023,3,Setúbal,7902,31130
4381,Palmela,2023,4,Setúbal,7296,31737
4382,Palmela,2023,5,Setúbal,6781,32252
4383,Palmela,2023,6,Setúbal,6537,32667
4384,Palmela,2023,7,Setúbal,6286,32988
4385,Palmela,2023,8,Setúbal,6095,33294
4386,Palmela,2023,9,Setúbal,5372,33953
4387,Palmela,2023,10,Setúbal,5220,34163
4388,Palmela,2023,11,Setúbal,4965,34449
4389,Palmela,2023,12,Setúbal,4813,34642
4390,Palmela,2024,1,Setúbal,4796,34687
4391,Palmela,2024,2,Setúbal,4612,34912
4392,Palmela,2024,3,Setúbal,4091,35471
4393,Palmela,2024,4,Setúbal,4197,35376
4394,Pampilhosa da Serra,2022,3,Coimbra,2529,2836
4395,Pampilhosa da Serra,2022,4,Coimbra,2500,2856
4396,Pampilhosa da Serra,2022,5,Coimbra,2448,2895
4397,Pampilhosa da Serra,2022,6,Coimbra,2412,2937
4398,Pampilhosa da Serra,2022,7,Coimbra,2378,2970
4399,Pampilhosa da Serra,2022,8,Coimbra,2291,3058
4400,Pampilhosa da Serra,2022,9,Coimbra,2331,3010
4401,Pampilhosa da Serra,2022,10,Coimbra,2257,3084
4402,Pampilhosa da Serra,2022,11,Coimbra,2338,3005
4403,Pampilhosa da Serra,2022,12,Coimbra,2257,3079
4404,Pampilhosa da Serra,2023,1,Coimbra,2272,3059
4405,Pampilhosa da Serra,2023,2,Coimbra,2153,3175
4406,Pampilhosa da Serra,2023,3,Coimbra,2109,3219
4407,Pampilhosa da Serra,2023,4,Coimbra,1975,3353
4408,Pampilhosa da Serra,2023,5,Coimbra,1820,3508
4409,Pampilhosa da Serra,2023,6,Coimbra,1745,3603
4410,Pampilhosa da Serra,2023,7,Coimbra,1663,3691
4411,Pampilhosa da Serra,2023,8,Coimbra,1528,3830
4412,Pampilhosa da Serra,2023,9,Coimbra,1541,3814
4413,Pampilhosa da Serra,2023,10,Coimbra,1308,4050
4414,Pampilhosa da Serra,2023,11,Coimbra,1144,4210
4415,Pampilhosa da Serra,2023,12,Coimbra,935,4422
4416,Pampilhosa da Serra,2024,1,Coimbra,803,4548
4417,Pampilhosa da Serra,2024,2,Coimbra,484,4860
4418,Pampilhosa da Serra,2024,3,Coimbra,350,4989
4419,Pampilhosa da Serra,2024,4,Coimbra,342,5000
4420,Paredes,2022,3,Porto,12059,20528
4421,Paredes,2022,4,Porto,12546,20053
4422,Paredes,2022,5,Porto,11941,20585
4423,Paredes,2022,6,Porto,12110,20458
4424,Paredes,2022,7,Porto,11756,20845
4425,Paredes,2022,8,Porto,11662,20966
4426,Paredes,2022,9,Porto,11598,21032
4427,Paredes,2022,10,Porto,11389,21259
4428,Paredes,2022,11,Porto,11572,21115
4429,Paredes,2022,12,Porto,11459,21252
4430,Paredes,2023,1,Porto,11293,21458
4431,Paredes,2023,2,Porto,11137,21654
4432,Paredes,2023,3,Porto,10321,22502
4433,Paredes,2023,4,Porto,10140,22683
4434,Paredes,2023,5,Porto,9734,23089
4435,Paredes,2023,6,Porto,9571,23373
4436,Paredes,2023,7,Porto,9217,23769
4437,Paredes,2023,8,Porto,9211,23793
4438,Paredes,2023,9,Porto,8801,24232
4439,Paredes,2023,10,Porto,6986,26079
4440,Paredes,2023,11,Porto,5334,27787
4441,Paredes,2023,12,Porto,4342,28801
4442,Paredes,2024,1,Porto,3641,29536
4443,Paredes,2024,2,Porto,2718,30462
4444,Paredes,2024,3,Porto,2365,30861
4445,Paredes,2024,4,Porto,2389,30836
4446,Paredes de Coura,2022,3,Viana do Castelo,4920,1597
4447,Paredes de Coura,2022,4,Viana do Castelo,4916,1601
4448,Paredes de Coura,2022,5,Viana do Castelo,4358,2164
4449,Paredes de Coura,2022,6,Viana do Castelo,4295,2234
4450,Paredes de Coura,2022,7,Viana do Castelo,4125,2430
4451,Paredes de Coura,2022,8,Viana do Castelo,4122,2432
4452,Paredes de Coura,2022,9,Viana do Castelo,3990,2563
4453,Paredes de Coura,2022,10,Viana do Castelo,3739,2814
4454,Paredes de Coura,2022,11,Viana do Castelo,3765,2794
4455,Paredes de Coura,2022,12,Viana do Castelo,3675,2887
4456,Paredes de Coura,2023,1,Viana do Castelo,3652,2904
4457,Paredes de Coura,2023,2,Viana do Castelo,3677,2885
4458,Paredes de Coura,2023,3,Viana do Castelo,3588,2975
4459,Paredes de Coura,2023,4,Viana do Castelo,3419,3145
4460,Paredes de Coura,2023,5,Viana do Castelo,2816,3748
4461,Paredes de Coura,2023,6,Viana do Castelo,2520,4061
4462,Paredes de Coura,2023,7,Viana do Castelo,2266,4328
4463,Paredes de Coura,2023,8,Viana do Castelo,2159,4430
4464,Paredes de Coura,2023,9,Viana do Castelo,2139,4456
4465,Paredes de Coura,2023,10,Viana do Castelo,2019,4575
4466,Paredes de Coura,2023,11,Viana do Castelo,2031,4565
4467,Paredes de Coura,2023,12,Viana do Castelo,2043,4556
4468,Paredes de Coura,2024,1,Viana do Castelo,1868,4729
4469,Paredes de Coura,2024,2,Viana do Castelo,1696,4899
4470,Paredes de Coura,2024,3,Viana do Castelo,1656,4944
4471,Paredes de Coura,2024,4,Viana do Castelo,1660,4939
4472,Paços de Ferreira,2022,3,Porto,13328,12283
4473,Paços de Ferreira,2022,4,Porto,13529,12113
4474,Paços de Ferreira,2022,5,Porto,13238,12449
4475,Paços de Ferreira,2022,6,Porto,13392,12360
4476,Paços de Ferreira,2022,7,Porto,13246,12533
4477,Paços de Ferreira,2022,8,Porto,13262,12529
4478,Paços de Ferreira,2022,9,Porto,13030,12770
4479,Paços de Ferreira,2022,10,Porto,12838,12986
4480,Paços de Ferreira,2022,11,Porto,12821,13026
4481,Paços de Ferreira,2022,12,Porto,12723,13163
4482,Paços de Ferreira,2023,1,Porto,12489,13425
4483,Paços de Ferreira,2023,2,Porto,12215,13716
4484,Paços de Ferreira,2023,3,Porto,10926,15025
4485,Paços de Ferreira,2023,4,Porto,10091,15861
4486,Paços de Ferreira,2023,5,Porto,9420,16532
4487,Paços de Ferreira,2023,6,Porto,8956,17199
4488,Paços de Ferreira,2023,7,Porto,8321,17814
4489,Paços de Ferreira,2023,8,Porto,8194,17960
4490,Paços de Ferreira,2023,9,Porto,6956,19198
4491,Paços de Ferreira,2023,10,Porto,6243,19971
4492,Paços de Ferreira,2023,11,Porto,5075,21161
4493,Paços de Ferreira,2023,12,Porto,3182,23081
4494,Paços de Ferreira,2024,1,Porto,2799,23511
4495,Paços de Ferreira,2024,2,Porto,2175,24153
4496,Paços de Ferreira,2024,3,Porto,2067,24285
4497,Paços de Ferreira,2024,4,Porto,1898,24459
4498,Pedrógão Grande,2022,3,Leiria,2264,1565
4499,Pedrógão Grande,2022,4,Leiria,2261,1573
4500,Pedrógão Grande,2022,5,Leiria,2207,1617
4501,Pedrógão Grande,2022,6,Leiria,2169,1649
4502,Pedrógão Grande,2022,7,Leiria,2156,1661
4503,Pedrógão Grande,2022,8,Leiria,2132,1692
4504,Pedrógão Grande,2022,9,Leiria,2241,1586
4505,Pedrógão Grande,2022,10,Leiria,2038,1789
4506,Pedrógão Grande,2022,11,Leiria,2072,1751
4507,Pedrógão Grande,2022,12,Leiria,1990,1833
4508,Pedrógão Grande,2023,1,Leiria,2105,1717
4509,Pedrógão Grande,2023,2,Leiria,1979,1847
4510,Pedrógão Grande,2023,3,Leiria,1836,1988
4511,Pedrógão Grande,2023,4,Leiria,1815,2009
4512,Pedrógão Grande,2023,5,Leiria,1665,2159
4513,Pedrógão Grande,2023,6,Leiria,1523,2309
4514,Pedrógão Grande,2023,7,Leiria,1339,2489
4515,Pedrógão Grande,2023,8,Leiria,1178,2648
4516,Pedrógão Grande,2023,9,Leiria,1114,2708
4517,Pedrógão Grande,2023,10,Leiria,1063,2761
4518,Pedrógão Grande,2023,11,Leiria,1037,2792
4519,Pedrógão Grande,2023,12,Leiria,1025,2809
4520,Pedrógão Grande,2024,1,Leiria,1025,2803
4521,Pedrógão Grande,2024,2,Leiria,1076,2748
4522,Pedrógão Grande,2024,3,Leiria,921,2904
4523,Pedrógão Grande,2024,4,Leiria,903,2921
4524,Penacova,2022,3,Coimbra,5552,3173
4525,Penacova,2022,4,Coimbra,5458,3267
4526,Penacova,2022,5,Coimbra,5368,3351
4527,Penacova,2022,6,Coimbra,5342,3377
4528,Penacova,2022,7,Coimbra,5272,3458
4529,Penacova,2022,8,Coimbra,5210,3518
4530,Penacova,2022,9,Coimbra,5159,3574
4531,Penacova,2022,10,Coimbra,5136,3593
4532,Penacova,2022,11,Coimbra,5167,3569
4533,Penacova,2022,12,Coimbra,5081,3654
4534,Penacova,2023,1,Coimbra,5033,3721
4535,Penacova,2023,2,Coimbra,5022,3724
4536,Penacova,2023,3,Coimbra,4942,3801
4537,Penacova,2023,4,Coimbra,4901,3841
4538,Penacova,2023,5,Coimbra,4853,3889
4539,Penacova,2023,6,Coimbra,4811,3932
4540,Penacova,2023,7,Coimbra,4650,4112
4541,Penacova,2023,8,Coimbra,4603,4162
4542,Penacova,2023,9,Coimbra,4553,4214
4543,Penacova,2023,10,Coimbra,4369,4402
4544,Penacova,2023,11,Coimbra,4205,4570
4545,Penacova,2023,12,Coimbra,4055,4721
4546,Penacova,2024,1,Coimbra,3787,4987
4547,Penacova,2024,2,Coimbra,3306,5460
4548,Penacova,2024,3,Coimbra,2984,5789
4549,Penacova,2024,4,Coimbra,2813,5963
4550,Penafiel,2022,3,Porto,18659,16299
4551,Penafiel,2022,4,Porto,18941,16046
4552,Penafiel,2022,5,Porto,18482,16529
4553,Penafiel,2022,6,Porto,18400,16666
4554,Penafiel,2022,7,Porto,18239,16877
4555,Penafiel,2022,8,Porto,18142,17006
4556,Penafiel,2022,9,Porto,17961,17209
4557,Penafiel,2022,10,Porto,17853,17345
4558,Penafiel,2022,11,Porto,17992,17225
4559,Penafiel,2022,12,Porto,17791,17481
4560,Penafiel,2023,1,Porto,17680,17563
4561,Penafiel,2023,2,Porto,17496,17794
4562,Penafiel,2023,3,Porto,16787,18541
4563,Penafiel,2023,4,Porto,16410,18918
4564,Penafiel,2023,5,Porto,16216,19112
4565,Penafiel,2023,6,Porto,15338,20124
4566,Penafiel,2023,7,Porto,14507,20995
4567,Penafiel,2023,8,Porto,14275,21264
4568,Penafiel,2023,9,Porto,13970,21600
4569,Penafiel,2023,10,Porto,13780,21821
4570,Penafiel,2023,11,Porto,13470,22175
4571,Penafiel,2023,12,Porto,13043,22655
4572,Penafiel,2024,1,Porto,12876,22814
4573,Penafiel,2024,2,Porto,11547,24134
4574,Penafiel,2024,3,Porto,9976,25745
4575,Penafiel,2024,4,Porto,9652,26073
4576,Penalva do Castelo,2022,3,Viseu,4142,1753
4577,Penalva do Castelo,2022,4,Viseu,4141,1752
4578,Penalva do Castelo,2022,5,Viseu,4032,1865
4579,Penalva do Castelo,2022,6,Viseu,4049,1847
4580,Penalva do Castelo,2022,7,Viseu,3877,2029
4581,Penalva do Castelo,2022,8,Viseu,3838,2085
4582,Penalva do Castelo,2022,9,Viseu,3802,2120
4583,Penalva do Castelo,2022,10,Viseu,3645,2283
4584,Penalva do Castelo,2022,11,Viseu,3807,2122
4585,Penalva do Castelo,2022,12,Viseu,3597,2331
4586,Penalva do Castelo,2023,1,Viseu,3510,2418
4587,Penalva do Castelo,2023,2,Viseu,3513,2410
4588,Penalva do Castelo,2023,3,Viseu,3365,2560
4589,Penalva do Castelo,2023,4,Viseu,3175,2750
4590,Penalva do Castelo,2023,5,Viseu,2980,2945
4591,Penalva do Castelo,2023,6,Viseu,2866,3072
4592,Penalva do Castelo,2023,7,Viseu,2650,3306
4593,Penalva do Castelo,2023,8,Viseu,2629,3331
4594,Penalva do Castelo,2023,9,Viseu,2421,3541
4595,Penalva do Castelo,2023,10,Viseu,2262,3704
4596,Penalva do Castelo,2023,11,Viseu,1720,4242
4597,Penalva do Castelo,2023,12,Viseu,560,5410
4598,Penalva do Castelo,2024,1,Viseu,532,5436
4599,Penalva do Castelo,2024,2,Viseu,426,5548
4600,Penalva do Castelo,2024,3,Viseu,372,5601
4601,Penalva do Castelo,2024,4,Viseu,345,5628
4602,Penamacor,2022,3,Castelo Branco,3675,2739
4603,Penamacor,2022,4,Castelo Branco,3660,2752
4604,Penamacor,2022,5,Castelo Branco,3541,2850
4605,Penamacor,2022,6,Castelo Branco,3540,2849
4606,Penamacor,2022,7,Castelo Branco,3402,2991
4607,Penamacor,2022,8,Castelo Branco,3364,3040
4608,Penamacor,2022,9,Castelo Branco,3345,3058
4609,Penamacor,2022,10,Castelo Branco,3265,3138
4610,Penamacor,2022,11,Castelo Branco,3218,3189
4611,Penamacor,2022,12,Castelo Branco,3129,3275
4612,Penamacor,2023,1,Castelo Branco,2960,3437
4613,Penamacor,2023,2,Castelo Branco,2926,3469
4614,Penamacor,2023,3,Castelo Branco,2672,3721
4615,Penamacor,2023,4,Castelo Branco,2572,3821
4616,Penamacor,2023,5,Castelo Branco,2446,3947
4617,Penamacor,2023,6,Castelo Branco,2387,4025
4618,Penamacor,2023,7,Castelo Branco,2233,4187
4619,Penamacor,2023,8,Castelo Branco,2190,4234
4620,Penamacor,2023,9,Castelo Branco,2012,4403
4621,Penamacor,2023,10,Castelo Branco,1911,4502
4622,Penamacor,2023,11,Castelo Branco,1798,4613
4623,Penamacor,2023,12,Castelo Branco,1681,4725
4624,Penamacor,2024,1,Castelo Branco,1351,5053
4625,Penamacor,2024,2,Castelo Branco,1039,5361
4626,Penamacor,2024,3,Castelo Branco,735,5671
4627,Penamacor,2024,4,Castelo Branco,708,5697
4628,Penedono,2022,3,Viseu,1788,1004
4629,Penedono,2022,4,Viseu,1836,953
4630,Penedono,2022,5,Viseu,1737,1047
4631,Penedono,2022,6,Viseu,1693,1097
4632,Penedono,2022,7,Viseu,1664,1125
4633,Penedono,2022,8,Viseu,1642,1145
4634,Penedono,2022,9,Viseu,1658,1130
4635,Penedono,2022,10,Viseu,1678,1116
4636,Penedono,2022,11,Viseu,1659,1132
4637,Penedono,2022,12,Viseu,1715,1076
4638,Penedono,2023,1,Viseu,1645,1151
4639,Penedono,2023,2,Viseu,1600,1200
4640,Penedono,2023,3,Viseu,1498,1301
4641,Penedono,2023,4,Viseu,1396,1403
4642,Penedono,2023,5,Viseu,1270,1529
4643,Penedono,2023,6,Viseu,1250,1554
4644,Penedono,2023,7,Viseu,1192,1620
4645,Penedono,2023,8,Viseu,1154,1659
4646,Penedono,2023,9,Viseu,1080,1731
4647,Penedono,2023,10,Viseu,913,1894
4648,Penedono,2023,11,Viseu,796,2014
4649,Penedono,2023,12,Viseu,701,2111
4650,Penedono,2024,1,Viseu,671,2141
4651,Penedono,2024,2,Viseu,578,2230
4652,Penedono,2024,3,Viseu,544,2266
4653,Penedono,2024,4,Viseu,540,2270
4654,Penela,2022,3,Coimbra,2484,1571
4655,Penela,2022,4,Coimbra,2423,1631
4656,Penela,2022,5,Coimbra,2303,1743
4657,Penela,2022,6,Coimbra,2234,1811
4658,Penela,2022,7,Coimbra,2116,1933
4659,Penela,2022,8,Coimbra,2095,1956
4660,Penela,2022,9,Coimbra,2059,2011
4661,Penela,2022,10,Coimbra,1967,2088
4662,Penela,2022,11,Coimbra,2079,1972
4663,Penela,2022,12,Coimbra,1992,2061
