,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente
547,Alvaiázere,2022,4,Leiria,1662,4261
548,Alvaiázere,2022,5,Leiria,1623,4286
549,Alvaiázere,2022,6,Leiria,1807,4103
550,Alvaiázere,2022,7,Leiria,1520,4382
551,Alvaiázere,2022,8,Leiria,1422,4487
552,Alvaiázere,2022,9,Leiria,1424,4490
553,Alvaiázere,2022,10,Leiria,1261,4642
554,Alvaiázere,2022,11,Leiria,1002,4893
555,Alvaiázere,2022,12,Leiria,864,5036
556,Alvaiázere,2023,1,Leiria,799,5093
557,Alvaiázere,2023,2,Leiria,758,5136
558,Alvaiázere,2023,3,Leiria,489,5405
559,Alvaiázere,2023,4,Leiria,460,5434
560,Alvaiázere,2023,5,Leiria,430,5464
561,Alvaiázere,2023,6,Leiria,414,5483
562,Alvaiázere,2023,7,Leiria,396,5506
563,Alvaiázere,2023,8,Leiria,387,5517
564,Alvaiázere,2023,9,Leiria,408,5497
565,Alvaiázere,2023,10,Leiria,358,5554
566,Alvaiázere,2023,11,Leiria,640,5272
567,Alvaiázere,2023,12,Leiria,376,5532
568,Alvaiázere,2024,1,Leiria,393,5514
569,Alvaiázere,2024,2,Leiria,304,5605
570,Alvaiázere,2024,3,Leiria,284,5621
571,Alvaiázere,2024,4,Leiria,290,5616
572,Alvito,2022,3,Beja,270,1437
573,Alvito,2022,4,Beja,305,1407
574,Alvito,2022,5,Beja,237,1472
575,Alvito,2022,6,Beja,298,1411
576,Alvito,2022,7,Beja,230,1476
577,Alvito,2022,8,Beja,230,1475
578,Alvito,2022,9,Beja,216,1492
579,Alvito,2022,10,Beja,209,1499
580,Alvito,2022,11,Beja,201,1507
581,Alvito,2022,12,Beja,192,1517
582,Alvito,2023,1,Beja,197,1512
583,Alvito,2023,2,Beja,208,1504
584,Alvito,2023,3,Beja,193,1524
585,Alvito,2023,4,Beja,195,1522
586,Alvito,2023,5,Beja,196,1521
587,Alvito,2023,6,Beja,197,1528
588,Alvito,2023,7,Beja,208,1521
589,Alvito,2023,8,Beja,198,1535
590,Alvito,2023,9,Beja,196,1541
591,Alvito,2023,10,Beja,195,1544
592,Alvito,2023,11,Beja,175,1563
593,Alvito,2023,12,Beja,165,1574
594,Alvito,2024,1,Beja,170,1570
595,Alvito,2024,2,Beja,121,1617
596,Alvito,2024,3,Beja,105,1634
597,Alvito,2024,4,Beja,114,1626
598,Amadora,2022,3,Lisboa,23632,74381
599,Amadora,2022,4,Lisboa,25107,72911
600,Amadora,2022,5,Lisboa,22570,75444
601,Amadora,2022,6,Lisboa,23097,74971
602,Amadora,2022,7,Lisboa,20212,77889
603,Amadora,2022,8,Lisboa,19775,78371
604,Amadora,2022,9,Lisboa,19339,78865
605,Amadora,2022,10,Lisboa,19813,78451
606,Amadora,2022,11,Lisboa,18606,79758
607,Amadora,2022,12,Lisboa,17251,81126
608,Amadora,2023,1,Lisboa,14934,83509
609,Amadora,2023,2,Lisboa,14815,83689
610,Amadora,2023,3,Lisboa,12847,85737
611,Amadora,2023,4,Lisboa,11583,87002
612,Amadora,2023,5,Lisboa,10743,87842
613,Amadora,2023,6,Lisboa,10825,87908
614,Amadora,2023,7,Lisboa,10169,88621
615,Amadora,2023,8,Lisboa,9981,88840
616,Amadora,2023,9,Lisboa,9430,89377
617,Amadora,2023,10,Lisboa,6875,92061
618,Amadora,2023,11,Lisboa,5043,93977
619,Amadora,2023,12,Lisboa,4833,94189
620,Amadora,2024,1,Lisboa,4657,94365
621,Amadora,2024,2,Lisboa,3698,95272
622,Amadora,2024,3,Lisboa,3754,95275
623,Amadora,2024,4,Lisboa,3699,95336
624,Amarante,2022,3,Porto,17216,14238
625,Amarante,2022,4,Porto,16978,14499
626,Amarante,2022,5,Porto,16690,14812
627,Amarante,2022,6,Porto,16917,14584
628,Amarante,2022,7,Porto,16462,15080
629,Amarante,2022,8,Porto,16388,15181
630,Amarante,2022,9,Porto,16288,15290
631,Amarante,2022,10,Porto,16204,15407
632,Amarante,2022,11,Porto,16128,15486
633,Amarante,2022,12,Porto,16007,15618
634,Amarante,2023,1,Porto,15997,15620
635,Amarante,2023,2,Porto,15955,15691
636,Amarante,2023,3,Porto,15772,15905
637,Amarante,2023,4,Porto,15640,16041
638,Amarante,2023,5,Porto,15587,16094
639,Amarante,2023,6,Porto,15497,16300
640,Amarante,2023,7,Porto,15471,16367
641,Amarante,2023,8,Porto,15408,16459
642,Amarante,2023,9,Porto,15308,16562
643,Amarante,2023,10,Porto,14996,16912
644,Amarante,2023,11,Porto,14748,17197
645,Amarante,2023,12,Porto,14609,17339
646,Amarante,2024,1,Porto,13585,18346
647,Amarante,2024,2,Porto,11998,19922
648,Amarante,2024,3,Porto,10745,21201
649,Amarante,2024,4,Porto,10749,21199
650,Amares,2022,3,Braga,5751,5436
651,Amares,2022,4,Braga,5935,5258
652,Amares,2022,5,Braga,5686,5510
653,Amares,2022,6,Braga,5763,5446
654,Amares,2022,7,Braga,5702,5524
655,Amares,2022,8,Braga,5674,5574
656,Amares,2022,9,Braga,5113,6146
657,Amares,2022,10,Braga,4962,6305
658,Amares,2022,11,Braga,5046,6225
659,Amares,2022,12,Braga,4887,6377
660,Amares,2023,1,Braga,4789,6487
661,Amares,2023,2,Braga,4874,6414
662,Amares,2023,3,Braga,4609,6681
663,Amares,2023,4,Braga,4553,6736
664,Amares,2023,5,Braga,4501,6788
665,Amares,2023,6,Braga,4358,6971
666,Amares,2023,7,Braga,4292,7065
667,Amares,2023,8,Braga,4275,7087
668,Amares,2023,9,Braga,4177,7184
669,Amares,2023,10,Braga,4011,7360
670,Amares,2023,11,Braga,3996,7385
671,Amares,2023,12,Braga,2967,8430
672,Amares,2024,1,Braga,2576,8828
673,Amares,2024,2,Braga,1764,9636
674,Amares,2024,3,Braga,1414,10001
675,Amares,2024,4,Braga,1347,10072
676,Anadia,2022,3,Aveiro,12512,4690
677,Anadia,2022,4,Aveiro,12467,4744
678,Anadia,2022,5,Aveiro,12304,4929
679,Anadia,2022,6,Aveiro,12211,5041
680,Anadia,2022,7,Aveiro,12069,5199
681,Anadia,2022,8,Aveiro,12002,5278
682,Anadia,2022,9,Aveiro,11808,5471
683,Anadia,2022,10,Aveiro,11559,5707
684,Anadia,2022,11,Aveiro,11526,5730
685,Anadia,2022,12,Aveiro,11155,6098
686,Anadia,2023,1,Aveiro,11091,6154
687,Anadia,2023,2,Aveiro,11014,6247
688,Anadia,2023,3,Aveiro,10406,6857
689,Anadia,2023,4,Aveiro,10221,7042
690,Anadia,2023,5,Aveiro,9979,7284
691,Anadia,2023,6,Aveiro,9560,7735
692,Anadia,2023,7,Aveiro,8728,8598
693,Anadia,2023,8,Aveiro,8340,8987
694,Anadia,2023,9,Aveiro,7582,9746
695,Anadia,2023,10,Aveiro,7107,10234
696,Anadia,2023,11,Aveiro,6545,10783
697,Anadia,2023,12,Aveiro,6181,11141
698,Anadia,2024,1,Aveiro,5817,11505
699,Anadia,2024,2,Aveiro,5315,11988
700,Anadia,2024,3,Aveiro,4698,12624
701,Anadia,2024,4,Aveiro,4530,12792
702,Ansião,2022,3,Leiria,3002,6050
703,Ansião,2022,4,Leiria,3184,5870
704,Ansião,2022,5,Leiria,2884,6168
705,Ansião,2022,6,Leiria,2863,6193
706,Ansião,2022,7,Leiria,2606,6457
707,Ansião,2022,8,Leiria,2406,6667
708,Ansião,2022,9,Leiria,2341,6716
709,Ansião,2022,10,Leiria,2229,6820
710,Ansião,2022,11,Leiria,2209,6838
711,Ansião,2022,12,Leiria,2139,6905
712,Ansião,2023,1,Leiria,1912,7130
713,Ansião,2023,2,Leiria,2034,7006
714,Ansião,2023,3,Leiria,1744,7300
715,Ansião,2023,4,Leiria,1586,7458
716,Ansião,2023,5,Leiria,1428,7616
717,Ansião,2023,6,Leiria,1322,7726
718,Ansião,2023,7,Leiria,1157,7907
719,Ansião,2023,8,Leiria,1107,7965
720,Ansião,2023,9,Leiria,770,8297
721,Ansião,2023,10,Leiria,675,8396
722,Ansião,2023,11,Leiria,841,8216
723,Ansião,2023,12,Leiria,690,8365
724,Ansião,2024,1,Leiria,787,8264
725,Ansião,2024,2,Leiria,453,8589
726,Ansião,2024,3,Leiria,429,8618
727,Ansião,2024,4,Leiria,441,8608
728,Arcos de Valdevez,2022,3,Viana do Castelo,12924,5995
729,Arcos de Valdevez,2022,4,Viana do Castelo,12798,6137
730,Arcos de Valdevez,2022,5,Viana do Castelo,12577,6343
731,Arcos de Valdevez,2022,6,Viana do Castelo,12821,6120
732,Arcos de Valdevez,2022,7,Viana do Castelo,12568,6431
733,Arcos de Valdevez,2022,8,Viana do Castelo,12441,6553
734,Arcos de Valdevez,2022,9,Viana do Castelo,12397,6611
735,Arcos de Valdevez,2022,10,Viana do Castelo,11977,7039
736,Arcos de Valdevez,2022,11,Viana do Castelo,12140,6897
737,Arcos de Valdevez,2022,12,Viana do Castelo,11922,7130
738,Arcos de Valdevez,2023,1,Viana do Castelo,11850,7204
739,Arcos de Valdevez,2023,2,Viana do Castelo,11884,7173
740,Arcos de Valdevez,2023,3,Viana do Castelo,11443,7623
741,Arcos de Valdevez,2023,4,Viana do Castelo,11337,7729
742,Arcos de Valdevez,2023,5,Viana do Castelo,9982,9084
743,Arcos de Valdevez,2023,6,Viana do Castelo,9445,9667
744,Arcos de Valdevez,2023,7,Viana do Castelo,8261,10905
745,Arcos de Valdevez,2023,8,Viana do Castelo,8166,10994
746,Arcos de Valdevez,2023,9,Viana do Castelo,7408,11758
747,Arcos de Valdevez,2023,10,Viana do Castelo,7356,11815
748,Arcos de Valdevez,2023,11,Viana do Castelo,6949,12235
749,Arcos de Valdevez,2023,12,Viana do Castelo,6013,13173
750,Arcos de Valdevez,2024,1,Viana do Castelo,5999,13173
751,Arcos de Valdevez,2024,2,Viana do Castelo,5181,13970
752,Arcos de Valdevez,2024,3,Viana do Castelo,4310,14861
753,Arcos de Valdevez,2024,4,Viana do Castelo,4163,15010
754,Arganil,2022,3,Coimbra,8064,3004
755,Arganil,2022,4,Coimbra,7987,3080
756,Arganil,2022,5,Coimbra,7913,3144
757,Arganil,2022,6,Coimbra,7886,3178
758,Arganil,2022,7,Coimbra,7823,3238
759,Arganil,2022,8,Coimbra,7770,3296
760,Arganil,2022,9,Coimbra,7681,3406
761,Arganil,2022,10,Coimbra,7637,3459
762,Arganil,2022,11,Coimbra,7663,3434
763,Arganil,2022,12,Coimbra,7530,3564
764,Arganil,2023,1,Coimbra,7466,3640
765,Arganil,2023,2,Coimbra,7449,3656
766,Arganil,2023,3,Coimbra,7332,3771
767,Arganil,2023,4,Coimbra,7115,3988
768,Arganil,2023,5,Coimbra,6861,4242
769,Arganil,2023,6,Coimbra,6780,4360
770,Arganil,2023,7,Coimbra,6666,4475
771,Arganil,2023,8,Coimbra,6408,4742
772,Arganil,2023,9,Coimbra,6119,5036
773,Arganil,2023,10,Coimbra,5875,5280
774,Arganil,2023,11,Coimbra,5550,5600
775,Arganil,2023,12,Coimbra,5091,6070
776,Arganil,2024,1,Coimbra,4931,6232
777,Arganil,2024,2,Coimbra,4695,6466
778,Arganil,2024,3,Coimbra,4541,6618
779,Arganil,2024,4,Coimbra,4561,6598
780,Armamar,2022,3,Viseu,3226,1887
781,Armamar,2022,4,Viseu,3159,1951
782,Armamar,2022,5,Viseu,3075,2050
783,Armamar,2022,6,Viseu,3009,2123
784,Armamar,2022,7,Viseu,2924,2213
785,Armamar,2022,8,Viseu,2885,2251
786,Armamar,2022,9,Viseu,2861,2276
787,Armamar,2022,10,Viseu,2811,2317
788,Armamar,2022,11,Viseu,2844,2278
789,Armamar,2022,12,Viseu,2815,2299
790,Armamar,2023,1,Viseu,2778,2335
791,Armamar,2023,2,Viseu,2660,2457
792,Armamar,2023,3,Viseu,2512,2599
793,Armamar,2023,4,Viseu,2331,2781
794,Armamar,2023,5,Viseu,2056,3056
795,Armamar,2023,6,Viseu,1540,3607
796,Armamar,2023,7,Viseu,1333,3819
797,Armamar,2023,8,Viseu,1264,3891
798,Armamar,2023,9,Viseu,1227,3930
799,Armamar,2023,10,Viseu,1138,4009
800,Armamar,2023,11,Viseu,1194,3952
801,Armamar,2023,12,Viseu,971,4166
802,Armamar,2024,1,Viseu,864,4275
803,Armamar,2024,2,Viseu,690,4449
804,Armamar,2024,3,Viseu,505,4631
805,Armamar,2024,4,Viseu,470,4666
806,Arouca,2022,3,Aveiro,7201,5345
807,Arouca,2022,4,Aveiro,7209,5338
808,Arouca,2022,5,Aveiro,7204,5347
809,Arouca,2022,6,Aveiro,7149,5409
810,Arouca,2022,7,Aveiro,7008,5574
811,Arouca,2022,8,Aveiro,7036,5548
812,Arouca,2022,9,Aveiro,6909,5681
813,Arouca,2022,10,Aveiro,6875,5721
814,Arouca,2022,11,Aveiro,6993,5615
815,Arouca,2022,12,Aveiro,6862,5744
816,Arouca,2023,1,Aveiro,6829,5800
817,Arouca,2023,2,Aveiro,6864,5762
818,Arouca,2023,3,Aveiro,6650,5990
819,Arouca,2023,4,Aveiro,6571,6070
820,Arouca,2023,5,Aveiro,6583,6058
821,Arouca,2023,6,Aveiro,6556,6114
822,Arouca,2023,7,Aveiro,6464,6215
823,Arouca,2023,8,Aveiro,6396,6297
824,Arouca,2023,9,Aveiro,6454,6235
825,Arouca,2023,10,Aveiro,6148,6553
826,Arouca,2023,11,Aveiro,5803,6910
827,Arouca,2023,12,Aveiro,5247,7471
828,Arouca,2024,1,Aveiro,5172,7553
829,Arouca,2024,2,Aveiro,4907,7812
830,Arouca,2024,3,Aveiro,4726,8003
831,Arouca,2024,4,Aveiro,4715,8015
832,Arraiolos,2022,3,Évora,3243,1609
833,Arraiolos,2022,4,Évora,3215,1635
834,Arraiolos,2022,5,Évora,3147,1704
835,Arraiolos,2022,6,Évora,3086,1768
836,Arraiolos,2022,7,Évora,3047,1818
837,Arraiolos,2022,8,Évora,3005,1866
838,Arraiolos,2022,9,Évora,3074,1793
839,Arraiolos,2022,10,Évora,3067,1802
840,Arraiolos,2022,11,Évora,2968,1899
841,Arraiolos,2022,12,Évora,2929,1940
842,Arraiolos,2023,1,Évora,2918,1950
843,Arraiolos,2023,2,Évora,2956,1915
844,Arraiolos,2023,3,Évora,2885,1982
845,Arraiolos,2023,4,Évora,2880,1987
846,Arraiolos,2023,5,Évora,2856,2011
847,Arraiolos,2023,6,Évora,2867,2007
848,Arraiolos,2023,7,Évora,2818,2057
849,Arraiolos,2023,8,Évora,2775,2104
850,Arraiolos,2023,9,Évora,2765,2120
851,Arraiolos,2023,10,Évora,2468,2418
852,Arraiolos,2023,11,Évora,2084,2797
853,Arraiolos,2023,12,Évora,1855,3028
854,Arraiolos,2024,1,Évora,1674,3210
855,Arraiolos,2024,2,Évora,1648,3237
856,Arraiolos,2024,3,Évora,1592,3294
857,Arraiolos,2024,4,Évora,1565,3321
858,Arronches,2022,3,Portalegre,982,1302
859,Arronches,2022,4,Portalegre,993,1289
860,Arronches,2022,5,Portalegre,968,1311
861,Arronches,2022,6,Portalegre,968,1321
862,Arronches,2022,7,Portalegre,967,1327
863,Arronches,2022,8,Portalegre,954,1338
864,Arronches,2022,9,Portalegre,951,1346
865,Arronches,2022,10,Portalegre,896,1398
866,Arronches,2022,11,Portalegre,938,1361
867,Arronches,2022,12,Portalegre,859,1439
868,Arronches,2023,1,Portalegre,825,1477
869,Arronches,2023,2,Portalegre,815,1485
870,Arronches,2023,3,Portalegre,761,1543
871,Arronches,2023,4,Portalegre,747,1557
872,Arronches,2023,5,Portalegre,708,1596
873,Arronches,2023,6,Portalegre,701,1618
874,Arronches,2023,7,Portalegre,704,1619
875,Arronches,2023,8,Portalegre,690,1634
876,Arronches,2023,9,Portalegre,695,1625
877,Arronches,2023,10,Portalegre,689,1634
878,Arronches,2023,11,Portalegre,679,1646
879,Arronches,2023,12,Portalegre,654,1668
880,Arronches,2024,1,Portalegre,656,1663
881,Arronches,2024,2,Portalegre,628,1686
882,Arronches,2024,3,Portalegre,584,1734
883,Arronches,2024,4,Portalegre,580,1738
884,Arruda dos Vinhos,2022,3,Lisboa,2144,5393
885,Arruda dos Vinhos,2022,4,Lisboa,2296,5247
886,Arruda dos Vinhos,2022,5,Lisboa,2111,5444
887,Arruda dos Vinhos,2022,6,Lisboa,2206,5358
888,Arruda dos Vinhos,2022,7,Lisboa,1969,5600
889,Arruda dos Vinhos,2022,8,Lisboa,1984,5595
890,Arruda dos Vinhos,2022,9,Lisboa,1895,5692
891,Arruda dos Vinhos,2022,10,Lisboa,1620,5984
892,Arruda dos Vinhos,2022,11,Lisboa,1696,5938
893,Arruda dos Vinhos,2022,12,Lisboa,1473,6177
894,Arruda dos Vinhos,2023,1,Lisboa,1450,6206
895,Arruda dos Vinhos,2023,2,Lisboa,1504,6145
896,Arruda dos Vinhos,2023,3,Lisboa,1157,6495
897,Arruda dos Vinhos,2023,4,Lisboa,1051,6601
898,Arruda dos Vinhos,2023,5,Lisboa,960,6692
899,Arruda dos Vinhos,2023,6,Lisboa,825,6853
900,Arruda dos Vinhos,2023,7,Lisboa,786,6902
901,Arruda dos Vinhos,2023,8,Lisboa,729,6982
902,Arruda dos Vinhos,2023,9,Lisboa,589,7120
903,Arruda dos Vinhos,2023,10,Lisboa,540,7178
904,Arruda dos Vinhos,2023,11,Lisboa,507,7222
905,Arruda dos Vinhos,2023,12,Lisboa,454,7292
906,Arruda dos Vinhos,2024,1,Lisboa,416,7335
907,Arruda dos Vinhos,2024,2,Lisboa,404,7347
908,Arruda dos Vinhos,2024,3,Lisboa,347,7413
909,Arruda dos Vinhos,2024,4,Lisboa,351,7413
910,Aveiro,2022,3,Aveiro,9375,41212
911,Aveiro,2022,4,Aveiro,11060,39549
912,Aveiro,2022,5,Aveiro,9020,41639
913,Aveiro,2022,6,Aveiro,9355,41387
914,Aveiro,2022,7,Aveiro,8742,42068
915,Aveiro,2022,8,Aveiro,8684,42150
916,Aveiro,2022,9,Aveiro,8585,42317
917,Aveiro,2022,10,Aveiro,9007,41933
918,Aveiro,2022,11,Aveiro,8485,42553
919,Aveiro,2022,12,Aveiro,8268,42814
920,Aveiro,2023,1,Aveiro,7991,43148
921,Aveiro,2023,2,Aveiro,8051,43144
922,Aveiro,2023,3,Aveiro,6612,44617
923,Aveiro,2023,4,Aveiro,5809,45419
924,Aveiro,2023,5,Aveiro,5166,46062
925,Aveiro,2023,6,Aveiro,4778,46665
926,Aveiro,2023,7,Aveiro,4687,46791
927,Aveiro,2023,8,Aveiro,4425,47093
928,Aveiro,2023,9,Aveiro,4582,46980
929,Aveiro,2023,10,Aveiro,3617,47995
930,Aveiro,2023,11,Aveiro,4003,47653
931,Aveiro,2023,12,Aveiro,3785,47891
932,Aveiro,2024,1,Aveiro,3995,47732
933,Aveiro,2024,2,Aveiro,3437,48303
934,Aveiro,2024,3,Aveiro,3419,48416
935,Aveiro,2024,4,Aveiro,3346,48506
936,Avis,2022,3,Portalegre,1315,1868
937,Avis,2022,4,Portalegre,1301,1887
938,Avis,2022,5,Portalegre,1283,1900
939,Avis,2022,6,Portalegre,1276,1903
940,Avis,2022,7,Portalegre,1237,1951
941,Avis,2022,8,Portalegre,1217,1962
942,Avis,2022,9,Portalegre,1182,1998
943,Avis,2022,10,Portalegre,1185,1994
944,Avis,2022,11,Portalegre,1189,1989
945,Avis,2022,12,Portalegre,1136,2039
946,Avis,2023,1,Portalegre,1131,2043
947,Avis,2023,2,Portalegre,1124,2050
948,Avis,2023,3,Portalegre,911,2263
949,Avis,2023,4,Portalegre,826,2348
950,Avis,2023,5,Portalegre,754,2420
951,Avis,2023,6,Portalegre,662,2520
952,Avis,2023,7,Portalegre,580,2614
953,Avis,2023,8,Portalegre,567,2627
954,Avis,2023,9,Portalegre,468,2726
955,Avis,2023,10,Portalegre,425,2765
956,Avis,2023,11,Portalegre,352,2836
957,Avis,2023,12,Portalegre,333,2847
958,Avis,2024,1,Portalegre,322,2857
959,Avis,2024,2,Portalegre,262,2915
960,Avis,2024,3,Portalegre,246,2934
961,Avis,2024,4,Portalegre,246,2933
962,Azambuja,2022,3,Lisboa,4807,7474
963,Azambuja,2022,4,Lisboa,4819,7483
964,Azambuja,2022,5,Lisboa,4723,7601
965,Azambuja,2022,6,Lisboa,4744,7559
966,Azambuja,2022,7,Lisboa,4644,7668
967,Azambuja,2022,8,Lisboa,4611,7705
968,Azambuja,2022,9,Lisboa,4551,7774
969,Azambuja,2022,10,Lisboa,4479,7851
970,Azambuja,2022,11,Lisboa,4486,7858
971,Azambuja,2022,12,Lisboa,4477,7866
972,Azambuja,2023,1,Lisboa,4514,7834
973,Azambuja,2023,2,Lisboa,4419,7939
974,Azambuja,2023,3,Lisboa,4144,8228
975,Azambuja,2023,4,Lisboa,4030,8342
976,Azambuja,2023,5,Lisboa,3589,8783
977,Azambuja,2023,6,Lisboa,3448,8966
978,Azambuja,2023,7,Lisboa,3142,9280
979,Azambuja,2023,8,Lisboa,3141,9286
980,Azambuja,2023,9,Lisboa,2046,10394
981,Azambuja,2023,10,Lisboa,1693,10750
982,Azambuja,2023,11,Lisboa,1113,11327
983,Azambuja,2023,12,Lisboa,925,11543
984,Azambuja,2024,1,Lisboa,813,11652
985,Azambuja,2024,2,Lisboa,746,11718
986,Azambuja,2024,3,Lisboa,694,11791
987,Azambuja,2024,4,Lisboa,665,11825
988,Baião,2022,3,Porto,8888,3000
989,Baião,2022,4,Porto,8754,3131
990,Baião,2022,5,Porto,8630,3232
991,Baião,2022,6,Porto,8397,3472
992,Baião,2022,7,Porto,8177,3713
993,Baião,2022,8,Porto,8066,3829
994,Baião,2022,9,Porto,8034,3867
995,Baião,2022,10,Porto,7676,4228
996,Baião,2022,11,Porto,7811,4098
997,Baião,2022,12,Porto,7511,4391
998,Baião,2023,1,Porto,7390,4499
999,Baião,2023,2,Porto,7336,4565
1000,Baião,2023,3,Porto,7143,4758
1001,Baião,2023,4,Porto,7105,4796
1002,Baião,2023,5,Porto,7073,4828
1003,Baião,2023,6,Porto,7028,4915
1004,Baião,2023,7,Porto,6903,5062
1005,Baião,2023,8,Porto,6831,5136
1006,Baião,2023,9,Porto,6776,5196
1007,Baião,2023,10,Porto,6660,5313
1008,Baião,2023,11,Porto,6446,5521
1009,Baião,2023,12,Porto,6327,5638
1010,Baião,2024,1,Porto,5375,6580
1011,Baião,2024,2,Porto,4264,7683
1012,Baião,2024,3,Porto,3168,8781
1013,Baião,2024,4,Porto,3106,8843
1014,Barcelos,2022,3,Braga,28012,27633
1015,Barcelos,2022,4,Braga,28180,27634
1016,Barcelos,2022,5,Braga,27608,28271
1017,Barcelos,2022,6,Braga,27973,28408
1018,Barcelos,2022,7,Braga,27473,29262
1019,Barcelos,2022,8,Braga,27351,29398
1020,Barcelos,2022,9,Braga,26811,29630
1021,Barcelos,2022,10,Braga,26167,30109
1022,Barcelos,2022,11,Braga,26403,29888
1023,Barcelos,2022,12,Braga,25959,30370
1024,Barcelos,2023,1,Braga,25639,30684
1025,Barcelos,2023,2,Braga,25374,31016
1026,Barcelos,2023,3,Braga,23338,33095
1027,Barcelos,2023,4,Braga,22384,34049
1028,Barcelos,2023,5,Braga,21567,34866
1029,Barcelos,2023,6,Braga,21474,35815
1030,Barcelos,2023,7,Braga,19717,37772
1031,Barcelos,2023,8,Braga,20183,37313
1032,Barcelos,2023,9,Braga,19266,37936
1033,Barcelos,2023,10,Braga,17463,39610
1034,Barcelos,2023,11,Braga,16677,40398
1035,Barcelos,2023,12,Braga,16312,40806
1036,Barcelos,2024,1,Braga,15404,41728
1037,Barcelos,2024,2,Braga,13678,43463
1038,Barcelos,2024,3,Braga,12624,44582
1039,Barcelos,2024,4,Braga,12413,44802
1040,Barrancos,2022,3,Beja,540,695
1041,Barrancos,2022,4,Beja,473,761
1042,Barrancos,2022,5,Beja,428,803
1043,Barrancos,2022,6,Beja,483,748
1044,Barrancos,2022,7,Beja,402,828
1045,Barrancos,2022,8,Beja,388,851
1046,Barrancos,2022,9,Beja,370,866
1047,Barrancos,2022,10,Beja,363,873
1048,Barrancos,2022,11,Beja,360,878
1049,Barrancos,2022,12,Beja,278,963
1050,Barrancos,2023,1,Beja,241,997
1051,Barrancos,2023,2,Beja,244,994
1052,Barrancos,2023,3,Beja,247,992
1053,Barrancos,2023,4,Beja,237,1002
1054,Barrancos,2023,5,Beja,234,1005
1055,Barrancos,2023,6,Beja,237,1002
1056,Barrancos,2023,7,Beja,245,995
1057,Barrancos,2023,8,Beja,241,1004
1058,Barrancos,2023,9,Beja,221,1020
1059,Barrancos,2023,10,Beja,215,1027
1060,Barrancos,2023,11,Beja,185,1061
1061,Barrancos,2023,12,Beja,154,1094
1062,Barrancos,2024,1,Beja,124,1121
1063,Barrancos,2024,2,Beja,100,1146
1064,Barrancos,2024,3,Beja,76,1170
1065,Barrancos,2024,4,Beja,83,1163
1066,Barreiro,2022,3,Setúbal,8705,40141
1067,Barreiro,2022,4,Setúbal,9400,39456
1068,Barreiro,2022,5,Setúbal,8434,40412
1069,Barreiro,2022,6,Setúbal,8520,40370
1070,Barreiro,2022,7,Setúbal,7389,41545
1071,Barreiro,2022,8,Setúbal,6704,42240
1072,Barreiro,2022,9,Setúbal,6562,42430
1073,Barreiro,2022,10,Setúbal,5662,43348
1074,Barreiro,2022,11,Setúbal,6048,43017
1075,Barreiro,2022,12,Setúbal,5381,43676
1076,Barreiro,2023,1,Setúbal,4988,44130
1077,Barreiro,2023,2,Setúbal,4648,44509
1078,Barreiro,2023,3,Setúbal,3872,45296
1079,Barreiro,2023,4,Setúbal,3902,45266
1080,Barreiro,2023,5,Setúbal,3687,45481
1081,Barreiro,2023,6,Setúbal,3613,45709
1082,Barreiro,2023,7,Setúbal,3418,45974
1083,Barreiro,2023,8,Setúbal,3411,46017
1084,Barreiro,2023,9,Setúbal,3109,46349
1085,Barreiro,2023,10,Setúbal,2584,46906
1086,Barreiro,2023,11,Setúbal,2410,47123
1087,Barreiro,2023,12,Setúbal,2436,47090
1088,Barreiro,2024,1,Setúbal,2267,47280
1089,Barreiro,2024,2,Setúbal,1959,47572
1090,Barreiro,2024,3,Setúbal,1743,47835
1091,Barreiro,2024,4,Setúbal,1692,47886
1092,Batalha,2022,3,Leiria,638,9100
1093,Batalha,2022,4,Leiria,748,9005
1094,Batalha,2022,5,Leiria,707,9053
1095,Batalha,2022,6,Leiria,676,9095
1096,Batalha,2022,7,Leiria,717,9063
1097,Batalha,2022,8,Leiria,720,9062
1098,Batalha,2022,9,Leiria,614,9179
1099,Batalha,2022,10,Leiria,805,8998
1100,Batalha,2022,11,Leiria,762,9048
1101,Batalha,2022,12,Leiria,802,9006
1102,Batalha,2023,1,Leiria,777,9027
1103,Batalha,2023,2,Leiria,669,9139
1104,Batalha,2023,3,Leiria,660,9148
1105,Batalha,2023,4,Leiria,631,9177
1106,Batalha,2023,5,Leiria,669,9139
1107,Batalha,2023,6,Leiria,691,9160
1108,Batalha,2023,7,Leiria,642,9214
1109,Batalha,2023,8,Leiria,686,9170
1110,Batalha,2023,9,Leiria,758,9114
1111,Batalha,2023,10,Leiria,498,9389
1112,Batalha,2023,11,Leiria,561,9323
1113,Batalha,2023,12,Leiria,566,9323
1114,Batalha,2024,1,Leiria,710,9188
1115,Batalha,2024,2,Leiria,445,9455
1116,Batalha,2024,3,Leiria,581,9328
1117,Batalha,2024,4,Leiria,594,9316
1118,Beja,2022,3,Beja,4481,18381
1119,Beja,2022,4,Beja,4648,18193
1120,Beja,2022,5,Beja,4176,18656
1121,Beja,2022,6,Beja,4353,18491
1122,Beja,2022,7,Beja,4043,18816
1123,Beja,2022,8,Beja,3986,18881
1124,Beja,2022,9,Beja,4083,18829
