,concelho,ano,mes,distrito,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros
5497,Sines,2024,1,Setúbal,7577,128,2232,49
5498,Sines,2024,2,Setúbal,7580,128,2238,48
5499,Sines,2024,3,Setúbal,7578,128,2237,51
5500,Sintra,2022,3,Lisboa,171754,876,40427,508
5501,Sintra,2022,4,Lisboa,171735,876,40465,513
5502,Sintra,2022,5,Lisboa,171786,876,40506,513
5503,Sintra,2022,6,Lisboa,171851,877,40552,517
5504,Sintra,2022,7,Lisboa,171962,877,40576,526
5505,Sintra,2022,8,Lisboa,172095,877,40585,526
5506,Sintra,2022,9,Lisboa,172159,877,40644,516
5507,Sintra,2022,10,Lisboa,172328,877,40661,512
5508,Sintra,2022,11,Lisboa,172458,877,40706,502
5509,Sintra,2022,12,Lisboa,172577,877,40730,513
5510,Sintra,2023,1,Lisboa,172696,877,40770,503
5511,Sintra,2023,2,Lisboa,172785,877,40803,505
5512,Sintra,2023,3,Lisboa,172906,877,40828,499
5513,Sintra,2023,4,Lisboa,172906,877,40828,499
5514,Sintra,2023,5,Lisboa,172906,877,40828,499
5515,Sintra,2023,6,Lisboa,173212,933,40926,512
5516,Sintra,2023,7,Lisboa,173282,933,40967,507
5517,Sintra,2023,8,Lisboa,173347,933,41015,517
5518,Sintra,2023,9,Lisboa,173426,932,41045,496
5519,Sintra,2023,10,Lisboa,173548,936,41068,486
5520,Sintra,2023,11,Lisboa,173616,938,41101,478
5521,Sintra,2023,12,Lisboa,173609,938,41144,485
5522,Sintra,2024,1,Lisboa,173711,938,41160,473
5523,Sintra,2024,2,Lisboa,173757,938,41192,473
5524,Sintra,2024,3,Lisboa,173771,939,41237,473
5525,Sobral de Monte Agraço,2022,3,Lisboa,4606,77,1152,21
5526,Sobral de Monte Agraço,2022,4,Lisboa,4607,77,1152,21
5527,Sobral de Monte Agraço,2022,5,Lisboa,4612,77,1151,19
5528,Sobral de Monte Agraço,2022,6,Lisboa,4608,78,1150,19
5529,Sobral de Monte Agraço,2022,7,Lisboa,4619,78,1152,18
5530,Sobral de Monte Agraço,2022,8,Lisboa,4621,78,1149,27
5531,Sobral de Monte Agraço,2022,9,Lisboa,4621,78,1148,17
5532,Sobral de Monte Agraço,2022,10,Lisboa,4628,78,1151,22
5533,Sobral de Monte Agraço,2022,11,Lisboa,4631,78,1151,18
5534,Sobral de Monte Agraço,2022,12,Lisboa,4635,78,1155,22
5535,Sobral de Monte Agraço,2023,1,Lisboa,4642,78,1154,19
5536,Sobral de Monte Agraço,2023,2,Lisboa,4638,78,1159,19
5537,Sobral de Monte Agraço,2023,3,Lisboa,4650,78,1157,20
5538,Sobral de Monte Agraço,2023,4,Lisboa,4654,78,1157,20
5539,Sobral de Monte Agraço,2023,5,Lisboa,4654,78,1157,20
5540,Sobral de Monte Agraço,2023,6,Lisboa,4676,78,1164,22
5541,Sobral de Monte Agraço,2023,7,Lisboa,4683,78,1167,21
5542,Sobral de Monte Agraço,2023,8,Lisboa,4681,78,1170,31
5543,Sobral de Monte Agraço,2023,9,Lisboa,4687,78,1175,22
5544,Sobral de Monte Agraço,2023,10,Lisboa,4688,78,1180,23
5545,Sobral de Monte Agraço,2023,11,Lisboa,4688,78,1183,23
5546,Sobral de Monte Agraço,2023,12,Lisboa,4690,78,1185,23
5547,Sobral de Monte Agraço,2024,1,Lisboa,4704,78,1185,22
5548,Sobral de Monte Agraço,2024,2,Lisboa,4706,78,1184,19
5549,Sobral de Monte Agraço,2024,3,Lisboa,4709,78,1183,20
5550,Soure,2022,3,Coimbra,9530,165,2021,42
5551,Soure,2022,4,Coimbra,9522,165,2024,39
5552,Soure,2022,5,Coimbra,9518,165,2023,36
5553,Soure,2022,6,Coimbra,9522,165,2026,35
5554,Soure,2022,7,Coimbra,9526,165,2032,36
5555,Soure,2022,8,Coimbra,9530,165,2033,35
5556,Soure,2022,9,Coimbra,9538,165,2035,33
5557,Soure,2022,10,Coimbra,9539,165,2034,32
5558,Soure,2022,11,Coimbra,9542,165,2036,31
5559,Soure,2022,12,Coimbra,9544,165,2037,34
5560,Soure,2023,1,Coimbra,9545,165,2029,28
5561,Soure,2023,2,Coimbra,9548,165,2031,29
5562,Soure,2023,3,Coimbra,9545,165,2033,31
5563,Soure,2023,4,Coimbra,9545,165,2033,31
5564,Soure,2023,5,Coimbra,9545,165,2033,31
5565,Soure,2023,6,Coimbra,9561,165,2044,31
5566,Soure,2023,7,Coimbra,9572,165,2047,30
5567,Soure,2023,8,Coimbra,9578,165,2047,29
5568,Soure,2023,9,Coimbra,9578,165,2048,26
5569,Soure,2023,10,Coimbra,9576,165,2054,26
5570,Soure,2023,11,Coimbra,9570,167,2052,28
5571,Soure,2023,12,Coimbra,9575,167,2053,26
5572,Soure,2024,1,Coimbra,9581,167,2052,21
5573,Soure,2024,2,Coimbra,9582,168,2050,20
5574,Soure,2024,3,Coimbra,9584,168,2050,21
5575,Sousel,2022,3,Portalegre,2884,39,618,12
5576,Sousel,2022,4,Portalegre,2881,39,620,12
5577,Sousel,2022,5,Portalegre,2881,39,623,12
5578,Sousel,2022,6,Portalegre,2885,39,621,13
5579,Sousel,2022,7,Portalegre,2885,39,620,12
5580,Sousel,2022,8,Portalegre,2886,39,620,12
5581,Sousel,2022,9,Portalegre,2886,39,621,13
5582,Sousel,2022,10,Portalegre,2888,39,618,14
5583,Sousel,2022,11,Portalegre,2893,39,618,13
5584,Sousel,2022,12,Portalegre,2896,39,617,14
5585,Sousel,2023,1,Portalegre,2899,39,614,13
5586,Sousel,2023,2,Portalegre,2899,39,611,12
5587,Sousel,2023,3,Portalegre,2898,39,611,12
5588,Sousel,2023,4,Portalegre,2898,39,611,12
5589,Sousel,2023,5,Portalegre,2898,39,611,12
5590,Sousel,2023,6,Portalegre,2900,39,619,14
5591,Sousel,2023,7,Portalegre,2896,39,619,13
5592,Sousel,2023,8,Portalegre,2895,39,618,13
5593,Sousel,2023,9,Portalegre,2899,39,620,13
5594,Sousel,2023,10,Portalegre,2897,39,618,13
5595,Sousel,2023,11,Portalegre,2905,39,616,13
5596,Sousel,2023,12,Portalegre,2906,39,617,16
5597,Sousel,2024,1,Portalegre,2910,39,617,13
5598,Sousel,2024,2,Portalegre,2910,39,616,11
5599,Sousel,2024,3,Portalegre,2904,39,615,11
5600,Sátão,2022,3,Viseu,7641,134,1551,47
5601,Sátão,2022,4,Viseu,7642,134,1552,49
5602,Sátão,2022,5,Viseu,7650,136,1552,48
5603,Sátão,2022,6,Viseu,7647,136,1556,50
5604,Sátão,2022,7,Viseu,7656,136,1557,48
5605,Sátão,2022,8,Viseu,7669,136,1559,45
5606,Sátão,2022,9,Viseu,7669,136,1560,42
5607,Sátão,2022,10,Viseu,7670,136,1561,43
5608,Sátão,2022,11,Viseu,7670,136,1562,43
5609,Sátão,2022,12,Viseu,7671,136,1557,41
5610,Sátão,2023,1,Viseu,7672,136,1558,40
5611,Sátão,2023,2,Viseu,7666,136,1564,44
5612,Sátão,2023,3,Viseu,7673,136,1568,46
5613,Sátão,2023,4,Viseu,7673,136,1567,46
5614,Sátão,2023,5,Viseu,7673,136,1567,46
5615,Sátão,2023,6,Viseu,7690,136,1576,45
5616,Sátão,2023,7,Viseu,7699,136,1580,44
5617,Sátão,2023,8,Viseu,7706,136,1581,45
5618,Sátão,2023,9,Viseu,7713,136,1583,42
5619,Sátão,2023,10,Viseu,7713,137,1581,40
5620,Sátão,2023,11,Viseu,7721,137,1584,42
5621,Sátão,2023,12,Viseu,7723,137,1586,42
5622,Sátão,2024,1,Viseu,7725,137,1587,42
5623,Sátão,2024,2,Viseu,7722,138,1588,43
5624,Sátão,2024,3,Viseu,7728,138,1590,45
5625,São Brás de Alportel,2022,3,Faro,6178,104,1498,28
5626,São Brás de Alportel,2022,4,Faro,6181,104,1504,28
5627,São Brás de Alportel,2022,5,Faro,6187,104,1507,28
5628,São Brás de Alportel,2022,6,Faro,6196,104,1509,27
5629,São Brás de Alportel,2022,7,Faro,6207,104,1513,26
5630,São Brás de Alportel,2022,8,Faro,6218,104,1518,25
5631,São Brás de Alportel,2022,9,Faro,6220,104,1520,27
5632,São Brás de Alportel,2022,10,Faro,6222,104,1523,25
5633,São Brás de Alportel,2022,11,Faro,6197,103,1512,27
5634,São Brás de Alportel,2022,12,Faro,6198,103,1509,27
5635,São Brás de Alportel,2023,1,Faro,6193,103,1509,27
5636,São Brás de Alportel,2023,2,Faro,6195,103,1511,25
5637,São Brás de Alportel,2023,3,Faro,6197,103,1511,24
5638,São Brás de Alportel,2023,4,Faro,6197,103,1511,24
5639,São Brás de Alportel,2023,5,Faro,6197,103,1511,24
5640,São Brás de Alportel,2023,6,Faro,6224,103,1519,25
5641,São Brás de Alportel,2023,7,Faro,6225,103,1515,26
5642,São Brás de Alportel,2023,8,Faro,6229,103,1515,26
5643,São Brás de Alportel,2023,9,Faro,6224,103,1512,25
5644,São Brás de Alportel,2023,10,Faro,6226,103,1511,23
5645,São Brás de Alportel,2023,11,Faro,6231,103,1513,22
5646,São Brás de Alportel,2023,12,Faro,6234,103,1516,22
5647,São Brás de Alportel,2024,1,Faro,6228,103,1517,19
5648,São Brás de Alportel,2024,2,Faro,6236,103,1518,18
5649,São Brás de Alportel,2024,3,Faro,6237,103,1515,18
5650,São João da Madeira,2022,3,Aveiro,10145,97,3033,113
5651,São João da Madeira,2022,4,Aveiro,10159,97,3034,108
5652,São João da Madeira,2022,5,Aveiro,10162,97,3036,109
5653,São João da Madeira,2022,6,Aveiro,10158,97,3044,110
5654,São João da Madeira,2022,7,Aveiro,10189,97,3040,107
5655,São João da Madeira,2022,8,Aveiro,10209,97,3043,107
5656,São João da Madeira,2022,9,Aveiro,10213,97,3049,105
5657,São João da Madeira,2022,10,Aveiro,10215,97,3042,97
5658,São João da Madeira,2022,11,Aveiro,10225,97,3049,96
5659,São João da Madeira,2022,12,Aveiro,10229,97,3048,96
5660,São João da Madeira,2023,1,Aveiro,10232,97,3054,94
5661,São João da Madeira,2023,2,Aveiro,10237,97,3052,91
5662,São João da Madeira,2023,3,Aveiro,10243,97,3057,90
5663,São João da Madeira,2023,4,Aveiro,10243,97,3057,90
5664,São João da Madeira,2023,5,Aveiro,10243,97,3057,90
5665,São João da Madeira,2023,6,Aveiro,10260,97,3078,91
5666,São João da Madeira,2023,7,Aveiro,10259,97,3082,90
5667,São João da Madeira,2023,8,Aveiro,10228,97,3078,90
5668,São João da Madeira,2023,9,Aveiro,10233,97,3087,92
5669,São João da Madeira,2023,10,Aveiro,10240,97,3097,92
5670,São João da Madeira,2023,11,Aveiro,10237,97,3091,112
5671,São João da Madeira,2023,12,Aveiro,10233,97,3106,121
5672,São João da Madeira,2024,1,Aveiro,10237,97,3108,94
5673,São João da Madeira,2024,2,Aveiro,10235,97,3109,94
5674,São João da Madeira,2024,3,Aveiro,10253,97,3116,87
5675,São João da Pesqueira,2022,3,Viseu,4583,78,1111,36
5676,São João da Pesqueira,2022,4,Viseu,4582,78,1115,36
5677,São João da Pesqueira,2022,5,Viseu,4570,78,1111,33
5678,São João da Pesqueira,2022,6,Viseu,4577,79,1113,33
5679,São João da Pesqueira,2022,7,Viseu,4580,79,1115,37
5680,São João da Pesqueira,2022,8,Viseu,4583,79,1115,43
5681,São João da Pesqueira,2022,9,Viseu,4590,79,1116,30
5682,São João da Pesqueira,2022,10,Viseu,4589,80,1117,28
5683,São João da Pesqueira,2022,11,Viseu,4585,80,1117,27
5684,São João da Pesqueira,2022,12,Viseu,4584,80,1120,25
5685,São João da Pesqueira,2023,1,Viseu,4582,81,1119,26
5686,São João da Pesqueira,2023,2,Viseu,4581,81,1120,30
5687,São João da Pesqueira,2023,3,Viseu,4579,81,1121,29
5688,São João da Pesqueira,2023,4,Viseu,4579,81,1121,29
5689,São João da Pesqueira,2023,5,Viseu,4579,81,1121,29
5690,São João da Pesqueira,2023,6,Viseu,4580,81,1132,31
5691,São João da Pesqueira,2023,7,Viseu,4584,81,1133,32
5692,São João da Pesqueira,2023,8,Viseu,4588,81,1133,38
5693,São João da Pesqueira,2023,9,Viseu,4590,81,1133,27
5694,São João da Pesqueira,2023,10,Viseu,4585,81,1136,27
5695,São João da Pesqueira,2023,11,Viseu,4583,81,1137,29
5696,São João da Pesqueira,2023,12,Viseu,4583,81,1139,27
5697,São João da Pesqueira,2024,1,Viseu,4581,81,1143,27
5698,São João da Pesqueira,2024,2,Viseu,4570,81,1140,29
5699,São João da Pesqueira,2024,3,Viseu,4577,81,1143,27
5700,São Pedro do Sul,2022,3,Viseu,9785,235,2105,31
5701,São Pedro do Sul,2022,4,Viseu,9787,235,2104,30
5702,São Pedro do Sul,2022,5,Viseu,9784,235,2109,31
5703,São Pedro do Sul,2022,6,Viseu,9782,235,2106,34
5704,São Pedro do Sul,2022,7,Viseu,9797,235,2108,35
5705,São Pedro do Sul,2022,8,Viseu,9802,236,2107,36
5706,São Pedro do Sul,2022,9,Viseu,9809,236,2109,33
5707,São Pedro do Sul,2022,10,Viseu,9816,236,2112,32
5708,São Pedro do Sul,2022,11,Viseu,9818,236,2111,32
5709,São Pedro do Sul,2022,12,Viseu,9817,237,2114,34
5710,São Pedro do Sul,2023,1,Viseu,9818,237,2116,34
5711,São Pedro do Sul,2023,2,Viseu,9820,237,2116,34
5712,São Pedro do Sul,2023,3,Viseu,9819,237,2117,33
5713,São Pedro do Sul,2023,4,Viseu,9819,237,2117,33
5714,São Pedro do Sul,2023,5,Viseu,9819,237,2117,33
5715,São Pedro do Sul,2023,6,Viseu,9841,237,2133,36
5716,São Pedro do Sul,2023,7,Viseu,9853,237,2139,37
5717,São Pedro do Sul,2023,8,Viseu,9868,237,2141,33
5718,São Pedro do Sul,2023,9,Viseu,9876,238,2141,31
5719,São Pedro do Sul,2023,10,Viseu,9885,238,2142,31
5720,São Pedro do Sul,2023,11,Viseu,9900,238,2140,32
5721,São Pedro do Sul,2023,12,Viseu,9898,238,2142,30
5722,São Pedro do Sul,2024,1,Viseu,9906,238,2145,30
5723,São Pedro do Sul,2024,2,Viseu,9905,238,2146,31
5724,São Pedro do Sul,2024,3,Viseu,9914,238,2146,30
5725,Tabuaço,2022,3,Viseu,3609,52,764,12
5726,Tabuaço,2022,4,Viseu,3607,52,766,13
5727,Tabuaço,2022,5,Viseu,3598,52,764,14
5728,Tabuaço,2022,6,Viseu,3598,52,766,19
5729,Tabuaço,2022,7,Viseu,3592,52,767,19
5730,Tabuaço,2022,8,Viseu,3583,52,766,14
5731,Tabuaço,2022,9,Viseu,3583,52,767,17
5732,Tabuaço,2022,10,Viseu,3585,52,767,13
5733,Tabuaço,2022,11,Viseu,3582,52,767,12
5734,Tabuaço,2022,12,Viseu,3582,52,767,12
5735,Tabuaço,2023,1,Viseu,3580,52,768,13
5736,Tabuaço,2023,2,Viseu,3581,52,770,13
5737,Tabuaço,2023,3,Viseu,3581,52,770,15
5738,Tabuaço,2023,4,Viseu,3581,52,770,15
5739,Tabuaço,2023,5,Viseu,3581,52,770,15
5740,Tabuaço,2023,6,Viseu,3581,52,769,21
5741,Tabuaço,2023,7,Viseu,3582,52,770,12
5742,Tabuaço,2023,8,Viseu,3586,52,770,10
5743,Tabuaço,2023,9,Viseu,3585,52,769,11
5744,Tabuaço,2023,10,Viseu,3589,52,768,11
5745,Tabuaço,2023,11,Viseu,3582,52,765,11
5746,Tabuaço,2023,12,Viseu,3580,52,766,11
5747,Tabuaço,2024,1,Viseu,3578,52,765,9
5748,Tabuaço,2024,2,Viseu,3575,52,765,9
5749,Tabuaço,2024,3,Viseu,3576,52,769,8
5750,Tarouca,2022,3,Viseu,5278,62,1143,41
5751,Tarouca,2022,4,Viseu,5281,62,1142,44
5752,Tarouca,2022,5,Viseu,5271,62,1154,44
5753,Tarouca,2022,6,Viseu,5264,62,1155,46
5754,Tarouca,2022,7,Viseu,5271,62,1159,45
5755,Tarouca,2022,8,Viseu,5277,62,1160,45
5756,Tarouca,2022,9,Viseu,5279,62,1160,53
5757,Tarouca,2022,10,Viseu,5285,62,1154,44
5758,Tarouca,2022,11,Viseu,5287,62,1156,43
5759,Tarouca,2022,12,Viseu,5291,62,1162,45
5760,Tarouca,2023,1,Viseu,5302,63,1169,42
5761,Tarouca,2023,2,Viseu,5306,63,1172,38
5762,Tarouca,2023,3,Viseu,5305,63,1171,37
5763,Tarouca,2023,4,Viseu,5305,63,1171,37
5764,Tarouca,2023,5,Viseu,5305,63,1171,37
5765,Tarouca,2023,6,Viseu,5316,62,1186,41
5766,Tarouca,2023,7,Viseu,5315,62,1186,37
5767,Tarouca,2023,8,Viseu,5326,63,1184,36
5768,Tarouca,2023,9,Viseu,5329,63,1180,43
5769,Tarouca,2023,10,Viseu,5330,63,1171,33
5770,Tarouca,2023,11,Viseu,5333,63,1168,33
5771,Tarouca,2023,12,Viseu,5334,63,1170,37
5772,Tarouca,2024,1,Viseu,5332,63,1175,32
5773,Tarouca,2024,2,Viseu,5334,63,1179,32
5774,Tarouca,2024,3,Viseu,5345,63,1179,31
5775,Tavira,2022,3,Faro,22986,372,5756,123
5776,Tavira,2022,4,Faro,22995,372,5764,127
5777,Tavira,2022,5,Faro,22986,372,5772,127
5778,Tavira,2022,6,Faro,23032,372,5775,132
5779,Tavira,2022,7,Faro,23056,372,5785,141
5780,Tavira,2022,8,Faro,23087,372,5785,136
5781,Tavira,2022,9,Faro,23077,372,5788,141
5782,Tavira,2022,10,Faro,23091,372,5790,119
5783,Tavira,2022,11,Faro,23111,374,5798,126
5784,Tavira,2022,12,Faro,23119,374,5797,123
5785,Tavira,2023,1,Faro,23143,374,5798,117
5786,Tavira,2023,2,Faro,23145,375,5796,118
5787,Tavira,2023,3,Faro,23145,375,5809,117
5788,Tavira,2023,4,Faro,23145,375,5809,117
5789,Tavira,2023,5,Faro,23145,375,5809,117
5790,Tavira,2023,6,Faro,23272,375,5856,117
5791,Tavira,2023,7,Faro,23305,375,5858,129
5792,Tavira,2023,8,Faro,23329,375,5859,126
5793,Tavira,2023,9,Faro,23334,375,5864,132
5794,Tavira,2023,10,Faro,23346,375,5861,117
5795,Tavira,2023,11,Faro,23340,375,5854,116
5796,Tavira,2023,12,Faro,23341,375,5855,124
5797,Tavira,2024,1,Faro,23353,376,5862,119
5798,Tavira,2024,2,Faro,23363,377,5865,118
5799,Tavira,2024,3,Faro,23375,377,5868,118
5800,Terras de Bouro,2022,3,Braga,4291,89,744,67
5801,Terras de Bouro,2022,4,Braga,4296,89,745,67
5802,Terras de Bouro,2022,5,Braga,4299,89,745,68
5803,Terras de Bouro,2022,6,Braga,4302,89,747,74
5804,Terras de Bouro,2022,7,Braga,4308,89,750,72
5805,Terras de Bouro,2022,8,Braga,4322,89,751,70
5806,Terras de Bouro,2022,9,Braga,4320,89,753,69
5807,Terras de Bouro,2022,10,Braga,4323,89,752,67
5808,Terras de Bouro,2022,11,Braga,4326,89,749,67
5809,Terras de Bouro,2022,12,Braga,4327,89,748,67
5810,Terras de Bouro,2023,1,Braga,4330,89,747,65
5811,Terras de Bouro,2023,2,Braga,4331,89,750,67
5812,Terras de Bouro,2023,3,Braga,4330,89,750,65
5813,Terras de Bouro,2023,4,Braga,4330,89,750,65
5814,Terras de Bouro,2023,5,Braga,4330,89,750,65
5815,Terras de Bouro,2023,6,Braga,4368,89,756,67
5816,Terras de Bouro,2023,7,Braga,4377,89,759,68
5817,Terras de Bouro,2023,8,Braga,4382,89,759,68
5818,Terras de Bouro,2023,9,Braga,4383,89,759,67
5819,Terras de Bouro,2023,10,Braga,4386,89,761,65
5820,Terras de Bouro,2023,11,Braga,4390,89,764,66
5821,Terras de Bouro,2023,12,Braga,4397,89,765,65
5822,Terras de Bouro,2024,1,Braga,4401,89,763,63
5823,Terras de Bouro,2024,2,Braga,4405,89,765,60
5824,Terras de Bouro,2024,3,Braga,4408,89,766,60
5825,Tomar,2022,3,Santarém,21627,331,5227,78
5826,Tomar,2022,4,Santarém,21623,331,5235,79
5827,Tomar,2022,5,Santarém,21612,331,5233,76
5828,Tomar,2022,6,Santarém,21623,331,5241,73
5829,Tomar,2022,7,Santarém,21634,331,5235,74
5830,Tomar,2022,8,Santarém,21647,331,5244,73
5831,Tomar,2022,9,Santarém,21656,331,5252,75
5832,Tomar,2022,10,Santarém,21673,331,5253,72
5833,Tomar,2022,11,Santarém,21688,331,5258,78
5834,Tomar,2022,12,Santarém,21694,331,5261,79
5835,Tomar,2023,1,Santarém,21700,331,5266,71
5836,Tomar,2023,2,Santarém,21699,331,5280,73
5837,Tomar,2023,3,Santarém,21696,331,5274,73
5838,Tomar,2023,4,Santarém,21696,331,5274,73
5839,Tomar,2023,5,Santarém,21696,331,5274,73
5840,Tomar,2023,6,Santarém,21738,331,5292,133
5841,Tomar,2023,7,Santarém,21770,331,5301,70
5842,Tomar,2023,8,Santarém,21770,330,5296,70
5843,Tomar,2023,9,Santarém,21789,330,5296,70
5844,Tomar,2023,10,Santarém,21815,331,5289,63
5845,Tomar,2023,11,Santarém,21822,331,5295,66
5846,Tomar,2023,12,Santarém,21811,331,5295,65
5847,Tomar,2024,1,Santarém,21816,331,5291,59
5848,Tomar,2024,2,Santarém,21787,331,5286,58
5849,Tomar,2024,3,Santarém,21792,331,5286,55
5850,Tondela,2022,3,Viseu,15385,259,3360,108
5851,Tondela,2022,4,Viseu,15397,259,3361,109
5852,Tondela,2022,5,Viseu,15378,259,3356,105
5853,Tondela,2022,6,Viseu,15391,259,3371,107
5854,Tondela,2022,7,Viseu,15403,259,3373,104
5855,Tondela,2022,8,Viseu,15410,259,3377,110
5856,Tondela,2022,9,Viseu,15420,259,3381,101
5857,Tondela,2022,10,Viseu,15426,259,3385,98
5858,Tondela,2022,11,Viseu,15436,259,3384,99
5859,Tondela,2022,12,Viseu,15435,259,3391,112
5860,Tondela,2023,1,Viseu,15445,259,3390,93
5861,Tondela,2023,2,Viseu,15451,259,3392,93
5862,Tondela,2023,3,Viseu,15448,260,3396,91
5863,Tondela,2023,4,Viseu,15448,260,3396,91
5864,Tondela,2023,5,Viseu,15448,260,3396,91
5865,Tondela,2023,6,Viseu,15494,261,3406,103
5866,Tondela,2023,7,Viseu,15506,263,3405,101
5867,Tondela,2023,8,Viseu,15521,263,3410,101
5868,Tondela,2023,9,Viseu,15531,263,3408,102
5869,Tondela,2023,10,Viseu,15542,263,3409,100
5870,Tondela,2023,11,Viseu,15542,263,3414,99
5871,Tondela,2023,12,Viseu,15544,263,3420,110
5872,Tondela,2024,1,Viseu,15550,263,3419,99
5873,Tondela,2024,2,Viseu,15554,264,3419,96
5874,Tondela,2024,3,Viseu,15561,264,3428,96
5875,Torre de Moncorvo,2022,3,Bragança,5892,84,1212,55
5876,Torre de Moncorvo,2022,4,Bragança,5891,84,1211,54
5877,Torre de Moncorvo,2022,5,Bragança,5880,85,1212,53
5878,Torre de Moncorvo,2022,6,Bragança,5883,85,1211,53
5879,Torre de Moncorvo,2022,7,Bragança,5890,85,1213,55
5880,Torre de Moncorvo,2022,8,Bragança,5897,85,1213,54
5881,Torre de Moncorvo,2022,9,Bragança,5883,85,1214,53
5882,Torre de Moncorvo,2022,10,Bragança,5883,85,1215,53
5883,Torre de Moncorvo,2022,11,Bragança,5888,85,1215,55
5884,Torre de Moncorvo,2022,12,Bragança,5881,85,1214,54
5885,Torre de Moncorvo,2023,1,Bragança,5876,85,1213,53
5886,Torre de Moncorvo,2023,2,Bragança,5870,85,1212,52
5887,Torre de Moncorvo,2023,3,Bragança,5865,85,1215,52
5888,Torre de Moncorvo,2023,4,Bragança,5865,85,1215,52
5889,Torre de Moncorvo,2023,5,Bragança,5865,85,1215,52
5890,Torre de Moncorvo,2023,6,Bragança,5858,85,1218,51
5891,Torre de Moncorvo,2023,7,Bragança,5865,85,1215,53
5892,Torre de Moncorvo,2023,8,Bragança,5878,85,1215,49
5893,Torre de Moncorvo,2023,9,Bragança,5870,85,1218,49
5894,Torre de Moncorvo,2023,10,Bragança,5877,85,1219,49
5895,Torre de Moncorvo,2023,11,Bragança,5866,85,1223,49
5896,Torre de Moncorvo,2023,12,Bragança,5865,85,1222,48
5897,Torre de Moncorvo,2024,1,Bragança,5866,85,1222,46
5898,Torre de Moncorvo,2024,2,Bragança,5851,83,1226,45
5899,Torre de Moncorvo,2024,3,Bragança,5850,83,1221,43
5900,Torres Novas,2022,3,Santarém,17569,314,3992,94
5901,Torres Novas,2022,4,Santarém,17575,314,3998,90
5902,Torres Novas,2022,5,Santarém,17586,314,4008,89
5903,Torres Novas,2022,6,Santarém,17598,314,4018,88
5904,Torres Novas,2022,7,Santarém,17605,314,4021,100
5905,Torres Novas,2022,8,Santarém,17604,314,4027,88
5906,Torres Novas,2022,9,Santarém,17623,314,4025,90
5907,Torres Novas,2022,10,Santarém,17617,314,4027,87
5908,Torres Novas,2022,11,Santarém,17650,314,4025,94
5909,Torres Novas,2022,12,Santarém,17666,314,4033,92
5910,Torres Novas,2023,1,Santarém,17670,314,4034,85
5911,Torres Novas,2023,2,Santarém,17688,314,4033,85
5912,Torres Novas,2023,3,Santarém,17697,314,4039,88
5913,Torres Novas,2023,4,Santarém,17697,314,4039,88
5914,Torres Novas,2023,5,Santarém,17697,314,4039,88
5915,Torres Novas,2023,6,Santarém,17738,314,4059,87
5916,Torres Novas,2023,7,Santarém,17746,314,4062,80
5917,Torres Novas,2023,8,Santarém,17771,314,4052,80
5918,Torres Novas,2023,9,Santarém,17783,314,4051,80
5919,Torres Novas,2023,10,Santarém,17787,314,4052,79
5920,Torres Novas,2023,11,Santarém,17798,314,4048,90
5921,Torres Novas,2023,12,Santarém,17803,314,4052,85
5922,Torres Novas,2024,1,Santarém,17809,314,4055,76
5923,Torres Novas,2024,2,Santarém,17806,314,4066,77
5924,Torres Novas,2024,3,Santarém,17802,314,4075,76
5925,Torres Vedras,2022,3,Lisboa,41295,534,9322,253
5926,Torres Vedras,2022,4,Lisboa,41315,534,9323,250
5927,Torres Vedras,2022,5,Lisboa,41330,535,9338,236
5928,Torres Vedras,2022,6,Lisboa,41380,536,9355,236
5929,Torres Vedras,2022,7,Lisboa,41395,536,9370,242
5930,Torres Vedras,2022,8,Lisboa,41451,536,9392,232
5931,Torres Vedras,2022,9,Lisboa,41461,536,9391,228
5932,Torres Vedras,2022,10,Lisboa,41496,536,9414,221
5933,Torres Vedras,2022,11,Lisboa,41513,536,9420,225
5934,Torres Vedras,2022,12,Lisboa,41519,537,9443,226
5935,Torres Vedras,2023,1,Lisboa,41538,538,9441,218
5936,Torres Vedras,2023,2,Lisboa,41568,539,9468,214
5937,Torres Vedras,2023,3,Lisboa,41594,539,9470,211
5938,Torres Vedras,2023,4,Lisboa,41594,539,9471,211
5939,Torres Vedras,2023,5,Lisboa,41594,539,9471,211
5940,Torres Vedras,2023,6,Lisboa,41713,543,9538,214
5941,Torres Vedras,2023,7,Lisboa,41763,544,9554,216
5942,Torres Vedras,2023,8,Lisboa,41795,544,9589,210
5943,Torres Vedras,2023,9,Lisboa,41812,545,9588,209
5944,Torres Vedras,2023,10,Lisboa,41845,545,9601,201
5945,Torres Vedras,2023,11,Lisboa,41853,545,9603,206
5946,Torres Vedras,2023,12,Lisboa,41835,545,9612,207
5947,Torres Vedras,2024,1,Lisboa,41865,546,9626,203
5948,Torres Vedras,2024,2,Lisboa,41870,546,9628,198
5949,Torres Vedras,2024,3,Lisboa,41896,546,9641,195
5950,Trancoso,2022,3,Guarda,6483,169,1480,21
5951,Trancoso,2022,4,Guarda,6482,169,1482,20
5952,Trancoso,2022,5,Guarda,6469,169,1482,22
5953,Trancoso,2022,6,Guarda,6462,169,1486,20
5954,Trancoso,2022,7,Guarda,6465,169,1491,20
5955,Trancoso,2022,8,Guarda,6463,169,1489,19
