,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,cluster,ano,concelho
795,286,2673,1,0,0,7,9,7,3,2397,29,528,5,1,2023,Castelo de Vide
796,243,2717,0,0,0,13,7,5,4,2398,29,528,5,1,2024,Castelo de Vide
797,227,2736,1,0,0,7,2,1,1,2402,29,527,5,1,2024,Castelo de Vide
798,212,2751,3,0,0,12,7,8,1,2401,29,528,5,1,2024,Castelo de Vide
799,6846,2354,2,0,0,0,1,3,5,7680,129,1348,43,2,2022,Castro Marim
800,6687,2522,0,0,0,7,3,10,3,7688,129,1349,43,2,2022,Castro Marim
801,6288,2941,3,0,0,7,8,12,4,7705,129,1350,45,2,2022,Castro Marim
802,6637,2617,2,0,0,7,9,13,7,7712,129,1359,54,2,2022,Castro Marim
803,6107,3172,2,0,0,7,6,12,4,7732,129,1364,54,2,2022,Castro Marim
804,6067,3239,2,0,0,8,8,12,5,7740,129,1366,71,2,2022,Castro Marim
805,5977,3315,3,0,0,14,11,12,6,7740,129,1366,57,2,2022,Castro Marim
806,5919,3370,3,0,0,10,8,21,5,7744,129,1366,50,2,2022,Castro Marim
807,6374,2911,64,0,0,14,11,20,12,7747,129,1363,46,2,2022,Castro Marim
808,4898,4418,25,0,0,25,25,26,11,7781,129,1353,53,2,2023,Castro Marim
809,4770,4555,2,0,0,33,25,17,12,7789,129,1357,50,2,2023,Castro Marim
810,4611,4715,2,0,4,15,16,25,12,7795,129,1352,50,2,2023,Castro Marim
811,4032,5293,1,0,0,20,15,15,13,7798,129,1349,49,2,2023,Castro Marim
812,3511,5814,6,0,1,31,24,28,6,7803,130,1348,44,0,2023,Castro Marim
813,2915,6401,2,0,0,50,37,36,12,7800,130,1342,44,0,2023,Castro Marim
814,2505,6814,3,0,0,34,28,22,9,7804,130,1342,43,0,2023,Castro Marim
815,2493,6824,4,0,0,41,32,31,12,7804,130,1343,40,0,2024,Castro Marim
816,2345,6966,0,0,0,11,14,9,5,7797,130,1346,38,0,2024,Castro Marim
817,2315,7009,5,0,1,26,23,27,6,7804,129,1353,38,0,2024,Castro Marim
818,1933,3028,0,0,0,9,6,4,6,4117,57,770,17,1,2022,Castro Verde
819,1850,3112,0,0,0,20,21,9,8,4118,57,771,16,1,2022,Castro Verde
820,1700,3264,3,0,0,23,18,4,9,4118,57,773,16,1,2022,Castro Verde
821,1786,3176,1,1,0,25,23,4,7,4117,57,772,16,1,2022,Castro Verde
822,1621,3345,1,0,0,19,17,8,4,4119,57,773,17,1,2022,Castro Verde
823,1589,3384,4,0,0,33,25,13,7,4123,57,776,17,1,2022,Castro Verde
824,1555,3423,2,0,0,20,24,15,7,4125,58,778,17,1,2022,Castro Verde
825,1485,3493,3,0,0,23,21,10,0,4127,58,778,15,1,2022,Castro Verde
826,1497,3490,57,0,0,26,18,10,8,4133,58,778,18,1,2022,Castro Verde
827,1447,3538,75,0,1,16,19,10,6,4130,58,779,18,1,2022,Castro Verde
828,1621,3361,33,0,3,35,29,20,10,4131,58,779,14,1,2023,Castro Verde
829,1164,3827,44,0,0,21,21,13,7,4138,58,782,13,1,2023,Castro Verde
830,1120,3871,52,0,0,20,21,6,7,4138,58,782,13,1,2023,Castro Verde
831,1090,3908,17,0,0,25,22,7,3,4146,58,786,8,1,2023,Castro Verde
832,1065,3939,6,0,0,33,25,13,6,4147,59,789,9,1,2023,Castro Verde
833,954,4054,14,0,2,22,18,12,7,4148,59,791,10,1,2023,Castro Verde
834,887,4122,4,0,0,20,17,16,5,4150,59,791,9,1,2023,Castro Verde
835,775,4242,6,0,0,23,19,8,4,4154,59,793,11,1,2023,Castro Verde
836,622,4400,2,0,0,33,28,16,9,4153,59,793,17,1,2023,Castro Verde
837,493,4532,4,0,0,26,19,10,6,4156,59,793,17,1,2023,Castro Verde
838,447,4575,2,0,0,27,28,17,7,4157,59,793,13,1,2024,Castro Verde
839,400,4627,3,0,0,8,9,7,5,4159,59,797,12,1,2024,Castro Verde
840,349,4678,1,0,0,30,26,22,3,4159,59,796,13,1,2024,Castro Verde
841,3692,2569,1,0,0,3,3,2,6,5028,130,1060,43,1,2022,Celorico da Beira
842,3620,2631,2,0,0,13,15,10,4,5017,130,1061,43,1,2022,Celorico da Beira
843,3552,2698,0,0,0,20,19,17,3,5017,130,1061,42,1,2022,Celorico da Beira
844,3611,2639,2,0,0,18,12,6,8,5015,130,1059,46,1,2022,Celorico da Beira
845,3394,2859,0,0,0,12,13,10,9,5017,130,1061,45,1,2022,Celorico da Beira
846,3401,2860,2,0,0,22,15,14,11,5030,130,1059,42,1,2022,Celorico da Beira
847,3309,2952,1,0,0,19,21,20,10,5031,131,1058,41,1,2022,Celorico da Beira
848,3240,3025,10,0,0,15,12,13,2,5034,131,1058,42,1,2022,Celorico da Beira
849,2838,3430,61,0,0,27,25,15,4,5030,131,1064,43,1,2023,Celorico da Beira
850,2054,4229,9,0,0,28,26,15,9,5034,131,1073,45,1,2023,Celorico da Beira
851,1966,4321,1,0,0,34,23,12,9,5036,131,1075,45,1,2023,Celorico da Beira
852,1788,4498,4,0,4,38,32,15,8,5037,132,1074,43,1,2023,Celorico da Beira
853,1643,4649,4,0,0,21,22,15,7,5041,132,1075,44,1,2023,Celorico da Beira
854,1410,4886,8,0,0,24,25,16,7,5044,132,1078,42,1,2023,Celorico da Beira
855,880,5410,1,0,0,43,36,31,5,5038,132,1078,42,0,2023,Celorico da Beira
856,714,5575,2,1,1,23,18,9,9,5034,133,1081,41,0,2023,Celorico da Beira
857,670,5627,1,0,0,38,27,29,5,5040,134,1083,40,0,2024,Celorico da Beira
858,530,5761,4,0,0,14,14,10,4,5035,134,1082,40,0,2024,Celorico da Beira
859,514,5782,2,0,0,22,19,25,7,5037,134,1084,41,0,2024,Celorico da Beira
860,3397,2825,3,0,0,15,14,5,9,4428,119,1663,12,1,2022,Chamusca
861,3323,2910,2,0,0,32,25,13,4,4425,119,1679,10,1,2022,Chamusca
862,3324,2971,4,0,0,35,31,19,11,4421,119,1725,30,1,2022,Chamusca
863,3290,3012,1,0,0,36,32,10,6,4414,119,1760,9,1,2022,Chamusca
864,3108,3198,1,0,0,32,27,12,7,4423,119,1755,9,1,2022,Chamusca
865,2984,3318,1,0,0,42,34,20,13,4421,119,1752,10,1,2022,Chamusca
866,2880,3393,4,0,0,35,30,18,11,4423,119,1719,12,1,2022,Chamusca
867,2720,3507,3,0,0,22,20,19,12,4418,119,1678,12,1,2022,Chamusca
868,2281,3918,75,0,0,31,22,22,8,4428,119,1639,13,1,2023,Chamusca
869,1378,4941,15,0,0,40,32,26,16,4443,119,1744,13,1,2023,Chamusca
870,1076,5243,2,0,11,42,32,36,20,4456,119,1732,12,1,2023,Chamusca
871,929,5377,3,0,0,37,27,27,21,4459,119,1718,10,1,2023,Chamusca
872,888,5401,4,0,1,59,39,31,26,4453,119,1707,10,1,2023,Chamusca
873,805,5467,3,0,0,63,65,42,19,4450,119,1689,14,1,2023,Chamusca
874,634,5619,2,0,0,54,34,37,17,4447,119,1671,16,1,2023,Chamusca
875,635,5621,1,0,2,81,55,43,21,4453,119,1673,11,1,2024,Chamusca
876,577,5673,1,0,1,26,22,19,5,4451,119,1667,13,1,2024,Chamusca
877,511,5738,3,0,0,38,34,43,12,4447,119,1672,11,1,2024,Chamusca
878,9087,3154,2,1,0,2,1,0,3,10401,163,1638,39,2,2022,Cinfães
879,9020,3220,1,0,0,10,9,3,4,10398,164,1640,38,2,2022,Cinfães
880,8923,3304,2,0,0,9,7,4,9,10382,164,1643,38,2,2022,Cinfães
881,8961,3276,2,0,0,16,12,3,4,10384,164,1644,45,2,2022,Cinfães
882,8824,3411,0,0,0,8,8,2,5,10389,164,1643,39,2,2022,Cinfães
883,8771,3467,0,0,0,12,9,0,7,10390,164,1642,42,2,2022,Cinfães
884,8702,3538,1,0,0,6,4,7,2,10395,164,1643,38,2,2022,Cinfães
885,8664,3579,2,0,0,9,6,3,1,10396,165,1645,37,2,2022,Cinfães
886,8628,3611,20,0,0,13,9,6,5,10387,166,1649,37,2,2022,Cinfães
887,8600,3658,52,0,0,9,8,1,4,10401,166,1651,40,2,2022,Cinfães
888,8591,3660,28,0,1,12,10,4,2,10402,166,1648,35,2,2023,Cinfães
889,8598,3653,38,0,0,14,8,14,4,10404,166,1647,34,2,2023,Cinfães
890,8245,4011,30,0,1,13,10,9,3,10409,166,1648,33,2,2023,Cinfães
891,8266,3990,55,0,0,16,9,6,6,10409,166,1648,33,2,2023,Cinfães
892,6692,5613,0,0,1,27,24,18,12,10454,168,1658,25,2,2023,Cinfães
893,6694,5616,1,0,2,32,20,23,11,10459,168,1660,23,2,2023,Cinfães
894,6526,5785,2,0,0,19,17,8,16,10456,168,1663,24,2,2023,Cinfães
895,6366,5940,6,0,0,32,24,20,4,10450,168,1665,23,2,2023,Cinfães
896,6221,6087,0,0,0,40,27,23,8,10445,168,1671,24,2,2023,Cinfães
897,6169,6141,2,0,0,31,24,18,3,10443,168,1672,27,2,2023,Cinfães
898,5953,6358,1,0,0,41,36,22,6,10450,168,1670,23,2,2024,Cinfães
899,5995,6322,0,0,0,18,12,9,3,10451,168,1676,22,2,2024,Cinfães
900,5322,6999,1,0,2,24,21,16,16,10456,168,1678,19,2,2024,Cinfães
901,4175,5060,0,0,0,9,4,10,2,7449,100,1619,67,2,2022,Condeixa-a-Nova
902,4058,5188,9,1,0,24,21,26,2,7460,100,1619,67,2,2022,Condeixa-a-Nova
903,3927,5327,14,0,0,44,34,25,7,7464,100,1622,68,2,2022,Condeixa-a-Nova
904,3736,5518,3,0,0,44,32,28,10,7464,100,1622,68,2,2022,Condeixa-a-Nova
905,3446,5798,2,0,0,62,41,28,8,7458,100,1619,67,0,2022,Condeixa-a-Nova
906,3309,5954,2,0,0,69,52,35,19,7478,100,1618,67,0,2022,Condeixa-a-Nova
907,3262,6015,3,0,0,45,47,40,7,7487,100,1622,68,0,2022,Condeixa-a-Nova
908,2891,6390,17,0,0,48,35,31,10,7491,100,1622,68,0,2022,Condeixa-a-Nova
909,957,8402,11,0,0,56,47,40,14,7559,103,1637,60,0,2023,Condeixa-a-Nova
910,751,8621,10,0,8,60,56,32,16,7569,103,1641,59,0,2023,Condeixa-a-Nova
911,616,8761,16,0,0,57,46,42,8,7574,103,1644,56,0,2023,Condeixa-a-Nova
912,637,8762,14,0,1,63,59,42,20,7594,103,1647,55,0,2023,Condeixa-a-Nova
913,475,8929,2,0,0,74,58,36,10,7602,103,1645,54,0,2023,Condeixa-a-Nova
914,408,9002,2,0,0,31,23,31,6,7606,103,1647,54,0,2023,Condeixa-a-Nova
915,430,8994,1,0,0,60,46,44,12,7616,103,1649,56,0,2024,Condeixa-a-Nova
916,471,8945,0,0,0,27,23,38,3,7612,103,1650,51,0,2024,Condeixa-a-Nova
917,324,9091,1,0,0,41,36,32,13,7613,103,1650,49,0,2024,Condeixa-a-Nova
918,1444,955,1,0,0,3,1,1,3,1914,36,437,12,1,2022,Constância
919,1429,967,2,0,0,9,7,4,7,1913,36,435,12,1,2022,Constância
920,1408,992,1,0,0,9,11,3,4,1912,36,439,13,1,2022,Constância
921,1406,996,0,0,0,4,3,2,2,1915,36,438,13,1,2022,Constância
922,1394,1014,1,0,0,6,5,4,5,1920,36,439,13,1,2022,Constância
923,1363,1044,1,0,0,6,6,7,3,1918,36,440,13,1,2022,Constância
924,1359,1048,2,1,0,3,3,4,1,1916,36,442,13,1,2022,Constância
925,1345,1064,2,0,0,7,4,7,3,1918,36,443,12,1,2022,Constância
926,1336,1076,18,0,0,6,8,6,3,1919,36,445,12,1,2022,Constância
927,1331,1082,33,0,0,10,9,2,0,1924,36,443,10,1,2022,Constância
928,1267,1146,28,0,1,6,6,4,1,1924,36,442,11,1,2023,Constância
929,1259,1154,61,1,0,13,10,4,3,1924,36,442,11,1,2023,Constância
930,1105,1315,37,0,0,6,4,14,3,1931,36,443,10,1,2023,Constância
931,760,1666,33,0,0,17,12,7,2,1934,36,446,10,1,2023,Constância
932,716,1719,1,0,0,14,15,11,4,1943,36,445,11,1,2023,Constância
933,505,1934,4,0,2,12,7,6,3,1949,36,444,10,1,2023,Constância
934,330,2117,5,0,0,11,14,8,6,1952,36,449,10,1,2023,Constância
935,288,2161,8,0,1,21,17,7,4,1954,36,449,10,1,2023,Constância
936,247,2197,0,0,0,21,20,22,5,1950,36,448,10,1,2023,Constância
937,132,2312,0,0,0,12,8,16,1,1949,36,449,10,1,2023,Constância
938,142,2304,1,0,1,14,9,11,3,1951,36,449,10,1,2024,Constância
939,108,2332,1,0,0,10,5,6,2,1947,36,447,10,1,2024,Constância
940,124,2328,1,0,0,12,9,9,2,1954,36,448,14,1,2024,Constância
941,490,2657,1,0,0,4,4,3,3,2584,27,522,14,1,2022,Crato
942,493,2651,1,0,0,18,18,10,8,2582,27,521,14,1,2022,Crato
943,467,2679,4,0,0,15,19,8,7,2581,27,523,15,1,2022,Crato
944,497,2646,1,0,0,26,17,10,5,2580,28,520,15,1,2022,Crato
945,473,2676,0,0,0,24,22,3,6,2586,28,520,15,1,2022,Crato
946,456,2708,1,0,0,22,23,8,5,2594,28,524,18,1,2022,Crato
947,451,2707,4,0,0,19,15,9,3,2594,28,523,13,1,2022,Crato
948,405,2755,2,0,0,20,13,11,2,2596,28,523,13,1,2022,Crato
949,462,2702,24,0,0,12,12,8,9,2598,28,524,14,1,2022,Crato
950,368,2795,78,0,0,20,14,13,2,2598,28,523,14,1,2022,Crato
951,390,2774,15,0,0,29,23,15,10,2599,28,523,14,1,2023,Crato
952,346,2817,33,0,0,22,13,8,8,2599,28,522,14,1,2023,Crato
953,252,2904,55,0,1,25,19,17,8,2593,28,523,12,1,2023,Crato
954,243,2913,27,0,0,30,29,7,6,2593,28,523,12,1,2023,Crato
955,248,2908,14,0,0,25,24,6,6,2593,28,523,12,1,2023,Crato
956,242,2920,9,0,0,36,32,10,12,2598,28,526,10,1,2023,Crato
957,240,2930,3,0,1,27,17,12,6,2603,28,529,10,1,2023,Crato
958,233,2945,2,0,6,20,16,15,7,2605,28,530,15,1,2023,Crato
959,233,2939,2,0,0,20,18,7,5,2603,28,531,10,1,2023,Crato
960,200,2974,4,0,0,26,16,11,5,2604,28,532,10,1,2023,Crato
961,209,2966,1,0,0,21,21,7,7,2605,28,532,10,1,2023,Crato
962,208,2967,0,0,0,14,10,12,6,2603,28,534,10,1,2023,Crato
963,208,2964,0,0,0,32,24,13,7,2602,28,534,8,1,2024,Crato
964,174,2999,1,0,0,11,10,4,2,2604,28,532,9,1,2024,Crato
965,184,2987,0,0,0,14,14,8,4,2603,28,531,9,1,2024,Crato
966,1075,2033,1,0,0,8,8,4,7,2449,19,612,28,1,2022,Cuba
967,1054,2054,0,0,0,31,30,9,11,2451,19,610,28,1,2022,Cuba
968,1025,2086,5,0,0,34,21,12,12,2447,19,613,32,1,2022,Cuba
969,1080,2030,3,0,0,36,30,10,18,2448,19,616,27,1,2022,Cuba
970,1011,2104,0,0,0,26,22,7,8,2450,19,619,27,1,2022,Cuba
971,1002,2115,2,0,0,34,27,12,11,2449,19,620,29,1,2022,Cuba
972,994,2124,0,0,0,34,28,10,10,2453,19,620,26,1,2022,Cuba
973,1008,2115,2,0,0,21,22,8,12,2460,19,620,24,1,2022,Cuba
974,1006,2121,10,0,0,32,18,6,6,2467,19,618,23,1,2022,Cuba
975,986,2144,35,0,0,25,24,8,18,2467,19,620,24,1,2022,Cuba
976,965,2164,22,0,0,41,24,11,18,2465,19,620,25,1,2023,Cuba
977,955,2176,54,0,0,30,18,11,10,2465,19,622,25,1,2023,Cuba
978,582,2555,30,0,0,49,31,10,17,2467,19,625,26,1,2023,Cuba
979,563,2577,11,0,0,39,26,9,11,2466,19,631,24,1,2023,Cuba
980,531,2610,0,0,0,42,32,11,12,2467,19,631,24,1,2023,Cuba
981,493,2657,1,0,5,40,25,9,12,2472,19,632,27,1,2023,Cuba
982,269,2885,1,0,0,33,22,5,5,2477,19,633,25,1,2023,Cuba
983,246,2905,6,0,0,44,33,9,18,2477,19,631,24,1,2023,Cuba
984,209,2946,1,0,0,53,34,12,10,2480,19,632,24,1,2023,Cuba
985,198,2960,0,0,0,28,17,11,11,2482,20,632,24,1,2023,Cuba
986,193,2964,1,0,0,56,36,17,15,2484,20,632,21,1,2024,Cuba
987,170,2988,1,0,0,23,17,9,9,2481,20,637,20,1,2024,Cuba
988,150,3006,2,0,0,41,26,7,7,2479,20,637,20,1,2024,Cuba
989,4613,7738,4,0,0,34,23,24,14,10014,98,2188,51,0,2022,Entroncamento
990,4501,7897,4,0,0,83,72,42,25,10056,98,2195,49,0,2022,Entroncamento
991,2328,7055,1,0,0,41,28,17,19,7160,119,2059,45,0,2022,Estremoz
992,1875,7512,1,0,0,82,71,29,23,7156,119,2071,41,0,2022,Estremoz
993,1716,7673,73,0,0,59,51,36,20,7163,119,2071,36,0,2023,Estremoz
994,1623,7779,74,0,2,81,60,46,19,7174,119,2076,33,0,2023,Estremoz
995,1351,8081,3,0,0,39,29,27,4,7188,119,2094,31,0,2024,Estremoz
996,1304,8136,2,0,0,68,53,41,17,7189,119,2102,30,0,2024,Estremoz
997,891,4431,3,0,0,26,20,8,5,4036,48,1226,12,1,2022,Ferreira do Alentejo
998,957,4358,2,2,1,48,51,21,17,4029,48,1226,12,1,2022,Ferreira do Alentejo
999,810,4506,5,0,0,49,33,22,13,4028,48,1227,13,1,2022,Ferreira do Alentejo
1000,829,4490,1,0,0,72,72,13,18,4030,48,1228,13,1,2022,Ferreira do Alentejo
1001,784,4538,4,0,0,56,44,15,13,4033,48,1228,13,1,2022,Ferreira do Alentejo
1002,770,4553,6,0,0,83,69,18,16,4034,48,1228,13,1,2022,Ferreira do Alentejo
1003,822,4506,0,0,0,63,60,12,18,4039,48,1228,13,1,2022,Ferreira do Alentejo
1004,808,4528,8,0,0,53,54,8,20,4045,48,1228,15,1,2022,Ferreira do Alentejo
1005,831,4511,55,0,0,68,47,17,10,4047,48,1232,15,1,2022,Ferreira do Alentejo
1006,774,4565,65,0,3,50,59,16,14,4048,48,1228,15,1,2022,Ferreira do Alentejo
1007,763,4580,54,0,1,86,60,27,12,4053,48,1227,15,1,2023,Ferreira do Alentejo
1008,668,4673,43,0,1,70,59,28,22,4051,48,1227,15,1,2023,Ferreira do Alentejo
1009,658,4683,34,0,0,71,59,7,17,4051,48,1227,15,1,2023,Ferreira do Alentejo
1010,642,4721,4,0,0,58,47,13,21,4065,50,1233,15,1,2023,Ferreira do Alentejo
1011,638,4737,3,0,3,67,54,23,18,4075,50,1235,15,1,2023,Ferreira do Alentejo
1012,608,4767,6,0,0,43,42,13,22,4074,50,1238,13,1,2023,Ferreira do Alentejo
1013,567,4807,5,0,0,58,40,15,16,4073,50,1237,14,1,2023,Ferreira do Alentejo
1014,618,4751,2,0,0,75,61,20,15,4071,50,1233,15,1,2023,Ferreira do Alentejo
1015,572,4798,0,0,0,41,35,17,9,4074,50,1232,14,1,2023,Ferreira do Alentejo
1016,544,4826,1,0,0,60,46,11,13,4073,50,1233,14,1,2024,Ferreira do Alentejo
1017,403,4958,2,0,0,33,23,6,2,4063,50,1233,15,1,2024,Ferreira do Alentejo
1018,339,5021,4,0,2,54,38,22,7,4063,50,1232,15,1,2024,Ferreira do Alentejo
1019,3849,4029,1,1,0,9,9,5,7,6119,130,1609,20,2,2022,Ferreira do Zêzere
1020,3838,4045,5,0,0,18,15,7,10,6123,130,1609,21,2,2022,Ferreira do Zêzere
1021,3714,4158,2,0,0,27,19,10,16,6114,130,1607,21,2,2022,Ferreira do Zêzere
1022,3702,4175,1,0,0,23,24,9,14,6114,130,1615,18,2,2022,Ferreira do Zêzere
1023,3477,4411,2,0,0,22,24,8,8,6121,130,1617,20,2,2022,Ferreira do Zêzere
1024,3435,4455,1,0,0,24,22,13,10,6123,130,1617,20,2,2022,Ferreira do Zêzere
1025,3393,4490,2,1,0,21,17,13,8,6119,130,1616,18,2,2022,Ferreira do Zêzere
1026,3311,4578,6,0,0,16,13,15,9,6124,130,1619,16,2,2022,Ferreira do Zêzere
1027,3289,4607,65,0,0,23,16,13,10,6137,130,1613,16,2,2022,Ferreira do Zêzere
1028,3186,4708,73,1,0,17,16,16,7,6133,130,1614,17,2,2022,Ferreira do Zêzere
1029,3078,4821,69,0,0,22,20,10,7,6134,131,1618,16,2,2023,Ferreira do Zêzere
1030,2288,5638,19,0,0,24,22,9,8,6153,132,1623,18,0,2023,Ferreira do Zêzere
1031,2249,5683,6,0,0,39,30,15,11,6156,132,1628,16,0,2023,Ferreira do Zêzere
1032,2194,5747,5,0,7,31,28,12,18,6160,132,1631,18,0,2023,Ferreira do Zêzere
1033,1921,6017,4,0,0,23,22,27,10,6157,132,1633,16,0,2023,Ferreira do Zêzere
1034,1760,6181,8,0,0,29,24,26,13,6161,132,1632,16,0,2023,Ferreira do Zêzere
1035,1704,6233,3,0,0,54,39,33,9,6166,133,1622,16,0,2023,Ferreira do Zêzere
1036,1206,6737,2,0,0,34,26,26,6,6168,133,1624,18,0,2023,Ferreira do Zêzere
1037,988,6949,4,0,0,48,38,28,8,6170,133,1618,16,0,2024,Ferreira do Zêzere
1038,662,7267,1,0,0,31,23,11,2,6162,133,1617,17,0,2024,Ferreira do Zêzere
1039,581,7349,3,0,0,33,36,23,12,6166,133,1615,16,0,2024,Ferreira do Zêzere
1040,2791,2611,1,0,0,6,6,5,6,4264,111,1016,11,1,2022,Figueira de Castelo Rodrigo
1041,2854,2546,2,0,0,21,18,8,11,4264,111,1014,11,1,2022,Figueira de Castelo Rodrigo
1042,2589,2799,0,0,0,18,14,7,11,4251,111,1015,11,1,2022,Figueira de Castelo Rodrigo
1043,2682,2702,1,0,0,26,26,6,9,4247,111,1016,10,1,2022,Figueira de Castelo Rodrigo
1044,2533,2854,0,0,0,19,18,6,9,4248,111,1017,11,1,2022,Figueira de Castelo Rodrigo
1045,2510,2877,0,0,0,35,26,7,5,4244,111,1021,11,1,2022,Figueira de Castelo Rodrigo
1046,2494,2894,0,1,0,27,19,8,12,4248,111,1020,9,1,2022,Figueira de Castelo Rodrigo
1047,2407,2978,4,0,0,22,20,19,8,4247,111,1019,8,1,2022,Figueira de Castelo Rodrigo
1048,2494,2888,68,0,0,31,23,7,11,4243,111,1019,9,1,2022,Figueira de Castelo Rodrigo
1049,2237,3132,59,0,0,30,26,10,5,4234,111,1015,9,1,2023,Figueira de Castelo Rodrigo
1050,1631,3725,27,0,0,29,25,15,11,4219,112,1016,9,1,2023,Figueira de Castelo Rodrigo
1051,1346,4014,2,0,0,46,41,11,5,4223,112,1018,7,1,2023,Figueira de Castelo Rodrigo
1052,1203,4160,3,0,12,25,22,14,10,4224,112,1020,7,1,2023,Figueira de Castelo Rodrigo
1053,928,4424,2,0,0,26,26,14,6,4212,112,1020,8,1,2023,Figueira de Castelo Rodrigo
1054,777,4573,6,0,0,38,25,20,15,4210,112,1022,6,1,2023,Figueira de Castelo Rodrigo
1055,611,4737,2,0,0,54,47,15,11,4206,112,1024,6,1,2023,Figueira de Castelo Rodrigo
1056,553,4794,1,0,0,39,24,25,13,4204,112,1024,7,1,2023,Figueira de Castelo Rodrigo
1057,523,4818,1,0,0,36,26,13,9,4198,112,1025,6,1,2024,Figueira de Castelo Rodrigo
1058,455,4875,0,0,0,19,13,5,2,4186,112,1025,7,1,2024,Figueira de Castelo Rodrigo
1059,508,4822,2,0,0,30,23,13,10,4187,112,1025,6,1,2024,Figueira de Castelo Rodrigo
1060,2380,2850,0,0,0,3,7,4,4,4079,95,1044,12,1,2022,Figueiró dos Vinhos
1061,2356,2874,0,0,0,20,15,10,8,4082,95,1041,12,1,2022,Figueiró dos Vinhos
1062,2321,2913,3,0,0,14,12,10,6,4083,95,1044,12,1,2022,Figueiró dos Vinhos
1063,2329,2902,2,0,0,28,24,10,7,4080,95,1044,12,1,2022,Figueiró dos Vinhos
1064,2292,2937,1,0,0,19,22,6,3,4077,95,1044,13,1,2022,Figueiró dos Vinhos
1065,2283,2948,1,0,0,32,26,15,10,4079,95,1044,13,1,2022,Figueiró dos Vinhos
1066,2274,2959,3,0,0,21,24,14,9,4083,95,1043,12,1,2022,Figueiró dos Vinhos
1067,2033,3198,3,0,0,14,11,14,6,4083,95,1041,12,1,2022,Figueiró dos Vinhos
1068,2149,3069,69,0,0,19,18,23,3,4077,95,1034,12,1,2022,Figueiró dos Vinhos
1069,1127,4104,58,0,0,30,28,15,14,4095,95,1030,11,1,2023,Figueiró dos Vinhos
1070,1015,4234,23,0,0,26,28,9,8,4110,95,1034,10,1,2023,Figueiró dos Vinhos
1071,911,4343,2,0,0,20,21,19,9,4119,95,1031,9,1,2023,Figueiró dos Vinhos
1072,836,4418,1,0,3,36,27,8,8,4120,95,1030,9,1,2023,Figueiró dos Vinhos
1073,806,4451,1,0,0,16,17,14,12,4126,95,1027,9,1,2023,Figueiró dos Vinhos
1074,732,4526,10,0,0,29,19,18,7,4127,95,1027,9,1,2023,Figueiró dos Vinhos
1075,691,4569,2,0,0,25,19,18,12,4132,95,1026,7,1,2023,Figueiró dos Vinhos
1076,671,4584,1,0,0,27,14,14,6,4131,95,1022,7,1,2023,Figueiró dos Vinhos
1077,632,4626,5,0,0,25,23,19,12,4131,95,1025,7,1,2024,Figueiró dos Vinhos
1078,599,4654,0,0,0,19,8,9,1,4129,95,1022,7,1,2024,Figueiró dos Vinhos
1079,520,4728,2,0,0,20,19,20,13,4126,95,1021,6,1,2024,Figueiró dos Vinhos
1080,2347,1762,0,0,0,1,3,2,1,3257,80,748,24,1,2022,Fornos de Algodres
1081,2320,1787,0,0,0,4,6,6,2,3256,80,747,24,1,2022,Fornos de Algodres
1082,2262,1838,1,0,0,4,5,2,3,3248,80,748,24,1,2022,Fornos de Algodres
1083,2352,1749,1,0,0,7,4,3,6,3249,80,748,24,1,2022,Fornos de Algodres
1084,2274,1832,0,0,0,7,4,3,3,3251,80,750,25,1,2022,Fornos de Algodres
1085,2247,1861,1,0,0,5,7,4,5,3253,80,752,23,1,2022,Fornos de Algodres
1086,2179,1933,1,0,0,10,6,6,1,3255,80,755,22,1,2022,Fornos de Algodres
1087,2077,2032,1,0,0,6,7,2,8,3251,80,756,22,1,2022,Fornos de Algodres
1088,1889,2218,48,0,2,9,4,6,3,3254,80,754,19,1,2023,Fornos de Algodres
1089,1951,2159,16,0,0,2,3,9,1,3260,80,751,19,1,2023,Fornos de Algodres
1090,1632,2474,34,0,0,10,5,7,1,3256,80,750,20,1,2023,Fornos de Algodres
1091,1322,2786,33,0,0,12,9,5,4,3259,80,748,21,1,2023,Fornos de Algodres
1092,1170,2939,0,0,0,13,10,8,8,3258,80,750,21,1,2023,Fornos de Algodres
1093,1094,3025,3,0,2,8,6,10,8,3265,80,754,20,1,2023,Fornos de Algodres
1094,940,3177,3,0,0,5,4,9,8,3265,80,753,19,1,2023,Fornos de Algodres
1095,853,3262,3,0,0,19,16,12,5,3263,80,753,19,1,2023,Fornos de Algodres
1096,671,3445,2,0,0,20,12,5,7,3264,80,754,18,1,2023,Fornos de Algodres
1097,605,3509,1,0,0,19,12,12,5,3262,80,753,19,1,2023,Fornos de Algodres
