,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,cluster,ano,concelho
2709,828,6221,7,0,0,60,56,35,25,5556,63,1380,50,0,2023,Vendas Novas
2710,805,6252,3,0,1,51,49,23,19,5562,63,1382,50,0,2023,Vendas Novas
2711,817,6245,5,0,0,59,59,21,19,5564,63,1384,51,0,2023,Vendas Novas
2712,793,6272,6,0,0,49,45,35,15,5566,63,1387,49,0,2023,Vendas Novas
2713,788,6287,21,0,0,46,39,37,26,5580,63,1384,48,0,2023,Vendas Novas
2714,714,6376,3,0,0,31,32,22,12,5592,63,1386,49,0,2023,Vendas Novas
2715,651,6446,6,0,0,73,49,33,8,5597,63,1388,49,0,2024,Vendas Novas
2716,454,6632,4,0,0,30,27,19,6,5593,63,1383,47,0,2024,Vendas Novas
2717,398,6697,9,0,0,56,47,13,13,5598,63,1387,47,0,2024,Vendas Novas
2718,1005,2721,0,0,0,16,18,12,9,2901,29,791,5,1,2022,Viana do Alentejo
2719,997,2732,4,0,0,27,27,13,19,2903,29,792,5,1,2022,Viana do Alentejo
2720,909,2824,5,0,0,40,33,13,13,2908,29,792,4,1,2022,Viana do Alentejo
2721,885,2847,2,0,0,49,41,8,17,2907,29,792,4,1,2022,Viana do Alentejo
2722,797,2938,3,0,0,48,34,8,6,2909,29,793,4,1,2022,Viana do Alentejo
2723,765,2975,1,0,0,51,49,18,24,2911,29,794,6,1,2022,Viana do Alentejo
2724,756,2987,0,0,0,48,39,15,14,2914,29,796,4,1,2022,Viana do Alentejo
2725,780,2970,10,0,0,28,27,10,9,2917,30,799,4,1,2022,Viana do Alentejo
2726,766,2984,34,0,0,34,23,18,9,2916,30,800,4,1,2022,Viana do Alentejo
2727,742,3011,50,0,1,34,37,16,8,2918,30,801,4,1,2022,Viana do Alentejo
2728,656,3098,42,0,1,45,28,9,11,2919,30,802,3,1,2023,Viana do Alentejo
2729,656,3101,55,0,0,31,31,9,16,2923,30,801,3,1,2023,Viana do Alentejo
2730,604,3154,52,0,2,44,37,7,10,2924,30,801,3,1,2023,Viana do Alentejo
2731,531,3227,36,0,0,48,37,10,16,2924,30,801,3,1,2023,Viana do Alentejo
2732,514,3244,45,0,0,60,49,10,16,2924,30,801,3,1,2023,Viana do Alentejo
2733,471,3297,8,0,0,40,35,12,19,2929,30,806,3,1,2023,Viana do Alentejo
2734,451,3314,2,0,0,39,39,8,10,2927,30,805,3,1,2023,Viana do Alentejo
2735,420,3350,3,0,4,44,35,8,4,2931,30,805,4,1,2023,Viana do Alentejo
2736,367,3399,1,0,0,34,32,13,7,2930,30,803,3,1,2023,Viana do Alentejo
2737,283,3492,2,0,1,45,32,16,7,2935,30,807,3,1,2023,Viana do Alentejo
2738,265,3512,5,0,1,55,42,11,11,2938,30,806,3,1,2023,Viana do Alentejo
2739,198,3584,3,0,0,30,25,18,6,2939,30,807,6,1,2023,Viana do Alentejo
2740,196,3593,4,0,0,43,37,25,8,2946,30,809,4,1,2024,Viana do Alentejo
2741,171,3612,0,0,0,21,15,5,5,2941,30,807,5,1,2024,Viana do Alentejo
2742,186,3603,6,0,0,38,30,12,6,2943,30,811,5,1,2024,Viana do Alentejo
2743,909,3089,0,0,0,13,8,3,7,3024,29,929,16,1,2022,Vidigueira
2744,880,3121,0,0,0,33,37,9,16,3024,29,931,17,1,2022,Vidigueira
2745,767,3230,0,0,0,47,34,11,11,3020,29,931,17,1,2022,Vidigueira
2746,873,3127,1,0,0,48,39,10,13,3024,29,928,19,1,2022,Vidigueira
2747,696,3302,1,0,0,37,35,14,8,3020,29,932,17,1,2022,Vidigueira
2748,623,3386,1,0,0,39,40,16,15,3020,29,934,26,1,2022,Vidigueira
2749,591,3414,2,1,0,38,34,15,12,3027,29,931,18,1,2022,Vidigueira
2750,588,3435,5,0,0,24,28,20,6,3037,29,939,18,1,2022,Vidigueira
2751,601,3419,61,0,0,29,23,18,5,3033,29,940,18,1,2022,Vidigueira
2752,578,3443,59,0,1,28,29,15,11,3033,29,940,19,1,2022,Vidigueira
2753,572,3451,49,0,2,48,34,10,5,3034,29,943,17,1,2023,Vidigueira
2754,566,3459,50,0,0,43,31,9,9,3036,29,942,18,1,2023,Vidigueira
2755,531,3497,21,0,2,35,30,18,16,3040,29,942,17,1,2023,Vidigueira
2756,516,3512,22,0,0,31,24,8,10,3040,29,942,17,1,2023,Vidigueira
2757,537,3491,16,0,0,47,37,16,13,3040,29,942,17,1,2023,Vidigueira
2758,537,3512,5,0,0,43,34,8,14,3047,29,952,21,1,2023,Vidigueira
2759,518,3533,1,0,0,32,33,11,8,3057,29,949,16,1,2023,Vidigueira
2760,498,3559,0,0,3,30,25,20,4,3061,29,949,18,1,2023,Vidigueira
2761,478,3575,2,0,0,26,21,14,5,3066,29,942,16,1,2023,Vidigueira
2762,454,3603,3,0,0,33,22,15,20,3069,29,942,17,1,2023,Vidigueira
2763,427,3639,0,0,0,51,49,11,13,3072,29,946,19,1,2023,Vidigueira
2764,390,3679,1,0,0,35,27,17,7,3076,29,945,19,1,2023,Vidigueira
2765,368,3691,1,0,0,41,30,19,7,3073,29,941,16,1,2024,Vidigueira
2766,282,3772,1,0,0,18,14,8,2,3071,29,937,17,1,2024,Vidigueira
2767,232,3836,2,0,0,26,19,15,6,3077,29,939,23,1,2024,Vidigueira
2768,5896,2594,1,0,0,0,0,1,3,7208,140,1070,72,2,2022,Vieira do Minho
2769,5727,2764,4,0,0,9,6,4,6,7208,140,1070,73,2,2022,Vieira do Minho
2770,5682,2820,1,0,0,19,15,8,8,7218,140,1072,72,2,2022,Vieira do Minho
2771,5756,2762,2,0,0,17,13,5,11,7231,140,1075,72,2,2022,Vieira do Minho
2772,5347,3197,2,0,0,18,15,9,7,7251,140,1077,76,2,2022,Vieira do Minho
2773,4966,3591,0,0,0,20,17,8,5,7271,140,1077,69,2,2022,Vieira do Minho
2774,4595,3961,10,0,0,14,16,8,4,7275,140,1074,67,2,2022,Vieira do Minho
2775,3379,5238,35,0,0,32,17,10,20,7324,142,1083,68,2,2023,Vieira do Minho
2776,2979,5662,6,0,8,38,31,13,20,7340,142,1088,71,0,2023,Vieira do Minho
2777,2852,5795,5,0,1,23,20,11,15,7345,142,1087,73,0,2023,Vieira do Minho
2778,2723,5924,3,0,0,37,33,17,8,7348,142,1089,68,0,2023,Vieira do Minho
2779,2593,6048,1,0,0,62,42,16,7,7346,142,1087,66,0,2023,Vieira do Minho
2780,2450,6207,4,0,0,35,28,24,2,7356,142,1089,70,0,2023,Vieira do Minho
2781,2349,6305,0,0,0,41,30,31,22,7354,142,1089,69,0,2024,Vieira do Minho
2782,1902,6754,2,0,0,22,19,11,9,7352,142,1093,69,0,2024,Vieira do Minho
2783,1893,6767,2,0,1,31,24,22,9,7354,142,1095,69,0,2024,Vieira do Minho
2784,2950,2766,0,0,0,6,7,3,6,4362,60,1274,20,1,2022,Vila Flor
2785,2919,2802,1,0,0,10,8,9,5,4365,60,1277,19,1,2022,Vila Flor
2786,2881,2829,0,0,0,28,16,15,4,4355,60,1276,19,1,2022,Vila Flor
2787,2866,2845,1,0,0,25,29,7,7,4352,60,1280,19,1,2022,Vila Flor
2788,2834,2878,0,0,0,17,13,3,6,4355,60,1277,20,1,2022,Vila Flor
2789,2808,2903,0,0,0,30,22,7,11,4356,60,1277,18,1,2022,Vila Flor
2790,2849,2851,1,0,0,24,23,7,5,4348,60,1275,17,1,2022,Vila Flor
2791,2699,3003,3,1,0,16,17,12,12,4347,60,1278,17,1,2022,Vila Flor
2792,2772,2924,33,0,0,18,12,14,9,4348,61,1271,16,1,2022,Vila Flor
2793,2637,3054,71,0,0,21,19,9,9,4349,61,1265,16,1,2022,Vila Flor
2794,2461,3235,28,0,0,22,20,13,10,4351,61,1268,16,1,2023,Vila Flor
2795,2469,3237,38,0,0,27,22,12,7,4358,62,1268,18,1,2023,Vila Flor
2796,2495,3209,32,0,0,19,18,8,16,4357,62,1267,18,1,2023,Vila Flor
2797,2337,3367,28,0,0,28,22,13,7,4357,62,1267,18,1,2023,Vila Flor
2798,2331,3388,2,0,0,19,21,8,14,4355,64,1281,19,1,2023,Vila Flor
2799,2117,3609,0,0,0,29,22,18,8,4355,64,1286,21,1,2023,Vila Flor
2800,2221,3511,1,0,4,24,20,22,10,4366,64,1284,18,1,2023,Vila Flor
2801,1847,3880,2,0,0,21,17,8,11,4360,64,1286,17,1,2023,Vila Flor
2802,1748,3977,2,0,0,25,20,17,12,4364,64,1280,17,1,2023,Vila Flor
2803,1678,4035,1,0,0,33,22,14,7,4362,64,1274,13,1,2023,Vila Flor
2804,1433,4272,2,0,0,26,14,17,8,4355,64,1273,13,1,2023,Vila Flor
2805,1379,4318,0,0,0,26,25,21,12,4346,65,1273,13,1,2024,Vila Flor
2806,701,4979,0,0,0,12,6,8,3,4333,65,1269,13,1,2024,Vila Flor
2807,533,5148,1,0,4,21,12,10,6,4334,65,1269,13,1,2024,Vila Flor
2808,2610,1704,2,0,0,11,7,6,3,3528,56,707,23,1,2022,Vila Nova da Barquinha
2809,2643,1678,3,0,0,16,16,12,5,3535,56,708,22,1,2022,Vila Nova da Barquinha
2810,2540,1782,5,0,0,22,16,6,4,3535,56,709,22,1,2022,Vila Nova da Barquinha
2811,2598,1732,5,0,0,19,18,5,12,3543,56,710,21,1,2022,Vila Nova da Barquinha
2812,2447,1885,3,0,0,14,13,8,8,3544,56,711,21,1,2022,Vila Nova da Barquinha
2813,2398,1937,1,0,0,26,18,10,9,3548,56,710,21,1,2022,Vila Nova da Barquinha
2814,2272,2054,2,0,0,11,12,11,6,3543,56,707,20,1,2022,Vila Nova da Barquinha
2815,2167,2160,7,0,0,17,14,16,9,3545,56,707,19,1,2022,Vila Nova da Barquinha
2816,1342,3015,57,0,0,36,30,14,13,3572,56,710,19,1,2023,Vila Nova da Barquinha
2817,1289,3068,75,0,0,36,32,12,9,3572,56,710,19,1,2023,Vila Nova da Barquinha
2818,1154,3223,12,0,0,26,24,20,11,3592,56,714,15,1,2023,Vila Nova da Barquinha
2819,939,3441,2,0,0,29,32,17,14,3596,56,713,15,1,2023,Vila Nova da Barquinha
2820,834,3548,6,0,2,37,27,28,13,3600,56,712,14,1,2023,Vila Nova da Barquinha
2821,805,3578,7,0,0,20,22,11,11,3600,56,714,13,1,2023,Vila Nova da Barquinha
2822,780,3602,12,0,0,34,29,16,8,3600,56,713,13,1,2023,Vila Nova da Barquinha
2823,785,3610,6,0,0,42,35,24,6,3614,56,711,14,1,2023,Vila Nova da Barquinha
2824,675,3717,3,0,0,31,25,11,8,3613,56,709,14,1,2023,Vila Nova da Barquinha
2825,550,3847,4,0,1,40,29,25,9,3618,56,710,13,1,2024,Vila Nova da Barquinha
2826,394,4005,4,0,0,24,20,22,1,3615,56,710,18,1,2024,Vila Nova da Barquinha
2827,240,4155,2,0,0,31,23,20,6,3617,56,707,15,1,2024,Vila Nova da Barquinha
2828,4253,2478,1,0,0,7,5,3,2,5524,103,1045,59,2,2022,Vila Nova de Cerveira
2829,4301,2437,1,0,0,7,6,5,7,5529,103,1047,59,2,2022,Vila Nova de Cerveira
2830,4200,2540,1,0,0,10,9,4,4,5533,103,1045,59,2,2022,Vila Nova de Cerveira
2831,4198,2546,1,0,0,14,16,5,6,5535,103,1050,56,2,2022,Vila Nova de Cerveira
2832,4188,2565,0,0,0,12,9,2,4,5539,103,1052,59,2,2022,Vila Nova de Cerveira
2833,4124,2632,0,0,0,25,22,3,12,5544,103,1055,54,2,2022,Vila Nova de Cerveira
2834,4103,2651,2,0,0,13,10,9,5,5545,103,1054,52,2,2022,Vila Nova de Cerveira
2835,4059,2701,11,0,0,15,14,7,2,5552,103,1053,52,2,2022,Vila Nova de Cerveira
2836,3946,2832,61,0,0,30,18,16,6,5564,102,1056,56,2,2022,Vila Nova de Cerveira
2837,3890,2885,67,0,0,20,17,17,12,5568,102,1053,52,2,2023,Vila Nova de Cerveira
2838,3848,2924,49,0,0,20,15,12,9,5568,103,1052,49,2,2023,Vila Nova de Cerveira
2839,3000,3772,75,0,1,22,19,9,6,5568,103,1053,48,1,2023,Vila Nova de Cerveira
2840,1271,5541,2,0,0,26,28,14,14,5591,104,1061,56,0,2023,Vila Nova de Cerveira
2841,1299,5508,7,0,5,48,39,20,9,5592,104,1061,50,0,2023,Vila Nova de Cerveira
2842,1021,5790,5,0,1,41,36,19,11,5597,104,1060,50,0,2023,Vila Nova de Cerveira
2843,857,5966,12,0,0,49,44,19,14,5606,104,1063,50,0,2023,Vila Nova de Cerveira
2844,836,5998,4,0,0,63,45,23,13,5607,104,1067,56,0,2023,Vila Nova de Cerveira
2845,761,6071,6,0,0,34,26,22,9,5607,104,1066,55,0,2023,Vila Nova de Cerveira
2846,880,5962,2,0,0,54,34,21,15,5617,104,1071,50,0,2024,Vila Nova de Cerveira
2847,798,6042,0,0,0,24,13,7,8,5614,103,1073,50,0,2024,Vila Nova de Cerveira
2848,660,6192,0,0,2,35,30,18,15,5618,103,1077,54,0,2024,Vila Nova de Cerveira
2849,4550,2166,1,0,0,7,7,2,2,5401,126,1166,23,2,2022,Vila Nova de Foz Côa
2850,4519,2190,1,0,0,17,14,11,6,5395,126,1166,22,2,2022,Vila Nova de Foz Côa
2851,4344,2358,1,0,0,24,21,13,7,5391,126,1163,22,2,2022,Vila Nova de Foz Côa
2852,4353,2358,0,1,0,21,23,12,11,5399,126,1165,21,2,2022,Vila Nova de Foz Côa
2853,4200,2508,0,0,0,19,14,4,10,5396,126,1165,21,2,2022,Vila Nova de Foz Côa
2854,4161,2555,0,0,0,15,14,7,13,5399,126,1167,24,2,2022,Vila Nova de Foz Côa
2855,4114,2599,1,0,0,13,9,10,5,5403,126,1163,21,2,2022,Vila Nova de Foz Côa
2856,4089,2621,4,1,0,12,9,9,11,5400,126,1163,21,2,2022,Vila Nova de Foz Côa
2857,4053,2665,36,0,0,22,17,14,5,5402,126,1169,21,2,2022,Vila Nova de Foz Côa
2858,4008,2720,41,0,1,14,15,12,10,5406,126,1171,25,2,2022,Vila Nova de Foz Côa
2859,3973,2759,32,0,0,23,17,13,12,5411,126,1175,20,2,2023,Vila Nova de Foz Côa
2860,3947,2797,22,0,0,12,15,9,8,5416,126,1174,28,2,2023,Vila Nova de Foz Côa
2861,3894,2835,26,0,0,27,16,14,4,5413,126,1171,19,2,2023,Vila Nova de Foz Côa
2862,3802,2927,42,0,0,20,15,15,10,5413,126,1171,19,2,2023,Vila Nova de Foz Côa
2863,3727,3002,53,0,0,30,26,9,8,5413,126,1171,19,2,2023,Vila Nova de Foz Côa
2864,3869,2871,6,0,0,21,18,18,2,5413,126,1183,18,2,2023,Vila Nova de Foz Côa
2865,3580,3164,0,0,0,28,24,12,17,5414,127,1184,19,2,2023,Vila Nova de Foz Côa
2866,3538,3218,1,0,2,31,24,12,5,5425,127,1183,21,2,2023,Vila Nova de Foz Côa
2867,3556,3200,2,0,0,21,16,15,13,5427,128,1184,17,2,2023,Vila Nova de Foz Côa
2868,3464,3293,2,0,0,24,20,18,12,5428,127,1186,16,2,2023,Vila Nova de Foz Côa
2869,3555,3201,0,0,0,30,20,18,4,5423,127,1187,19,2,2023,Vila Nova de Foz Côa
2870,3366,3389,1,0,0,22,17,15,11,5424,127,1184,20,2,2023,Vila Nova de Foz Côa
2871,3385,3363,0,0,0,38,25,19,9,5425,127,1182,14,2,2024,Vila Nova de Foz Côa
2872,3284,3483,0,0,0,14,12,12,2,5417,127,1200,23,1,2024,Vila Nova de Foz Côa
2873,3207,3552,1,0,0,28,18,12,8,5419,127,1200,13,1,2024,Vila Nova de Foz Côa
2874,2136,2539,2,0,0,6,6,3,2,3893,61,698,23,1,2022,Vila Nova de Paiva
2875,2163,2512,6,0,0,9,9,9,5,3889,61,703,22,1,2022,Vila Nova de Paiva
2876,2105,2566,5,0,0,14,12,8,7,3885,61,704,21,1,2022,Vila Nova de Paiva
2877,2038,2636,3,0,0,8,8,8,8,3882,61,708,23,1,2022,Vila Nova de Paiva
2878,1880,2798,1,0,0,11,9,9,7,3884,61,710,23,1,2022,Vila Nova de Paiva
2879,1833,2850,2,0,0,14,10,17,7,3888,61,711,23,1,2022,Vila Nova de Paiva
2880,1819,2855,0,0,0,16,15,14,7,3882,61,709,22,1,2022,Vila Nova de Paiva
2881,1836,2837,16,0,0,9,7,7,6,3877,61,712,23,1,2022,Vila Nova de Paiva
2882,1787,2891,46,0,0,11,9,11,5,3881,61,714,22,1,2022,Vila Nova de Paiva
2883,663,4039,12,0,0,14,13,13,7,3892,61,726,23,1,2023,Vila Nova de Paiva
2884,494,4208,5,0,2,19,11,17,12,3894,61,725,22,1,2023,Vila Nova de Paiva
2885,375,4334,5,0,6,12,13,21,6,3901,61,726,21,1,2023,Vila Nova de Paiva
2886,301,4406,2,0,0,6,2,9,2,3895,61,729,22,1,2023,Vila Nova de Paiva
2887,286,4417,7,0,0,21,15,6,10,3892,61,728,22,1,2023,Vila Nova de Paiva
2888,281,4422,2,0,0,17,15,13,8,3891,61,729,22,1,2023,Vila Nova de Paiva
2889,272,4433,0,0,0,15,10,20,2,3894,61,727,23,1,2023,Vila Nova de Paiva
2890,435,4274,3,0,0,15,11,12,7,3899,61,728,21,1,2024,Vila Nova de Paiva
2891,361,4349,0,0,0,11,7,2,7,3896,61,731,22,1,2024,Vila Nova de Paiva
2892,360,4345,0,0,0,12,11,11,6,3890,61,732,22,1,2024,Vila Nova de Paiva
2893,3166,1758,0,0,0,4,2,0,0,4043,64,800,17,1,2022,Vila Nova de Poiares
2894,3146,1782,0,0,0,0,3,4,1,4047,64,801,16,1,2022,Vila Nova de Poiares
2895,3129,1788,0,0,0,8,2,3,0,4041,64,797,15,1,2022,Vila Nova de Poiares
2896,3146,1772,1,0,0,6,4,3,3,4042,64,798,14,1,2022,Vila Nova de Poiares
2897,3138,1789,3,0,0,17,14,8,5,4045,64,802,16,1,2022,Vila Nova de Poiares
2898,3111,1822,2,0,0,15,15,8,6,4049,65,803,16,1,2022,Vila Nova de Poiares
2899,3090,1845,7,0,0,13,10,3,4,4052,65,804,14,1,2022,Vila Nova de Poiares
2900,3055,1876,4,0,0,13,12,6,4,4047,65,806,13,1,2022,Vila Nova de Poiares
2901,3154,1781,39,0,0,13,10,11,3,4048,66,808,13,1,2022,Vila Nova de Poiares
2902,3097,1836,43,0,2,11,9,5,11,4045,66,806,16,1,2022,Vila Nova de Poiares
2903,2984,1952,70,0,0,21,16,12,4,4045,66,812,13,1,2023,Vila Nova de Poiares
2904,2825,2116,63,0,0,39,24,16,9,4052,66,812,11,1,2023,Vila Nova de Poiares
2905,2820,2145,20,0,0,35,30,13,12,4064,66,822,13,1,2023,Vila Nova de Poiares
2906,2702,2263,0,0,0,25,14,11,9,4065,65,822,13,1,2023,Vila Nova de Poiares
2907,2737,2232,3,0,5,24,24,11,5,4070,65,824,10,1,2023,Vila Nova de Poiares
2908,2603,2374,3,0,0,28,19,16,12,4075,65,826,11,1,2023,Vila Nova de Poiares
2909,2480,2502,2,0,0,24,20,10,8,4079,65,828,10,1,2023,Vila Nova de Poiares
2910,2384,2604,1,0,0,35,30,14,1,4083,66,829,10,1,2023,Vila Nova de Poiares
2911,2263,2722,1,0,0,25,16,14,6,4077,66,829,13,1,2023,Vila Nova de Poiares
2912,2252,2735,0,0,0,41,27,13,6,4081,66,830,10,1,2024,Vila Nova de Poiares
2913,2163,2827,0,0,1,16,7,8,3,4084,66,830,10,1,2024,Vila Nova de Poiares
2914,2122,2867,5,0,0,33,18,14,3,4084,66,830,9,1,2024,Vila Nova de Poiares
2915,5619,4978,2,1,0,13,10,3,8,8717,135,1683,62,2,2022,Vila Pouca de Aguiar
2916,5639,4952,3,0,0,18,17,20,8,8709,135,1684,63,2,2022,Vila Pouca de Aguiar
2917,5550,5028,6,0,0,21,13,15,9,8702,135,1675,66,2,2022,Vila Pouca de Aguiar
2918,5540,5041,2,0,0,19,16,6,13,8703,135,1675,68,2,2022,Vila Pouca de Aguiar
2919,5434,5162,1,0,0,30,26,12,8,8713,135,1678,70,2,2022,Vila Pouca de Aguiar
2920,5386,5215,2,1,0,24,19,12,13,8722,135,1677,67,2,2022,Vila Pouca de Aguiar
2921,5358,5232,3,0,0,29,19,13,9,8714,135,1675,66,2,2022,Vila Pouca de Aguiar
2922,5339,5246,5,1,0,14,21,18,11,8710,135,1677,63,2,2022,Vila Pouca de Aguiar
2923,5396,5194,33,0,0,21,12,14,10,8714,135,1677,64,2,2022,Vila Pouca de Aguiar
2924,5268,5325,59,0,0,23,19,20,14,8714,135,1681,63,2,2022,Vila Pouca de Aguiar
2925,5239,5350,43,0,1,27,19,20,9,8714,135,1679,61,2,2023,Vila Pouca de Aguiar
2926,5241,5348,30,0,0,21,14,16,8,8712,135,1680,62,2,2023,Vila Pouca de Aguiar
2927,5183,5412,34,1,2,17,13,12,16,8713,135,1682,65,2,2023,Vila Pouca de Aguiar
2928,5003,5592,58,0,0,16,18,12,11,8713,135,1682,65,2,2023,Vila Pouca de Aguiar
2929,4510,6100,23,0,0,31,25,18,11,8727,135,1681,67,2,2023,Vila Pouca de Aguiar
2930,4303,6329,3,0,0,22,21,20,21,8746,136,1683,67,2,2023,Vila Pouca de Aguiar
2931,4234,6398,7,0,1,20,20,20,11,8748,136,1687,61,2,2023,Vila Pouca de Aguiar
2932,4341,6295,3,0,0,22,19,9,10,8749,136,1689,62,2,2023,Vila Pouca de Aguiar
2933,4200,6435,7,0,0,18,11,21,8,8748,136,1692,59,2,2023,Vila Pouca de Aguiar
2934,3993,6638,1,0,0,45,31,16,14,8746,136,1692,57,0,2023,Vila Pouca de Aguiar
2935,3724,6916,0,0,0,21,18,22,8,8747,136,1696,61,0,2023,Vila Pouca de Aguiar
2936,3679,6954,7,0,0,30,21,31,13,8746,136,1695,56,0,2024,Vila Pouca de Aguiar
2937,3489,7140,1,0,0,18,16,8,3,8744,136,1693,56,0,2024,Vila Pouca de Aguiar
2938,3554,7081,5,0,0,27,18,22,9,8743,138,1698,56,0,2024,Vila Pouca de Aguiar
2939,436,4549,1,0,0,24,24,13,12,3924,42,1005,14,1,2022,Vila Viçosa
2940,718,4264,2,0,0,65,58,19,21,3922,42,1004,14,1,2022,Vila Viçosa
2941,390,4595,3,0,0,78,66,26,22,3923,42,1003,17,1,2022,Vila Viçosa
2942,433,4541,1,0,0,71,54,36,19,3921,42,996,15,1,2022,Vila Viçosa
2943,342,4630,2,0,0,42,32,16,17,3922,42,992,16,1,2022,Vila Viçosa
2944,328,4645,0,0,0,73,58,14,21,3924,42,992,15,1,2022,Vila Viçosa
2945,324,4640,1,0,0,59,50,31,19,3914,42,992,16,1,2022,Vila Viçosa
2946,319,4643,18,0,0,59,57,28,19,3910,42,995,15,1,2022,Vila Viçosa
2947,333,4641,45,0,0,52,42,25,16,3920,42,995,17,1,2022,Vila Viçosa
2948,337,4638,55,0,0,40,44,27,19,3916,42,995,22,1,2022,Vila Viçosa
2949,330,4639,37,0,0,68,47,28,17,3916,42,997,14,1,2023,Vila Viçosa
2950,330,4640,44,0,0,56,42,26,14,3918,42,995,15,1,2023,Vila Viçosa
2951,274,4694,21,0,1,58,50,23,9,3917,42,995,14,1,2023,Vila Viçosa
2952,290,4678,17,0,0,51,46,14,23,3917,42,995,14,1,2023,Vila Viçosa
2953,295,4673,21,0,0,62,58,15,18,3917,42,995,14,1,2023,Vila Viçosa
2954,296,4700,2,0,0,46,43,20,14,3937,42,1001,16,1,2023,Vila Viçosa
2955,307,4692,1,0,0,50,35,15,16,3936,42,1003,18,1,2023,Vila Viçosa
2956,299,4708,1,0,3,55,46,15,14,3946,42,1004,15,1,2023,Vila Viçosa
2957,306,4699,3,0,0,32,28,24,11,3943,42,1004,16,1,2023,Vila Viçosa
2958,265,4748,1,0,0,36,29,11,18,3951,42,1005,15,1,2023,Vila Viçosa
2959,325,4696,0,0,0,55,34,17,9,3952,43,1009,17,1,2023,Vila Viçosa
2960,267,4759,0,0,0,29,30,22,9,3950,43,1012,21,1,2023,Vila Viçosa
2961,298,4724,0,0,0,50,33,21,6,3956,43,1013,10,1,2024,Vila Viçosa
2962,255,4767,2,0,0,30,25,13,2,3951,43,1017,11,1,2024,Vila Viçosa
2963,292,4743,2,0,0,49,34,19,5,3963,43,1017,12,1,2024,Vila Viçosa
2964,2536,766,0,0,0,1,0,1,0,2676,78,540,8,1,2022,Vila de Rei
2965,2477,825,0,0,0,3,1,0,1,2678,78,538,8,1,2022,Vila de Rei
2966,2432,872,0,0,0,1,1,3,2,2675,78,540,11,1,2022,Vila de Rei
2967,2429,881,0,0,0,3,3,1,0,2681,78,542,9,1,2022,Vila de Rei
2968,2192,1124,0,0,0,3,3,2,1,2685,78,542,11,1,2022,Vila de Rei
2969,2073,1243,0,0,0,4,2,10,1,2687,78,542,9,1,2022,Vila de Rei
2970,2022,1294,0,0,0,3,4,3,1,2689,78,539,10,1,2022,Vila de Rei
2971,1997,1312,1,0,0,1,1,9,1,2685,78,538,8,1,2022,Vila de Rei
2972,2024,1288,44,0,0,3,1,3,1,2684,78,539,11,1,2022,Vila de Rei
2973,2145,1168,31,0,0,3,3,7,5,2687,78,539,9,1,2023,Vila de Rei
2974,1897,1421,39,1,0,6,2,6,3,2687,78,544,9,1,2023,Vila de Rei
2975,1890,1428,20,0,1,4,6,4,4,2687,78,544,9,1,2023,Vila de Rei
2976,1848,1470,21,0,0,9,7,3,5,2687,78,544,9,1,2023,Vila de Rei
2977,1822,1515,2,0,0,6,7,8,5,2697,78,547,15,1,2023,Vila de Rei
2978,1791,1551,1,0,0,2,3,3,6,2699,79,547,17,1,2023,Vila de Rei
2979,1769,1580,0,0,1,6,5,2,2,2701,79,550,19,1,2023,Vila de Rei
2980,1769,1578,2,0,0,1,4,9,1,2703,79,548,17,1,2023,Vila de Rei
2981,1777,1582,2,0,0,9,5,4,0,2712,79,551,17,1,2023,Vila de Rei
2982,1709,1651,2,0,0,14,15,15,3,2712,79,551,18,1,2023,Vila de Rei
2983,1687,1675,0,0,0,6,5,8,1,2715,79,551,17,1,2023,Vila de Rei
2984,1639,1729,0,0,1,5,2,6,0,2730,79,548,11,1,2024,Vila de Rei
2985,1385,1987,0,0,0,5,3,9,0,2732,79,550,11,1,2024,Vila de Rei
2986,1274,2098,0,0,1,11,8,10,1,2731,79,553,9,1,2024,Vila de Rei
2987,3711,3055,1,0,0,1,6,3,5,5548,89,1109,20,2,2022,Vila do Bispo
2988,3769,3001,1,0,0,9,13,10,10,5552,89,1108,21,2,2022,Vila do Bispo
2989,3615,3159,1,0,0,22,11,4,4,5558,89,1107,20,2,2022,Vila do Bispo
2990,3585,3204,1,0,0,20,18,6,8,5570,89,1112,18,2,2022,Vila do Bispo
2991,3519,3279,1,0,0,18,19,6,5,5578,89,1113,18,2,2022,Vila do Bispo
2992,3590,3216,1,0,0,28,19,5,9,5587,89,1113,17,2,2022,Vila do Bispo
2993,3488,3319,1,0,0,12,13,9,9,5586,89,1115,17,2,2022,Vila do Bispo
2994,3405,3409,4,0,0,19,14,13,19,5591,89,1117,17,2,2022,Vila do Bispo
2995,3424,3394,45,0,0,37,22,15,19,5596,89,1116,17,2,2022,Vila do Bispo
