,concelho,ano,mes,distrito,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao
3940,Mértola,2023,6,Beja,110,0,27,19,16,9
3941,Mértola,2023,7,Beja,2,0,29,25,23,10
3942,Mértola,2023,8,Beja,1,0,31,24,25,10
3943,Mértola,2023,9,Beja,1,0,30,27,11,10
3944,Mértola,2023,10,Beja,4,0,37,30,20,9
3945,Mértola,2023,11,Beja,1,0,31,27,8,14
3946,Mértola,2023,12,Beja,1,0,20,18,21,10
3947,Mértola,2024,1,Beja,1,0,36,31,33,12
3948,Mértola,2024,2,Beja,0,0,14,9,15,2
3949,Mértola,2024,3,Beja,2,0,30,30,20,6
3950,Mértola,2024,4,Beja,0,0,4,5,2,3
3951,Mêda,2022,3,Guarda,0,0,4,5,1,1
3952,Mêda,2022,4,Guarda,4,0,10,8,5,8
3953,Mêda,2022,5,Guarda,0,0,9,6,9,3
3954,Mêda,2022,6,Guarda,1,0,4,4,7,8
3955,Mêda,2022,7,Guarda,0,0,11,6,3,4
3956,Mêda,2022,8,Guarda,0,0,11,11,12,5
3957,Mêda,2022,9,Guarda,0,0,7,6,16,5
3958,Mêda,2022,10,Guarda,5,0,12,12,13,4
3959,Mêda,2022,11,Guarda,87,0,11,8,3,4
3960,Mêda,2022,12,Guarda,50,0,12,9,8,1
3961,Mêda,2023,1,Guarda,46,0,10,7,10,7
3962,Mêda,2023,2,Guarda,72,0,8,7,6,6
3963,Mêda,2023,3,Guarda,218,1,14,11,7,4
3964,Mêda,2023,4,Guarda,64,0,17,14,11,6
3965,Mêda,2023,5,Guarda,86,0,19,13,7,7
3966,Mêda,2023,6,Guarda,17,0,31,28,15,10
3967,Mêda,2023,7,Guarda,2,0,22,23,16,11
3968,Mêda,2023,8,Guarda,2,0,22,18,11,9
3969,Mêda,2023,9,Guarda,2,0,17,17,12,10
3970,Mêda,2023,10,Guarda,3,0,24,20,10,10
3971,Mêda,2023,11,Guarda,2,0,22,19,15,3
3972,Mêda,2023,12,Guarda,2,0,16,10,17,9
3973,Mêda,2024,1,Guarda,0,0,28,18,19,11
3974,Mêda,2024,2,Guarda,3,0,11,8,6,3
3975,Mêda,2024,3,Guarda,4,0,13,11,19,4
3976,Mêda,2024,4,Guarda,0,0,8,2,1,2
3977,Nazaré,2022,3,Leiria,8,0,51,35,18,18
3978,Nazaré,2022,4,Leiria,7,0,106,97,47,46
3979,Nazaré,2022,5,Leiria,8,1,124,89,58,39
3980,Nazaré,2022,6,Leiria,5,0,149,118,52,48
3981,Nazaré,2022,7,Leiria,3,0,99,93,34,27
3982,Nazaré,2022,8,Leiria,7,0,139,129,48,46
3983,Nazaré,2022,9,Leiria,3,0,107,88,47,26
3984,Nazaré,2022,10,Leiria,13,0,107,91,62,40
3985,Nazaré,2022,11,Leiria,116,0,119,95,54,57
3986,Nazaré,2022,12,Leiria,71,1,124,110,39,45
3987,Nazaré,2023,1,Leiria,151,0,158,100,60,57
3988,Nazaré,2023,2,Leiria,294,1,131,105,64,48
3989,Nazaré,2023,3,Leiria,237,0,131,115,65,50
3990,Nazaré,2023,4,Leiria,202,0,119,96,31,34
3991,Nazaré,2023,5,Leiria,94,0,161,114,41,49
3992,Nazaré,2023,6,Leiria,69,0,166,145,55,43
3993,Nazaré,2023,7,Leiria,6,0,173,158,56,61
3994,Nazaré,2023,8,Leiria,5,0,132,107,46,43
3995,Nazaré,2023,9,Leiria,4,0,134,98,51,26
3996,Nazaré,2023,10,Leiria,12,0,152,129,69,44
3997,Nazaré,2023,11,Leiria,1,0,161,133,68,35
3998,Nazaré,2023,12,Leiria,1,0,103,78,70,29
3999,Nazaré,2024,1,Leiria,5,0,142,104,81,41
4000,Nazaré,2024,2,Leiria,5,0,78,57,31,16
4001,Nazaré,2024,3,Leiria,1,0,126,94,53,26
4002,Nazaré,2024,4,Leiria,0,0,24,14,3,3
4003,Nelas,2022,3,Viseu,2,1,11,10,6,5
4004,Nelas,2022,4,Viseu,4,0,21,21,22,18
4005,Nelas,2022,5,Viseu,10,0,40,26,26,16
4006,Nelas,2022,6,Viseu,4,0,42,25,13,12
4007,Nelas,2022,7,Viseu,6,0,32,31,22,10
4008,Nelas,2022,8,Viseu,3,0,41,29,36,6
4009,Nelas,2022,9,Viseu,4,0,34,27,24,9
4010,Nelas,2022,10,Viseu,8,0,22,21,25,9
4011,Nelas,2022,11,Viseu,107,0,33,20,28,8
4012,Nelas,2022,12,Viseu,159,0,39,37,36,13
4013,Nelas,2023,1,Viseu,111,1,52,30,35,19
4014,Nelas,2023,2,Viseu,184,0,44,31,43,22
4015,Nelas,2023,3,Viseu,107,0,38,34,30,22
4016,Nelas,2023,4,Viseu,74,0,50,44,14,9
4017,Nelas,2023,5,Viseu,70,0,48,38,24,24
4018,Nelas,2023,6,Viseu,37,0,52,46,21,14
4019,Nelas,2023,7,Viseu,8,0,48,31,33,20
4020,Nelas,2023,8,Viseu,5,0,58,41,33,19
4021,Nelas,2023,9,Viseu,10,0,39,37,30,16
4022,Nelas,2023,10,Viseu,14,0,41,29,36,11
4023,Nelas,2023,11,Viseu,2,0,46,33,38,8
4024,Nelas,2023,12,Viseu,1,0,44,29,31,6
4025,Nelas,2024,1,Viseu,3,0,31,26,48,11
4026,Nelas,2024,2,Viseu,1,0,29,14,22,4
4027,Nelas,2024,3,Viseu,2,0,48,37,28,7
4028,Nelas,2024,4,Viseu,0,0,8,10,7,0
4029,Nisa,2022,3,Portalegre,1,0,10,9,7,7
4030,Nisa,2022,4,Portalegre,1,0,29,25,12,8
4031,Nisa,2022,5,Portalegre,2,0,44,32,12,6
4032,Nisa,2022,6,Portalegre,2,0,35,29,10,14
4033,Nisa,2022,7,Portalegre,2,0,34,34,7,6
4034,Nisa,2022,8,Portalegre,1,0,45,32,25,5
4035,Nisa,2022,9,Portalegre,1,1,25,25,13,5
4036,Nisa,2022,10,Portalegre,7,0,24,17,7,6
4037,Nisa,2022,11,Portalegre,74,0,42,34,15,5
4038,Nisa,2022,12,Portalegre,98,0,33,30,13,7
4039,Nisa,2023,1,Portalegre,78,0,42,26,21,17
4040,Nisa,2023,2,Portalegre,29,0,27,24,17,9
4041,Nisa,2023,3,Portalegre,29,0,29,29,11,10
4042,Nisa,2023,4,Portalegre,39,0,37,23,5,14
4043,Nisa,2023,5,Portalegre,87,0,42,27,14,13
4044,Nisa,2023,6,Portalegre,11,0,25,20,15,14
4045,Nisa,2023,7,Portalegre,6,0,40,28,14,14
4046,Nisa,2023,8,Portalegre,0,0,33,34,32,18
4047,Nisa,2023,9,Portalegre,5,0,22,10,15,2
4048,Nisa,2023,10,Portalegre,3,0,38,29,18,15
4049,Nisa,2023,11,Portalegre,2,0,49,33,18,12
4050,Nisa,2023,12,Portalegre,0,0,19,19,22,7
4051,Nisa,2024,1,Portalegre,0,0,39,25,27,15
4052,Nisa,2024,2,Portalegre,2,0,17,14,6,5
4053,Nisa,2024,3,Portalegre,1,0,33,19,17,10
4054,Nisa,2024,4,Portalegre,0,0,13,10,3,1
4055,Odemira,2022,3,Beja,4,0,14,7,10,0
4056,Odemira,2022,4,Beja,15,0,19,18,14,14
4057,Odemira,2022,5,Beja,9,0,26,20,8,16
4058,Odemira,2022,6,Beja,5,0,35,28,13,16
4059,Odemira,2022,7,Beja,7,0,24,15,8,6
4060,Odemira,2022,8,Beja,2,0,47,35,16,17
4061,Odemira,2022,9,Beja,2,0,29,28,13,8
4062,Odemira,2022,10,Beja,16,0,21,16,11,7
4063,Odemira,2022,11,Beja,70,0,46,33,21,13
4064,Odemira,2022,12,Beja,172,0,42,41,19,19
4065,Odemira,2023,1,Beja,253,1,52,41,25,31
4066,Odemira,2023,2,Beja,572,0,48,37,18,14
4067,Odemira,2023,3,Beja,137,0,67,52,21,29
4068,Odemira,2023,4,Beja,88,0,80,68,21,23
4069,Odemira,2023,5,Beja,153,0,85,78,30,22
4070,Odemira,2023,6,Beja,17,0,59,55,16,32
4071,Odemira,2023,7,Beja,3,0,61,56,22,33
4072,Odemira,2023,8,Beja,5,0,65,54,26,25
4073,Odemira,2023,9,Beja,5,0,41,39,13,19
4074,Odemira,2023,10,Beja,6,0,65,48,29,32
4075,Odemira,2023,11,Beja,3,0,85,74,48,13
4076,Odemira,2023,12,Beja,1,0,67,53,40,10
4077,Odemira,2024,1,Beja,3,0,73,57,49,19
4078,Odemira,2024,2,Beja,3,0,47,25,27,7
4079,Odemira,2024,3,Beja,6,0,68,51,32,12
4080,Odemira,2024,4,Beja,0,0,18,14,6,2
4081,Odivelas,2022,3,Lisboa,3,1,215,174,119,82
4082,Odivelas,2022,4,Lisboa,7,2,440,424,278,167
4083,Odivelas,2022,5,Lisboa,5,0,542,379,299,145
4084,Odivelas,2022,6,Lisboa,1,0,509,416,238,176
4085,Odivelas,2022,7,Lisboa,3,0,497,388,197,111
4086,Odivelas,2022,8,Lisboa,3,1,613,503,266,206
4087,Odivelas,2022,9,Lisboa,2,2,510,416,292,129
4088,Odivelas,2022,10,Lisboa,87,0,389,340,275,124
4089,Odivelas,2022,11,Lisboa,737,1,526,412,293,140
4090,Odivelas,2022,12,Lisboa,881,3,514,387,309,125
4091,Odivelas,2023,1,Lisboa,1274,2,896,575,383,211
4092,Odivelas,2023,2,Lisboa,1719,1,720,563,341,193
4093,Odivelas,2023,3,Lisboa,1022,1,782,583,448,235
4094,Odivelas,2023,4,Lisboa,769,1,843,625,279,240
4095,Odivelas,2023,5,Lisboa,1221,0,993,720,321,289
4096,Odivelas,2023,6,Lisboa,134,1,844,671,328,248
4097,Odivelas,2023,7,Lisboa,8,1,821,629,349,251
4098,Odivelas,2023,8,Lisboa,15,0,809,634,371,224
4099,Odivelas,2023,9,Lisboa,15,0,680,516,325,210
4100,Odivelas,2023,10,Lisboa,29,0,923,686,431,196
4101,Odivelas,2023,11,Lisboa,14,0,1119,773,452,148
4102,Odivelas,2023,12,Lisboa,7,0,636,505,384,115
4103,Odivelas,2024,1,Lisboa,8,2,1159,712,493,148
4104,Odivelas,2024,2,Lisboa,4,0,562,400,244,87
4105,Odivelas,2024,3,Lisboa,9,0,882,621,404,133
4106,Odivelas,2024,4,Lisboa,0,0,212,128,50,39
4107,Oeiras,2022,3,Lisboa,17,1,165,145,163,77
4108,Oeiras,2022,4,Lisboa,38,1,325,322,345,145
4109,Oeiras,2022,5,Lisboa,30,0,405,301,365,113
4110,Oeiras,2022,6,Lisboa,18,0,475,382,301,148
4111,Oeiras,2022,7,Lisboa,16,0,414,338,284,86
4112,Oeiras,2022,8,Lisboa,18,0,514,429,306,159
4113,Oeiras,2022,9,Lisboa,22,1,413,327,337,103
4114,Oeiras,2022,10,Lisboa,111,0,312,271,393,97
4115,Oeiras,2022,11,Lisboa,804,1,452,326,350,109
4116,Oeiras,2022,12,Lisboa,838,1,389,312,375,121
4117,Oeiras,2023,1,Lisboa,674,0,627,411,446,161
4118,Oeiras,2023,2,Lisboa,758,1,492,365,388,157
4119,Oeiras,2023,3,Lisboa,1025,0,543,405,451,179
4120,Oeiras,2023,4,Lisboa,1477,0,588,451,314,198
4121,Oeiras,2023,5,Lisboa,712,2,660,460,385,198
4122,Oeiras,2023,6,Lisboa,149,2,567,439,332,204
4123,Oeiras,2023,7,Lisboa,24,1,639,500,394,194
4124,Oeiras,2023,8,Lisboa,17,0,539,434,388,186
4125,Oeiras,2023,9,Lisboa,19,0,501,375,379,146
4126,Oeiras,2023,10,Lisboa,46,1,673,463,448,211
4127,Oeiras,2023,11,Lisboa,27,0,890,627,489,117
4128,Oeiras,2023,12,Lisboa,19,1,490,374,489,106
4129,Oeiras,2024,1,Lisboa,6,1,875,560,557,124
4130,Oeiras,2024,2,Lisboa,6,0,390,248,226,55
4131,Oeiras,2024,3,Lisboa,14,0,634,433,445,102
4132,Oeiras,2024,4,Lisboa,2,0,154,85,59,25
4133,Oleiros,2022,3,Castelo Branco,1,0,3,2,0,0
4134,Oleiros,2022,4,Castelo Branco,0,0,6,4,1,0
4135,Oleiros,2022,5,Castelo Branco,2,0,7,5,5,1
4136,Oleiros,2022,6,Castelo Branco,0,0,9,7,9,5
4137,Oleiros,2022,7,Castelo Branco,1,0,2,2,3,2
4138,Oleiros,2022,8,Castelo Branco,1,0,8,9,4,1
4139,Oleiros,2022,9,Castelo Branco,0,0,1,1,4,1
4140,Oleiros,2022,10,Castelo Branco,1,0,6,3,0,0
4141,Oleiros,2022,11,Castelo Branco,25,0,5,5,2,1
4142,Oleiros,2022,12,Castelo Branco,39,0,10,7,2,1
4143,Oleiros,2023,1,Castelo Branco,43,1,11,6,7,4
4144,Oleiros,2023,2,Castelo Branco,33,0,6,2,4,4
4145,Oleiros,2023,3,Castelo Branco,36,0,11,11,4,1
4146,Oleiros,2023,4,Castelo Branco,36,0,14,5,8,6
4147,Oleiros,2023,5,Castelo Branco,44,0,8,10,5,4
4148,Oleiros,2023,6,Castelo Branco,9,0,14,10,2,5
4149,Oleiros,2023,7,Castelo Branco,0,0,15,15,8,7
4150,Oleiros,2023,8,Castelo Branco,1,0,14,10,11,6
4151,Oleiros,2023,9,Castelo Branco,2,0,16,10,7,2
4152,Oleiros,2023,10,Castelo Branco,10,1,19,16,11,5
4153,Oleiros,2023,11,Castelo Branco,2,0,21,18,6,3
4154,Oleiros,2023,12,Castelo Branco,0,0,15,11,9,2
4155,Oleiros,2024,1,Castelo Branco,0,0,30,18,11,7
4156,Oleiros,2024,2,Castelo Branco,2,0,10,6,10,4
4157,Oleiros,2024,3,Castelo Branco,1,0,14,11,9,10
4158,Oleiros,2024,4,Castelo Branco,1,0,6,3,1,2
4159,Olhão,2022,3,Faro,2,0,62,43,24,24
4160,Olhão,2022,4,Faro,6,0,145,135,59,56
4161,Olhão,2022,5,Faro,4,0,153,105,66,49
4162,Olhão,2022,6,Faro,2,0,172,141,67,58
4163,Olhão,2022,7,Faro,0,0,165,125,51,33
4164,Olhão,2022,8,Faro,2,0,207,160,61,57
4165,Olhão,2022,9,Faro,3,1,160,122,67,54
4166,Olhão,2022,10,Faro,23,0,142,119,74,45
4167,Olhão,2022,11,Faro,244,0,149,118,65,67
4168,Olhão,2022,12,Faro,522,0,186,148,74,32
4169,Olhão,2023,1,Faro,423,0,290,170,112,59
4170,Olhão,2023,2,Faro,431,0,171,152,103,52
4171,Olhão,2023,3,Faro,377,0,219,160,93,53
4172,Olhão,2023,4,Faro,497,0,196,179,53,75
4173,Olhão,2023,5,Faro,515,0,272,180,93,69
4174,Olhão,2023,6,Faro,54,0,212,176,66,65
4175,Olhão,2023,7,Faro,7,0,242,180,115,85
4176,Olhão,2023,8,Faro,5,0,212,178,85,77
4177,Olhão,2023,9,Faro,6,0,229,153,88,59
4178,Olhão,2023,10,Faro,15,0,291,233,104,86
4179,Olhão,2023,11,Faro,9,0,330,254,105,56
4180,Olhão,2023,12,Faro,8,0,194,150,109,34
4181,Olhão,2024,1,Faro,5,0,305,215,131,54
4182,Olhão,2024,2,Faro,5,0,147,124,70,28
4183,Olhão,2024,3,Faro,7,0,233,173,104,38
4184,Olhão,2024,4,Faro,2,0,55,33,13,14
4185,Oliveira de Azeméis,2022,3,Aveiro,2,0,59,43,23,33
4186,Oliveira de Azeméis,2022,4,Aveiro,8,0,134,128,71,61
4187,Oliveira de Azeméis,2022,5,Aveiro,11,0,154,109,72,38
4188,Oliveira de Azeméis,2022,6,Aveiro,11,1,191,162,89,78
4189,Oliveira de Azeméis,2022,7,Aveiro,13,0,171,135,51,45
4190,Oliveira de Azeméis,2022,8,Aveiro,7,0,192,181,87,81
4191,Oliveira de Azeméis,2022,9,Aveiro,14,1,152,133,96,43
4192,Oliveira de Azeméis,2022,10,Aveiro,32,0,115,102,94,38
4193,Oliveira de Azeméis,2022,11,Aveiro,193,0,153,104,91,55
4194,Oliveira de Azeméis,2022,12,Aveiro,409,0,131,123,95,46
4195,Oliveira de Azeméis,2023,1,Aveiro,250,0,191,137,120,68
4196,Oliveira de Azeméis,2023,2,Aveiro,184,0,142,117,95,54
4197,Oliveira de Azeméis,2023,3,Aveiro,252,1,133,116,105,53
4198,Oliveira de Azeméis,2023,4,Aveiro,319,2,136,107,90,51
4199,Oliveira de Azeméis,2023,5,Aveiro,542,0,208,157,92,80
4200,Oliveira de Azeméis,2023,6,Aveiro,86,0,178,161,93,66
4201,Oliveira de Azeméis,2023,7,Aveiro,7,0,176,154,115,91
4202,Oliveira de Azeméis,2023,8,Aveiro,12,0,166,144,95,70
4203,Oliveira de Azeméis,2023,9,Aveiro,27,0,137,105,91,58
4204,Oliveira de Azeméis,2023,10,Aveiro,38,0,213,157,119,58
4205,Oliveira de Azeméis,2023,11,Aveiro,10,0,271,225,158,31
4206,Oliveira de Azeméis,2023,12,Aveiro,7,0,147,104,138,14
4207,Oliveira de Azeméis,2024,1,Aveiro,8,0,264,180,129,45
4208,Oliveira de Azeméis,2024,2,Aveiro,9,0,114,96,66,9
4209,Oliveira de Azeméis,2024,3,Aveiro,16,0,178,124,124,23
4210,Oliveira de Azeméis,2024,4,Aveiro,1,0,45,27,14,8
4211,Oliveira de Frades,2022,3,Viseu,0,0,3,2,2,2
4212,Oliveira de Frades,2022,4,Viseu,0,0,3,4,7,1
4213,Oliveira de Frades,2022,5,Viseu,0,0,6,3,6,2
4214,Oliveira de Frades,2022,6,Viseu,0,0,10,8,0,12
4215,Oliveira de Frades,2022,7,Viseu,0,0,13,10,8,2
4216,Oliveira de Frades,2022,8,Viseu,1,0,13,13,13,9
4217,Oliveira de Frades,2022,9,Viseu,2,0,9,6,4,3
4218,Oliveira de Frades,2022,10,Viseu,7,0,9,10,7,3
4219,Oliveira de Frades,2022,11,Viseu,58,0,12,11,11,2
4220,Oliveira de Frades,2022,12,Viseu,118,0,10,12,16,2
4221,Oliveira de Frades,2023,1,Viseu,43,0,18,11,24,7
4222,Oliveira de Frades,2023,2,Viseu,30,0,21,15,10,3
4223,Oliveira de Frades,2023,3,Viseu,56,0,16,16,24,2
4224,Oliveira de Frades,2023,4,Viseu,181,0,24,18,9,4
4225,Oliveira de Frades,2023,5,Viseu,343,0,25,20,9,3
4226,Oliveira de Frades,2023,6,Viseu,20,0,24,27,18,6
4227,Oliveira de Frades,2023,7,Viseu,5,0,27,23,16,7
4228,Oliveira de Frades,2023,8,Viseu,6,0,35,23,16,5
4229,Oliveira de Frades,2023,9,Viseu,9,0,20,16,13,7
4230,Oliveira de Frades,2023,10,Viseu,15,0,31,21,14,7
4231,Oliveira de Frades,2023,11,Viseu,3,0,32,27,26,9
4232,Oliveira de Frades,2023,12,Viseu,3,0,17,9,42,5
4233,Oliveira de Frades,2024,1,Viseu,3,0,29,20,34,6
4234,Oliveira de Frades,2024,2,Viseu,1,0,16,15,15,3
4235,Oliveira de Frades,2024,3,Viseu,5,0,25,18,18,4
4236,Oliveira de Frades,2024,4,Viseu,0,0,7,3,5,2
4237,Oliveira do Bairro,2022,3,Aveiro,7,0,31,21,30,13
4238,Oliveira do Bairro,2022,4,Aveiro,14,1,69,74,53,32
4239,Oliveira do Bairro,2022,5,Aveiro,23,0,72,49,48,15
4240,Oliveira do Bairro,2022,6,Aveiro,10,0,78,75,36,29
4241,Oliveira do Bairro,2022,7,Aveiro,8,0,67,54,28,21
4242,Oliveira do Bairro,2022,8,Aveiro,5,0,83,72,26,22
4243,Oliveira do Bairro,2022,9,Aveiro,3,0,67,64,45,14
4244,Oliveira do Bairro,2022,10,Aveiro,28,0,56,47,51,15
4245,Oliveira do Bairro,2022,11,Aveiro,172,0,74,59,49,18
4246,Oliveira do Bairro,2022,12,Aveiro,210,0,65,61,50,16
4247,Oliveira do Bairro,2023,1,Aveiro,150,1,96,67,50,24
4248,Oliveira do Bairro,2023,2,Aveiro,168,0,77,57,53,32
4249,Oliveira do Bairro,2023,3,Aveiro,170,0,68,56,54,15
4250,Oliveira do Bairro,2023,4,Aveiro,86,1,84,73,33,28
4251,Oliveira do Bairro,2023,5,Aveiro,207,0,87,73,35,23
4252,Oliveira do Bairro,2023,6,Aveiro,25,0,80,74,58,30
4253,Oliveira do Bairro,2023,7,Aveiro,13,0,94,83,52,26
4254,Oliveira do Bairro,2023,8,Aveiro,19,0,76,67,58,30
4255,Oliveira do Bairro,2023,9,Aveiro,25,0,73,57,47,19
4256,Oliveira do Bairro,2023,10,Aveiro,44,0,110,92,66,23
4257,Oliveira do Bairro,2023,11,Aveiro,14,0,133,115,80,17
4258,Oliveira do Bairro,2023,12,Aveiro,7,0,83,66,64,10
4259,Oliveira do Bairro,2024,1,Aveiro,8,0,122,90,77,23
4260,Oliveira do Bairro,2024,2,Aveiro,3,0,64,56,32,9
4261,Oliveira do Bairro,2024,3,Aveiro,13,0,85,81,59,22
4262,Oliveira do Bairro,2024,4,Aveiro,2,0,27,14,10,1
4263,Oliveira do Hospital,2022,3,Coimbra,5,0,4,8,7,5
4264,Oliveira do Hospital,2022,4,Coimbra,8,0,15,16,13,12
4265,Oliveira do Hospital,2022,5,Coimbra,3,0,26,22,13,7
4266,Oliveira do Hospital,2022,6,Coimbra,3,0,31,20,13,11
4267,Oliveira do Hospital,2022,7,Coimbra,2,0,29,22,13,17
4268,Oliveira do Hospital,2022,8,Coimbra,2,0,41,37,10,11
4269,Oliveira do Hospital,2022,9,Coimbra,3,0,26,24,23,18
4270,Oliveira do Hospital,2022,10,Coimbra,5,0,26,19,18,6
4271,Oliveira do Hospital,2022,11,Coimbra,57,0,24,23,21,6
4272,Oliveira do Hospital,2022,12,Coimbra,77,0,23,19,20,7
4273,Oliveira do Hospital,2023,1,Coimbra,201,0,33,27,31,8
4274,Oliveira do Hospital,2023,2,Coimbra,112,0,36,26,23,10
4275,Oliveira do Hospital,2023,3,Coimbra,146,1,31,34,28,16
4276,Oliveira do Hospital,2023,4,Coimbra,110,0,56,37,29,14
4277,Oliveira do Hospital,2023,5,Coimbra,543,0,55,54,28,27
4278,Oliveira do Hospital,2023,6,Coimbra,56,0,47,36,32,15
4279,Oliveira do Hospital,2023,7,Coimbra,4,0,67,55,31,19
4280,Oliveira do Hospital,2023,8,Coimbra,4,1,48,48,45,20
4281,Oliveira do Hospital,2023,9,Coimbra,2,0,44,42,42,11
4282,Oliveira do Hospital,2023,10,Coimbra,12,0,64,43,43,14
4283,Oliveira do Hospital,2023,11,Coimbra,7,0,89,65,60,12
4284,Oliveira do Hospital,2023,12,Coimbra,1,0,54,41,46,11
4285,Oliveira do Hospital,2024,1,Coimbra,7,0,71,49,57,17
4286,Oliveira do Hospital,2024,2,Coimbra,1,0,32,28,23,8
4287,Oliveira do Hospital,2024,3,Coimbra,5,0,50,35,37,11
4288,Oliveira do Hospital,2024,4,Coimbra,1,0,19,13,8,3
4289,Ourique,2022,3,Beja,1,0,2,1,0,0
4290,Ourique,2022,4,Beja,1,0,1,2,3,2
4291,Ourique,2022,5,Beja,1,0,4,2,2,3
4292,Ourique,2022,6,Beja,2,0,3,6,1,2
4293,Ourique,2022,7,Beja,4,0,0,0,2,0
4294,Ourique,2022,8,Beja,0,0,6,5,0,1
4295,Ourique,2022,9,Beja,1,0,4,2,2,2
4296,Ourique,2022,10,Beja,2,0,5,5,3,1
4297,Ourique,2022,11,Beja,78,0,2,3,3,1
4298,Ourique,2022,12,Beja,68,0,4,3,5,0
4299,Ourique,2023,1,Beja,51,0,8,9,10,1
4300,Ourique,2023,2,Beja,125,0,6,3,9,1
4301,Ourique,2023,3,Beja,54,0,4,4,7,0
4302,Ourique,2023,4,Beja,24,1,9,7,6,5
4303,Ourique,2023,5,Beja,227,0,9,9,4,1
4304,Ourique,2023,6,Beja,27,0,17,13,5,4
4305,Ourique,2023,7,Beja,0,0,16,16,4,4
4306,Ourique,2023,8,Beja,7,1,8,10,10,4
4307,Ourique,2023,9,Beja,4,0,11,3,10,9
4308,Ourique,2023,10,Beja,7,0,16,15,19,0
4309,Ourique,2023,11,Beja,5,0,21,16,13,7
4310,Ourique,2023,12,Beja,0,0,12,8,20,5
4311,Ourique,2024,1,Beja,0,0,22,17,23,6
4312,Ourique,2024,2,Beja,0,0,10,5,5,5
4313,Ourique,2024,3,Beja,6,0,23,21,13,7
4314,Ourique,2024,4,Beja,1,0,3,3,2,2
4315,Ourém,2022,3,Santarém,6,0,76,54,39,25
4316,Ourém,2022,4,Santarém,10,0,116,112,113,68
4317,Ourém,2022,5,Santarém,8,0,147,102,110,57
4318,Ourém,2022,6,Santarém,8,0,164,140,73,40
4319,Ourém,2022,7,Santarém,9,0,139,102,90,39
4320,Ourém,2022,8,Santarém,12,0,202,151,102,42
4321,Ourém,2022,9,Santarém,10,0,144,121,132,63
4322,Ourém,2022,10,Santarém,50,0,122,117,119,50
4323,Ourém,2022,11,Santarém,400,0,144,107,135,39
4324,Ourém,2022,12,Santarém,478,0,150,128,135,44
4325,Ourém,2023,1,Santarém,317,1,221,148,120,73
4326,Ourém,2023,2,Santarém,649,2,150,133,117,72
4327,Ourém,2023,3,Santarém,362,0,176,133,131,80
4328,Ourém,2023,4,Santarém,475,0,198,168,97,72
4329,Ourém,2023,5,Santarém,416,0,216,162,87,64
4330,Ourém,2023,6,Santarém,50,0,174,135,92,64
4331,Ourém,2023,7,Santarém,29,0,181,171,130,57
4332,Ourém,2023,8,Santarém,19,0,148,114,120,54
4333,Ourém,2023,9,Santarém,22,0,119,102,129,41
4334,Ourém,2023,10,Santarém,45,0,152,124,113,35
4335,Ourém,2023,11,Santarém,9,0,221,166,166,35
4336,Ourém,2023,12,Santarém,11,1,143,101,153,27
4337,Ourém,2024,1,Santarém,10,0,197,135,137,44
4338,Ourém,2024,2,Santarém,10,0,103,76,70,19
4339,Ourém,2024,3,Santarém,20,1,149,107,116,39
4340,Ourém,2024,4,Santarém,1,0,29,19,13,5
4341,Ovar,2022,3,Aveiro,6,0,72,65,38,20
4342,Ovar,2022,4,Aveiro,20,0,146,132,106,47
4343,Ovar,2022,5,Aveiro,9,0,157,110,116,40
4344,Ovar,2022,6,Aveiro,12,0,171,149,110,45
4345,Ovar,2022,7,Aveiro,8,0,154,126,69,29
4346,Ovar,2022,8,Aveiro,11,0,179,152,92,46
4347,Ovar,2022,9,Aveiro,24,2,137,124,110,36
4348,Ovar,2022,10,Aveiro,48,0,142,126,124,36
4349,Ovar,2022,11,Aveiro,307,0,174,125,124,43
4350,Ovar,2022,12,Aveiro,752,0,149,119,142,52
4351,Ovar,2023,1,Aveiro,424,3,222,157,103,61
4352,Ovar,2023,2,Aveiro,401,1,177,150,108,48
4353,Ovar,2023,3,Aveiro,467,1,184,160,147,54
4354,Ovar,2023,4,Aveiro,742,0,204,168,95,48
4355,Ovar,2023,5,Aveiro,831,1,231,180,137,66
4356,Ovar,2023,6,Aveiro,111,0,216,180,147,66
4357,Ovar,2023,7,Aveiro,23,0,206,189,124,76
4358,Ovar,2023,8,Aveiro,28,0,188,154,110,64
4359,Ovar,2023,9,Aveiro,27,0,146,121,153,55
4360,Ovar,2023,10,Aveiro,61,0,226,183,142,52
4361,Ovar,2023,11,Aveiro,10,1,303,231,163,40
4362,Ovar,2023,12,Aveiro,14,0,172,140,148,29
4363,Ovar,2024,1,Aveiro,20,0,253,189,172,48
4364,Ovar,2024,2,Aveiro,9,0,135,107,67,11
4365,Ovar,2024,3,Aveiro,9,0,202,154,149,25
4366,Ovar,2024,4,Aveiro,0,0,62,46,14,10
4367,Palmela,2022,3,Setúbal,10,1,153,122,86,59
4368,Palmela,2022,4,Setúbal,35,0,246,245,188,114
4369,Palmela,2022,5,Setúbal,36,0,267,210,188,93
