,concelho,ano,mes,distrito,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao
3502,Mogadouro,2023,10,Bragança,6,0,43,33,18,11
3503,Mogadouro,2023,11,Bragança,3,0,47,37,18,14
3504,Mogadouro,2023,12,Bragança,5,0,32,22,24,7
3505,Mogadouro,2024,1,Bragança,0,0,50,37,22,17
3506,Mogadouro,2024,2,Bragança,0,0,22,19,7,9
3507,Mogadouro,2024,3,Bragança,3,0,31,26,19,10
3508,Mogadouro,2024,4,Bragança,1,0,5,1,0,1
3509,Moimenta da Beira,2022,3,Viseu,0,0,9,10,5,1
3510,Moimenta da Beira,2022,4,Viseu,4,0,21,17,10,13
3511,Moimenta da Beira,2022,5,Viseu,1,0,24,27,18,6
3512,Moimenta da Beira,2022,6,Viseu,1,0,26,26,29,12
3513,Moimenta da Beira,2022,7,Viseu,0,0,31,24,12,5
3514,Moimenta da Beira,2022,8,Viseu,0,0,35,32,16,14
3515,Moimenta da Beira,2022,9,Viseu,2,0,28,23,24,11
3516,Moimenta da Beira,2022,10,Viseu,3,0,23,18,17,10
3517,Moimenta da Beira,2022,11,Viseu,32,1,21,17,27,9
3518,Moimenta da Beira,2022,12,Viseu,30,0,23,18,20,16
3519,Moimenta da Beira,2023,1,Viseu,92,0,37,25,27,13
3520,Moimenta da Beira,2023,2,Viseu,81,1,28,26,35,9
3521,Moimenta da Beira,2023,3,Viseu,66,0,23,16,25,12
3522,Moimenta da Beira,2023,4,Viseu,111,0,34,26,14,15
3523,Moimenta da Beira,2023,5,Viseu,227,0,48,41,23,11
3524,Moimenta da Beira,2023,6,Viseu,16,0,36,32,22,12
3525,Moimenta da Beira,2023,7,Viseu,4,0,49,41,25,14
3526,Moimenta da Beira,2023,8,Viseu,7,0,41,40,22,13
3527,Moimenta da Beira,2023,9,Viseu,2,0,24,24,27,15
3528,Moimenta da Beira,2023,10,Viseu,6,0,42,33,33,17
3529,Moimenta da Beira,2023,11,Viseu,3,1,59,45,25,21
3530,Moimenta da Beira,2023,12,Viseu,2,0,43,30,30,17
3531,Moimenta da Beira,2024,1,Viseu,3,0,61,39,30,24
3532,Moimenta da Beira,2024,2,Viseu,3,0,22,22,22,7
3533,Moimenta da Beira,2024,3,Viseu,4,0,38,32,25,9
3534,Moimenta da Beira,2024,4,Viseu,2,0,10,5,1,1
3535,Moita,2022,3,Setúbal,5,0,150,125,69,43
3536,Moita,2022,4,Setúbal,15,0,271,231,128,75
3537,Moita,2022,5,Setúbal,11,1,342,266,136,82
3538,Moita,2022,6,Setúbal,5,1,320,278,132,102
3539,Moita,2022,7,Setúbal,4,0,305,223,99,59
3540,Moita,2022,8,Setúbal,6,1,389,292,99,127
3541,Moita,2022,9,Setúbal,11,0,311,248,113,79
3542,Moita,2022,10,Setúbal,44,0,280,231,144,79
3543,Moita,2022,11,Setúbal,270,0,351,260,140,79
3544,Moita,2022,12,Setúbal,512,1,284,249,131,80
3545,Moita,2023,1,Setúbal,380,0,479,334,190,108
3546,Moita,2023,2,Setúbal,392,0,420,360,167,98
3547,Moita,2023,3,Setúbal,657,1,411,347,203,107
3548,Moita,2023,4,Setúbal,351,0,450,368,145,110
3549,Moita,2023,5,Setúbal,1429,0,590,427,163,140
3550,Moita,2023,6,Setúbal,127,0,500,405,172,142
3551,Moita,2023,7,Setúbal,7,0,518,431,163,147
3552,Moita,2023,8,Setúbal,10,0,525,405,197,128
3553,Moita,2023,9,Setúbal,12,0,434,362,189,123
3554,Moita,2023,10,Setúbal,13,0,541,424,190,139
3555,Moita,2023,11,Setúbal,6,1,602,485,217,121
3556,Moita,2023,12,Setúbal,7,0,381,310,186,78
3557,Moita,2024,1,Setúbal,8,0,577,413,257,94
3558,Moita,2024,2,Setúbal,2,0,246,194,95,47
3559,Moita,2024,3,Setúbal,4,0,453,348,168,93
3560,Moita,2024,4,Setúbal,2,0,132,73,28,20
3561,Monchique,2022,3,Faro,1,0,3,1,0,1
3562,Monchique,2022,4,Faro,1,0,8,8,8,2
3563,Monchique,2022,5,Faro,0,0,13,8,5,3
3564,Monchique,2022,6,Faro,1,0,18,15,5,3
3565,Monchique,2022,7,Faro,1,0,11,9,3,7
3566,Monchique,2022,8,Faro,2,0,13,12,4,4
3567,Monchique,2022,9,Faro,0,0,11,9,1,3
3568,Monchique,2022,10,Faro,3,0,10,11,7,5
3569,Monchique,2022,11,Faro,63,0,12,9,9,3
3570,Monchique,2022,12,Faro,97,0,9,10,12,5
3571,Monchique,2023,1,Faro,32,0,19,13,6,6
3572,Monchique,2023,2,Faro,29,0,9,9,9,4
3573,Monchique,2023,3,Faro,47,0,22,16,6,6
3574,Monchique,2023,4,Faro,22,0,16,11,4,5
3575,Monchique,2023,5,Faro,22,0,17,12,7,13
3576,Monchique,2023,6,Faro,10,0,15,15,9,7
3577,Monchique,2023,7,Faro,1,0,21,19,10,2
3578,Monchique,2023,8,Faro,0,0,22,18,7,7
3579,Monchique,2023,9,Faro,4,0,18,18,5,11
3580,Monchique,2023,10,Faro,1,0,24,13,4,6
3581,Monchique,2023,11,Faro,0,0,29,24,8,7
3582,Monchique,2023,12,Faro,2,0,16,15,9,3
3583,Monchique,2024,1,Faro,0,0,32,25,7,6
3584,Monchique,2024,2,Faro,1,0,9,6,3,1
3585,Monchique,2024,3,Faro,3,0,18,13,8,3
3586,Monchique,2024,4,Faro,0,0,11,6,0,0
3587,Mondim de Basto,2022,3,Vila Real,1,0,2,2,2,3
3588,Mondim de Basto,2022,4,Vila Real,2,0,12,14,3,7
3589,Mondim de Basto,2022,5,Vila Real,0,0,16,12,6,5
3590,Mondim de Basto,2022,6,Vila Real,4,0,9,8,1,4
3591,Mondim de Basto,2022,7,Vila Real,4,0,20,8,5,1
3592,Mondim de Basto,2022,8,Vila Real,1,0,11,17,9,11
3593,Mondim de Basto,2022,9,Vila Real,3,0,16,11,8,4
3594,Mondim de Basto,2022,10,Vila Real,4,0,13,11,10,3
3595,Mondim de Basto,2022,11,Vila Real,351,0,21,20,12,4
3596,Mondim de Basto,2022,12,Vila Real,240,0,23,20,14,5
3597,Mondim de Basto,2023,1,Vila Real,105,0,32,25,17,9
3598,Mondim de Basto,2023,2,Vila Real,75,0,19,16,13,10
3599,Mondim de Basto,2023,3,Vila Real,58,0,21,21,13,6
3600,Mondim de Basto,2023,4,Vila Real,59,0,19,17,8,3
3601,Mondim de Basto,2023,5,Vila Real,47,0,27,23,11,8
3602,Mondim de Basto,2023,6,Vila Real,8,0,12,16,5,6
3603,Mondim de Basto,2023,7,Vila Real,1,0,32,19,13,7
3604,Mondim de Basto,2023,8,Vila Real,3,0,31,26,14,11
3605,Mondim de Basto,2023,9,Vila Real,3,0,17,13,16,13
3606,Mondim de Basto,2023,10,Vila Real,17,0,28,20,13,8
3607,Mondim de Basto,2023,11,Vila Real,2,0,36,30,19,9
3608,Mondim de Basto,2023,12,Vila Real,4,0,20,16,23,5
3609,Mondim de Basto,2024,1,Vila Real,2,0,32,24,20,15
3610,Mondim de Basto,2024,2,Vila Real,1,0,12,5,11,5
3611,Mondim de Basto,2024,3,Vila Real,5,0,26,18,12,7
3612,Mondim de Basto,2024,4,Vila Real,1,0,2,2,2,1
3613,Monforte,2022,3,Portalegre,1,0,11,6,4,4
3614,Monforte,2022,4,Portalegre,0,0,11,12,11,5
3615,Monforte,2022,5,Portalegre,1,0,16,13,2,7
3616,Monforte,2022,6,Portalegre,3,0,20,17,3,5
3617,Monforte,2022,7,Portalegre,0,0,16,14,2,2
3618,Monforte,2022,8,Portalegre,0,0,21,15,10,11
3619,Monforte,2022,9,Portalegre,0,0,18,13,10,3
3620,Monforte,2022,10,Portalegre,4,0,10,12,8,6
3621,Monforte,2022,11,Portalegre,19,0,12,6,4,2
3622,Monforte,2022,12,Portalegre,35,0,10,8,7,8
3623,Monforte,2023,1,Portalegre,18,0,17,10,6,8
3624,Monforte,2023,2,Portalegre,13,0,11,11,3,10
3625,Monforte,2023,3,Portalegre,1,0,12,13,8,6
3626,Monforte,2023,4,Portalegre,16,0,15,12,6,2
3627,Monforte,2023,5,Portalegre,30,0,20,13,6,8
3628,Monforte,2023,6,Portalegre,1,0,16,17,3,13
3629,Monforte,2023,7,Portalegre,0,0,11,12,4,9
3630,Monforte,2023,8,Portalegre,0,0,10,6,5,3
3631,Monforte,2023,9,Portalegre,1,0,16,15,5,3
3632,Monforte,2023,10,Portalegre,0,0,9,12,6,4
3633,Monforte,2023,11,Portalegre,0,1,16,11,5,1
3634,Monforte,2023,12,Portalegre,0,0,14,8,9,0
3635,Monforte,2024,1,Portalegre,0,0,16,10,11,7
3636,Monforte,2024,2,Portalegre,1,0,13,8,4,3
3637,Monforte,2024,3,Portalegre,1,0,14,13,9,2
3638,Monforte,2024,4,Portalegre,0,0,2,2,0,0
3639,Montalegre,2022,3,Vila Real,0,0,0,0,0,2
3640,Montalegre,2022,4,Vila Real,0,0,4,1,0,4
3641,Montalegre,2022,5,Vila Real,0,0,5,3,0,3
3642,Montalegre,2022,6,Vila Real,0,0,2,2,1,4
3643,Montalegre,2022,7,Vila Real,0,0,1,3,1,4
3644,Montalegre,2022,8,Vila Real,0,0,7,5,3,2
3645,Montalegre,2022,9,Vila Real,0,0,1,2,0,2
3646,Montalegre,2022,10,Vila Real,0,0,4,3,1,2
3647,Montalegre,2022,11,Vila Real,12,0,5,3,1,2
3648,Montalegre,2022,12,Vila Real,23,0,4,5,1,3
3649,Montalegre,2023,1,Vila Real,31,0,6,6,2,5
3650,Montalegre,2023,2,Vila Real,3,0,4,2,1,2
3651,Montalegre,2023,3,Vila Real,9,0,5,4,2,0
3652,Montalegre,2023,4,Vila Real,16,0,6,5,0,0
3653,Montalegre,2023,5,Vila Real,22,0,10,6,0,5
3654,Montalegre,2023,6,Vila Real,22,0,8,6,3,3
3655,Montalegre,2023,7,Vila Real,1,0,3,3,3,5
3656,Montalegre,2023,8,Vila Real,0,0,3,4,3,5
3657,Montalegre,2023,9,Vila Real,0,0,4,3,6,0
3658,Montalegre,2023,10,Vila Real,2,0,10,5,3,1
3659,Montalegre,2023,11,Vila Real,1,0,13,16,4,4
3660,Montalegre,2023,12,Vila Real,0,0,5,1,1,2
3661,Montalegre,2024,1,Vila Real,0,0,10,7,7,2
3662,Montalegre,2024,2,Vila Real,1,0,8,6,3,3
3663,Montalegre,2024,3,Vila Real,1,0,9,7,1,5
3664,Montalegre,2024,4,Vila Real,0,0,2,1,0,0
3665,Montemor-o-Novo,2022,3,Évora,3,0,57,41,20,24
3666,Montemor-o-Novo,2022,4,Évora,7,0,87,83,47,22
3667,Montemor-o-Novo,2022,5,Évora,5,0,122,91,33,33
3668,Montemor-o-Novo,2022,6,Évora,4,0,125,99,48,38
3669,Montemor-o-Novo,2022,7,Évora,5,0,84,73,36,25
3670,Montemor-o-Novo,2022,8,Évora,5,0,120,95,54,34
3671,Montemor-o-Novo,2022,9,Évora,9,0,79,67,29,28
3672,Montemor-o-Novo,2022,10,Évora,13,0,68,60,54,26
3673,Montemor-o-Novo,2022,11,Évora,147,0,97,83,45,28
3674,Montemor-o-Novo,2022,12,Évora,102,0,84,72,41,13
3675,Montemor-o-Novo,2023,1,Évora,107,0,114,84,61,40
3676,Montemor-o-Novo,2023,2,Évora,106,0,91,84,58,19
3677,Montemor-o-Novo,2023,3,Évora,92,0,90,72,55,33
3678,Montemor-o-Novo,2023,4,Évora,38,0,88,80,33,31
3679,Montemor-o-Novo,2023,5,Évora,41,0,122,100,37,36
3680,Montemor-o-Novo,2023,6,Évora,7,0,111,90,50,35
3681,Montemor-o-Novo,2023,7,Évora,8,0,96,76,38,45
3682,Montemor-o-Novo,2023,8,Évora,5,0,97,88,45,39
3683,Montemor-o-Novo,2023,9,Évora,7,0,59,62,38,28
3684,Montemor-o-Novo,2023,10,Évora,13,0,112,91,55,32
3685,Montemor-o-Novo,2023,11,Évora,8,0,112,95,54,28
3686,Montemor-o-Novo,2023,12,Évora,7,0,77,51,41,17
3687,Montemor-o-Novo,2024,1,Évora,4,0,100,78,44,28
3688,Montemor-o-Novo,2024,2,Évora,6,0,63,43,28,4
3689,Montemor-o-Novo,2024,3,Évora,10,0,84,53,56,22
3690,Montemor-o-Novo,2024,4,Évora,1,0,23,19,1,4
3691,Montemor-o-Velho,2022,3,Coimbra,6,2,9,6,11,4
3692,Montemor-o-Velho,2022,4,Coimbra,10,0,28,22,19,9
3693,Montemor-o-Velho,2022,5,Coimbra,3,0,23,19,17,10
3694,Montemor-o-Velho,2022,6,Coimbra,0,0,35,23,25,8
3695,Montemor-o-Velho,2022,7,Coimbra,3,0,27,23,21,2
3696,Montemor-o-Velho,2022,8,Coimbra,4,0,39,27,18,10
3697,Montemor-o-Velho,2022,9,Coimbra,0,0,29,31,37,11
3698,Montemor-o-Velho,2022,10,Coimbra,9,0,27,23,29,10
3699,Montemor-o-Velho,2022,11,Coimbra,118,0,27,25,24,9
3700,Montemor-o-Velho,2022,12,Coimbra,113,0,23,20,21,9
3701,Montemor-o-Velho,2023,1,Coimbra,157,0,38,27,30,9
3702,Montemor-o-Velho,2023,2,Coimbra,81,0,28,29,24,4
3703,Montemor-o-Velho,2023,3,Coimbra,186,0,38,31,25,6
3704,Montemor-o-Velho,2023,4,Coimbra,59,0,30,30,20,7
3705,Montemor-o-Velho,2023,5,Coimbra,66,0,41,36,19,9
3706,Montemor-o-Velho,2023,6,Coimbra,14,0,35,28,23,8
3707,Montemor-o-Velho,2023,7,Coimbra,5,0,30,27,24,9
3708,Montemor-o-Velho,2023,8,Coimbra,10,0,40,33,26,8
3709,Montemor-o-Velho,2023,9,Coimbra,16,0,38,26,61,8
3710,Montemor-o-Velho,2023,10,Coimbra,24,0,55,40,51,15
3711,Montemor-o-Velho,2023,11,Coimbra,6,0,71,56,48,8
3712,Montemor-o-Velho,2023,12,Coimbra,3,0,54,50,34,8
3713,Montemor-o-Velho,2024,1,Coimbra,2,0,53,38,48,12
3714,Montemor-o-Velho,2024,2,Coimbra,3,0,35,23,26,3
3715,Montemor-o-Velho,2024,3,Coimbra,1,0,51,51,27,13
3716,Montemor-o-Velho,2024,4,Coimbra,0,0,11,8,3,0
3717,Montijo,2022,3,Setúbal,13,1,209,190,107,69
3718,Montijo,2022,4,Setúbal,18,1,380,373,217,124
3719,Montijo,2022,5,Setúbal,9,0,469,372,215,142
3720,Montijo,2022,6,Setúbal,4,0,475,407,202,132
3721,Montijo,2022,7,Setúbal,9,1,397,329,175,102
3722,Montijo,2022,8,Setúbal,4,0,558,501,198,149
3723,Montijo,2022,9,Setúbal,7,2,411,386,233,127
3724,Montijo,2022,10,Setúbal,63,0,372,349,218,84
3725,Montijo,2022,11,Setúbal,248,0,378,322,222,96
3726,Montijo,2022,12,Setúbal,473,0,354,316,206,120
3727,Montijo,2023,1,Setúbal,369,1,556,429,233,139
3728,Montijo,2023,2,Setúbal,549,1,430,383,231,113
3729,Montijo,2023,3,Setúbal,332,0,415,385,241,137
3730,Montijo,2023,4,Setúbal,240,0,478,415,170,131
3731,Montijo,2023,5,Setúbal,473,1,554,481,186,139
3732,Montijo,2023,6,Setúbal,63,0,440,430,184,138
3733,Montijo,2023,7,Setúbal,14,0,465,419,202,142
3734,Montijo,2023,8,Setúbal,4,0,413,362,199,117
3735,Montijo,2023,9,Setúbal,11,0,342,313,203,114
3736,Montijo,2023,10,Setúbal,11,0,463,366,207,131
3737,Montijo,2023,11,Setúbal,16,0,525,468,210,84
3738,Montijo,2023,12,Setúbal,6,0,303,261,186,74
3739,Montijo,2024,1,Setúbal,7,0,484,369,241,88
3740,Montijo,2024,2,Setúbal,8,0,251,208,109,39
3741,Montijo,2024,3,Setúbal,10,0,354,296,163,69
3742,Montijo,2024,4,Setúbal,0,0,79,53,25,22
3743,Monção,2022,3,Viana do Castelo,4,0,27,26,18,5
3744,Monção,2022,4,Viana do Castelo,5,0,57,54,21,28
3745,Monção,2022,5,Viana do Castelo,1,0,61,45,41,19
3746,Monção,2022,6,Viana do Castelo,3,0,80,64,28,22
3747,Monção,2022,7,Viana do Castelo,2,0,71,45,25,15
3748,Monção,2022,8,Viana do Castelo,1,0,89,72,26,36
3749,Monção,2022,9,Viana do Castelo,2,0,75,57,30,23
3750,Monção,2022,10,Viana do Castelo,4,0,62,53,34,20
3751,Monção,2022,11,Viana do Castelo,75,0,69,47,30,20
3752,Monção,2022,12,Viana do Castelo,298,0,67,54,45,19
3753,Monção,2023,1,Viana do Castelo,190,0,81,61,32,28
3754,Monção,2023,2,Viana do Castelo,186,0,94,61,36,35
3755,Monção,2023,3,Viana do Castelo,185,1,74,60,41,43
3756,Monção,2023,4,Viana do Castelo,216,0,79,70,29,20
3757,Monção,2023,5,Viana do Castelo,152,1,114,78,22,24
3758,Monção,2023,6,Viana do Castelo,74,1,110,91,28,35
3759,Monção,2023,7,Viana do Castelo,4,0,105,93,50,46
3760,Monção,2023,8,Viana do Castelo,5,0,90,69,51,39
3761,Monção,2023,9,Viana do Castelo,10,0,75,56,45,34
3762,Monção,2023,10,Viana do Castelo,18,0,113,87,47,39
3763,Monção,2023,11,Viana do Castelo,6,0,154,97,51,44
3764,Monção,2023,12,Viana do Castelo,7,0,80,63,49,27
3765,Monção,2024,1,Viana do Castelo,3,0,129,78,69,34
3766,Monção,2024,2,Viana do Castelo,5,0,62,45,29,14
3767,Monção,2024,3,Viana do Castelo,6,0,93,74,49,29
3768,Monção,2024,4,Viana do Castelo,1,0,27,11,2,7
3769,Mora,2022,3,Évora,0,0,5,2,3,0
3770,Mora,2022,4,Évora,2,0,7,9,1,4
3771,Mora,2022,5,Évora,1,0,14,6,2,1
3772,Mora,2022,6,Évora,0,0,13,15,6,7
3773,Mora,2022,7,Évora,0,0,8,7,4,3
3774,Mora,2022,8,Évora,0,0,15,14,7,4
3775,Mora,2022,9,Évora,0,1,8,6,5,3
3776,Mora,2022,10,Évora,3,0,10,9,11,6
3777,Mora,2022,11,Évora,76,0,10,8,8,3
3778,Mora,2022,12,Évora,162,0,8,6,4,4
3779,Mora,2023,1,Évora,56,0,15,12,8,2
3780,Mora,2023,2,Évora,34,0,13,12,11,8
3781,Mora,2023,3,Évora,84,0,17,11,11,4
3782,Mora,2023,4,Évora,114,0,12,15,11,6
3783,Mora,2023,5,Évora,146,0,20,14,10,4
3784,Mora,2023,6,Évora,13,0,15,15,9,13
3785,Mora,2023,7,Évora,0,0,13,13,9,6
3786,Mora,2023,8,Évora,1,0,19,8,14,4
3787,Mora,2023,9,Évora,0,0,18,21,10,12
3788,Mora,2023,10,Évora,1,0,16,13,8,3
3789,Mora,2023,11,Évora,3,0,22,17,15,4
3790,Mora,2023,12,Évora,3,0,24,13,10,2
3791,Mora,2024,1,Évora,1,0,18,14,9,4
3792,Mora,2024,2,Évora,1,0,8,5,7,1
3793,Mora,2024,3,Évora,7,0,14,14,10,5
3794,Mora,2024,4,Évora,2,0,3,2,1,0
3795,Mortágua,2022,3,Viseu,3,0,8,8,0,3
3796,Mortágua,2022,4,Viseu,6,0,17,18,23,6
3797,Mortágua,2022,5,Viseu,13,0,22,14,14,8
3798,Mortágua,2022,6,Viseu,7,0,26,24,8,5
3799,Mortágua,2022,7,Viseu,8,0,21,19,4,7
3800,Mortágua,2022,8,Viseu,3,0,30,22,14,6
3801,Mortágua,2022,9,Viseu,1,0,17,15,9,8
3802,Mortágua,2022,10,Viseu,12,0,18,19,13,9
3803,Mortágua,2022,11,Viseu,78,0,27,18,19,7
3804,Mortágua,2022,12,Viseu,52,0,20,23,15,2
3805,Mortágua,2023,1,Viseu,54,0,35,29,8,11
3806,Mortágua,2023,2,Viseu,54,0,18,22,15,4
3807,Mortágua,2023,3,Viseu,97,0,27,18,16,2
3808,Mortágua,2023,4,Viseu,27,0,27,24,14,10
3809,Mortágua,2023,5,Viseu,67,0,32,29,14,11
3810,Mortágua,2023,6,Viseu,7,0,26,23,15,10
3811,Mortágua,2023,7,Viseu,2,0,21,20,16,12
3812,Mortágua,2023,8,Viseu,15,0,19,15,19,4
3813,Mortágua,2023,9,Viseu,10,0,12,9,14,2
3814,Mortágua,2023,10,Viseu,21,0,29,23,16,5
3815,Mortágua,2023,11,Viseu,1,0,33,27,16,10
3816,Mortágua,2023,12,Viseu,1,0,25,17,15,6
3817,Mortágua,2024,1,Viseu,2,0,25,22,20,8
3818,Mortágua,2024,2,Viseu,3,0,16,11,18,2
3819,Mortágua,2024,3,Viseu,5,0,28,19,10,4
3820,Mortágua,2024,4,Viseu,0,0,3,2,2,5
3821,Moura,2022,3,Beja,0,0,26,27,9,15
3822,Moura,2022,4,Beja,0,0,69,67,25,25
3823,Moura,2022,5,Beja,5,0,76,57,21,19
3824,Moura,2022,6,Beja,1,1,78,75,18,23
3825,Moura,2022,7,Beja,0,0,60,47,23,7
3826,Moura,2022,8,Beja,1,0,81,61,19,21
3827,Moura,2022,9,Beja,2,1,57,49,19,16
3828,Moura,2022,10,Beja,8,0,61,46,27,13
3829,Moura,2022,11,Beja,96,0,77,58,17,25
3830,Moura,2022,12,Beja,189,0,69,61,27,22
3831,Moura,2023,1,Beja,209,0,81,62,32,37
3832,Moura,2023,2,Beja,113,0,80,63,27,17
3833,Moura,2023,3,Beja,102,0,95,75,35,22
3834,Moura,2023,4,Beja,283,0,86,76,24,20
3835,Moura,2023,5,Beja,700,0,114,85,26,32
3836,Moura,2023,6,Beja,22,0,101,87,24,24
3837,Moura,2023,7,Beja,4,0,95,68,22,27
3838,Moura,2023,8,Beja,1,0,82,72,32,25
3839,Moura,2023,9,Beja,3,0,95,77,37,18
3840,Moura,2023,10,Beja,4,0,103,82,30,26
3841,Moura,2023,11,Beja,3,0,112,84,28,32
3842,Moura,2023,12,Beja,2,0,68,50,37,14
3843,Moura,2024,1,Beja,1,0,103,79,48,25
3844,Moura,2024,2,Beja,1,0,49,30,16,6
3845,Moura,2024,3,Beja,4,0,86,58,27,20
3846,Moura,2024,4,Beja,0,0,26,13,2,3
3847,Mourão,2022,3,Évora,1,0,6,5,3,5
3848,Mourão,2022,4,Évora,0,0,17,15,7,4
3849,Mourão,2022,5,Évora,0,0,13,12,4,4
3850,Mourão,2022,6,Évora,1,0,14,10,9,3
3851,Mourão,2022,7,Évora,0,0,12,15,5,3
3852,Mourão,2022,8,Évora,1,0,16,13,6,4
3853,Mourão,2022,9,Évora,0,0,12,9,2,1
3854,Mourão,2022,10,Évora,3,0,7,5,7,2
3855,Mourão,2022,11,Évora,12,0,12,6,6,4
3856,Mourão,2022,12,Évora,19,0,13,14,1,3
3857,Mourão,2023,1,Évora,8,0,11,10,6,0
3858,Mourão,2023,2,Évora,28,0,13,12,10,0
3859,Mourão,2023,3,Évora,12,0,9,8,7,2
3860,Mourão,2023,4,Évora,5,0,14,11,6,8
3861,Mourão,2023,5,Évora,11,0,16,13,6,3
3862,Mourão,2023,6,Évora,4,0,16,11,4,5
3863,Mourão,2023,7,Évora,0,0,18,18,4,6
3864,Mourão,2023,8,Évora,1,0,12,12,2,5
3865,Mourão,2023,9,Évora,0,0,8,6,8,2
3866,Mourão,2023,10,Évora,1,0,15,12,6,7
3867,Mourão,2023,11,Évora,0,0,21,17,8,1
3868,Mourão,2023,12,Évora,1,0,10,10,9,3
3869,Mourão,2024,1,Évora,3,0,18,9,9,3
3870,Mourão,2024,2,Évora,2,0,4,4,3,3
3871,Mourão,2024,3,Évora,2,0,9,7,4,1
3872,Mourão,2024,4,Évora,0,0,2,1,2,0
3873,Murtosa,2022,3,Aveiro,2,1,15,11,13,7
3874,Murtosa,2022,4,Aveiro,5,0,16,23,18,8
3875,Murtosa,2022,5,Aveiro,3,0,27,15,11,6
3876,Murtosa,2022,6,Aveiro,0,0,26,29,13,13
3877,Murtosa,2022,7,Aveiro,1,0,32,27,11,4
3878,Murtosa,2022,8,Aveiro,2,1,31,32,16,19
3879,Murtosa,2022,9,Aveiro,2,0,33,27,14,5
3880,Murtosa,2022,10,Aveiro,11,0,28,29,16,12
3881,Murtosa,2022,11,Aveiro,145,0,30,26,21,6
3882,Murtosa,2022,12,Aveiro,147,0,32,28,13,4
3883,Murtosa,2023,1,Aveiro,157,0,56,46,24,10
3884,Murtosa,2023,2,Aveiro,120,0,29,27,19,4
3885,Murtosa,2023,3,Aveiro,632,0,36,37,24,10
3886,Murtosa,2023,4,Aveiro,402,0,47,41,18,16
3887,Murtosa,2023,5,Aveiro,467,1,57,43,20,29
3888,Murtosa,2023,6,Aveiro,90,0,52,54,28,23
3889,Murtosa,2023,7,Aveiro,6,0,52,45,28,16
3890,Murtosa,2023,8,Aveiro,6,0,43,42,26,19
3891,Murtosa,2023,9,Aveiro,10,0,34,25,32,26
3892,Murtosa,2023,10,Aveiro,10,0,56,45,40,22
3893,Murtosa,2023,11,Aveiro,1,0,61,51,39,18
3894,Murtosa,2023,12,Aveiro,3,0,39,32,21,13
3895,Murtosa,2024,1,Aveiro,3,0,47,33,34,16
3896,Murtosa,2024,2,Aveiro,3,0,30,21,12,6
3897,Murtosa,2024,3,Aveiro,5,0,35,30,26,9
3898,Murtosa,2024,4,Aveiro,1,0,8,8,3,2
3899,Murça,2022,3,Vila Real,1,0,6,7,1,4
3900,Murça,2022,4,Vila Real,2,0,14,13,2,10
3901,Murça,2022,5,Vila Real,5,0,19,11,8,6
3902,Murça,2022,6,Vila Real,4,0,17,13,8,7
3903,Murça,2022,7,Vila Real,3,0,25,17,3,4
3904,Murça,2022,8,Vila Real,2,0,19,21,6,11
3905,Murça,2022,9,Vila Real,4,0,23,18,9,3
3906,Murça,2022,10,Vila Real,4,0,15,13,18,10
3907,Murça,2022,11,Vila Real,28,0,15,9,14,11
3908,Murça,2022,12,Vila Real,97,2,23,20,6,10
3909,Murça,2023,1,Vila Real,32,1,19,13,2,11
3910,Murça,2023,2,Vila Real,39,0,13,7,5,2
3911,Murça,2023,3,Vila Real,33,0,10,14,12,3
3912,Murça,2023,4,Vila Real,37,0,16,14,9,6
3913,Murça,2023,5,Vila Real,63,0,16,11,15,2
3914,Murça,2023,6,Vila Real,6,0,15,14,10,10
3915,Murça,2023,7,Vila Real,3,0,17,14,15,7
3916,Murça,2023,8,Vila Real,1,0,18,15,18,6
3917,Murça,2023,9,Vila Real,1,0,12,7,13,9
3918,Murça,2023,10,Vila Real,6,0,17,15,14,9
3919,Murça,2023,11,Vila Real,4,0,27,14,13,6
3920,Murça,2023,12,Vila Real,7,0,12,18,22,9
3921,Murça,2024,1,Vila Real,1,0,16,11,21,8
3922,Murça,2024,2,Vila Real,4,0,13,7,9,0
3923,Murça,2024,3,Vila Real,4,0,12,8,12,6
3924,Murça,2024,4,Vila Real,1,0,4,3,3,0
3925,Mértola,2022,3,Beja,1,0,3,4,1,4
3926,Mértola,2022,4,Beja,4,0,10,8,3,5
3927,Mértola,2022,5,Beja,0,0,9,7,5,5
3928,Mértola,2022,6,Beja,1,0,17,14,4,1
3929,Mértola,2022,7,Beja,0,0,10,8,11,3
3930,Mértola,2022,8,Beja,1,1,19,14,5,4
3931,Mértola,2022,9,Beja,0,0,9,13,3,6
3932,Mértola,2022,10,Beja,2,0,8,8,8,3
3933,Mértola,2022,11,Beja,207,0,12,11,11,5
3934,Mértola,2022,12,Beja,209,0,14,13,6,5
3935,Mértola,2023,1,Beja,75,0,22,19,6,3
3936,Mértola,2023,2,Beja,78,0,16,15,10,5
3937,Mértola,2023,3,Beja,65,0,9,7,14,4
3938,Mértola,2023,4,Beja,233,0,21,15,14,6
3939,Mértola,2023,5,Beja,755,0,23,20,19,8
